,0
0,2483
1,1352
2,2456
3,848
4,302
5,433
6,2192
7,2494
8,507
9,2033
10,705
11,2414
12,1552
13,1313
14,214
15,1330
16,1017
17,1019
18,2440
19,2416
20,439
21,1756
22,500
23,1156
24,127
25,102
26,78
27,2156
28,1165
29,1360
30,1881
31,2049
32,295
33,1366
34,136
35,1023
36,1385
37,1322
38,2431
39,512
40,2448
41,2021
42,1951
43,614
44,1621
45,579
46,1417
47,624
48,216
49,117
50,2436
51,339
52,1681
53,800
54,1284
55,1088
56,1216
57,1245
58,407
59,1852
60,2063
61,1506
62,1763
63,416
64,594
65,1437
66,1236
67,798
68,1422
69,1307
70,2501
71,629
72,2402
73,1481
74,1375
75,421
76,1148
77,554
78,1226
79,826
80,76
81,2479
82,667
83,590
84,1265
85,2466
86,364
87,1925
88,1838
89,1290
90,1118
91,1806
92,2097
93,1447
94,1691
95,1025
96,1952
97,2395
98,2358
99,844
100,2499
101,599
102,2449
103,1469
104,515
105,2429
106,2075
107,1406
108,1727
109,265
110,51
111,2083
112,628
113,1096
114,460
115,1969
116,2219
117,2401
118,141
119,2161
120,1839
121,698
122,715
123,1678
124,1960
125,2088
126,1357
127,1782
128,2099
129,1795
130,1020
131,1736
132,1894
133,1674
134,1450
135,2128
136,744
137,1281
138,1052
139,2015
140,565
141,1803
142,2270
143,1121
144,865
145,1701
146,344
147,458
148,2106
149,2326
150,1468
151,890
152,708
153,1507
154,2174
155,769
156,1423
157,1542
158,1750
159,479
160,561
161,1661
162,1379
163,1878
164,2034
165,1146
166,1731
167,2446
168,1956
169,2506
170,2486
171,1056
172,461
173,487
174,205
175,768
176,1012
177,226
178,1434
179,98
180,2304
181,31
182,818
183,815
184,1928
185,2107
186,1718
187,1341
188,2069
189,1848
190,140
191,1773
192,1010
193,1694
194,914
195,627
196,1692
197,1446
198,1946
199,2249
200,2452
201,1607
202,262
203,229
204,805
205,613
206,654
207,1159
208,2204
209,2159
210,466
211,2377
212,1665
213,278
214,218
215,1649
216,2475
217,2349
218,1100
219,596
220,1829
221,113
222,2076
223,1751
224,1982
225,2061
226,1045
227,1576
228,1310
229,1568
230,1454
231,1232
232,1021
233,175
234,896
235,750
236,930
237,1344
238,1722
239,656
240,1807
241,568
242,2067
243,472
244,1656
245,574
246,1212
247,2489
248,2296
249,1897
250,1815
251,2080
252,640
253,1713
254,1893
255,422
256,2
257,659
258,2146
259,208
260,2269
261,544
262,2314
263,212
264,2109
265,1195
266,1642
267,1013
268,1898
269,1959
270,191
271,1577
272,230
273,1664
274,1051
275,2365
276,773
277,1593
278,1940
279,2255
280,819
281,2313
282,863
283,1990
284,900
285,1015
286,1910
287,980
288,2376
289,64
290,2426
291,252
292,1211
293,766
294,151
295,1799
296,1297
297,2031
298,2147
299,1161
300,1787
301,883
302,1808
303,1617
304,2153
305,1586
306,606
307,792
308,322
309,1812
310,1985
311,868
312,1354
313,1407
314,1073
315,1396
316,1463
317,1238
318,1762
319,767
320,1477
321,91
322,273
323,1185
324,378
325,36
326,2403
327,741
328,2004
329,620
330,1638
331,906
332,2321
333,1509
334,1570
335,2150
336,1601
337,367
338,1484
339,306
340,1347
341,933
342,1680
343,169
344,341
345,717
346,84
347,1391
348,2091
349,722
350,2238
351,2250
352,1376
353,2095
354,1002
355,1805
356,1279
357,1612
358,806
359,1372
360,1809
361,999
362,1988
363,2242
364,488
365,1652
366,2182
367,2152
368,79
369,1622
370,1522
371,867
372,484
373,2332
374,557
375,1494
376,2084
377,2472
378,647
379,2384
380,1830
381,2375
382,2216
383,748
384,1491
385,1540
386,1453
387,1191
388,249
389,2350
390,747
391,2473
392,468
393,1500
394,1918
395,2291
396,174
397,1513
398,639
399,745
400,1164
401,195
402,2247
403,1874
404,394
405,1289
406,1700
407,1587
408,33
409,1487
410,1154
411,294
412,1868
413,1083
414,1527
415,2445
416,2026
417,583
418,1107
419,694
420,452
421,1957
422,1556
423,2224
424,387
425,1180
426,1790
427,160
428,2051
429,231
430,348
431,605
432,374
433,3
434,2145
435,971
436,202
437,893
438,2155
439,198
440,1630
441,899
442,1402
443,976
444,2382
445,1861
446,444
447,1999
448,1906
449,62
450,352
451,1309
452,2268
453,2225
454,161
455,1737
456,61
457,1239
458,239
459,440
460,1917
461,404
462,513
463,1748
464,40
465,220
466,1143
467,2299
468,334
469,1760
470,37
471,755
472,1916
473,2064
474,1757
475,2511
476,1377
477,1382
478,135
479,1610
480,1723
481,964
482,1971
483,2310
484,235
485,2052
486,1035
487,1075
488,623
489,2121
490,1611
491,1596
492,502
493,1792
494,2140
495,944
496,74
497,2260
498,1371
499,751
500,2282
501,2074
502,1084
503,2154
504,1637
505,2307
506,1325
507,158
508,1975
509,669
510,830
511,297
512,2246
513,1167
514,2305
515,1259
516,1526
517,804
518,657
519,2293
520,1870
521,222
522,965
523,942
524,1132
525,2073
526,673
527,1908
528,189
529,1847
530,1508
531,1200
532,1369
533,2180
534,68
535,1740
536,874
537,2469
538,1785
539,1308
540,147
541,2411
542,2464
543,2175
544,2110
545,1605
546,2122
547,2391
548,2444
549,299
550,1108
551,363
552,1079
553,2220
554,1786
555,752
556,2170
557,395
558,1524
559,88
560,710
561,4
562,706
563,2077
564,209
565,48
566,1053
567,611
568,941
569,2118
570,2162
571,1460
572,1277
573,1860
574,2186
575,2263
576,1295
577,897
578,946
579,2054
580,540
581,784
582,1488
583,2297
584,749
585,2096
586,685
587,1078
588,1424
589,1978
590,1676
591,1670
592,2283
593,1392
594,284
595,2177
596,979
597,380
598,1634
599,1207
600,1189
601,2492
602,307
603,1227
604,370
605,1582
606,1853
607,1294
608,2072
609,2164
610,1933
611,683
612,1103
613,115
614,1904
615,973
616,530
617,978
618,311
619,1153
620,2047
621,701
622,1251
623,1120
624,1387
625,24
626,925
627,1563
628,1613
629,2433
630,119
631,194
632,527
633,354
634,576
635,2286
636,2236
637,825
638,648
639,1408
640,1001
641,1128
642,1725
643,417
644,1528
645,188
646,2027
647,699
648,2252
649,134
650,475
651,782
652,1914
653,309
654,2477
655,2101
656,2362
657,1374
658,619
659,124
660,1560
661,828
662,2179
663,521
664,296
665,2348
666,1900
667,2287
668,1428
669,2437
670,2005
671,2508
672,2136
673,2461
674,385
675,401
676,1932
677,877
678,1761
679,739
680,1764
681,1536
682,545
683,1074
684,1007
685,1076
686,1828
687,1800
688,1819
689,170
690,2289
691,1082
692,1324
693,1031
694,1041
695,719
696,796
697,626
698,1620
699,607
700,2415
701,381
702,1011
703,373
704,1728
705,1246
706,578
707,66
708,1733
709,1362
710,145
711,2410
712,1225
713,780
714,1038
715,1698
716,1585
717,1581
718,1739
719,128
720,1416
721,2400
722,1589
723,504
724,2322
725,668
726,555
727,517
728,981
729,1030
730,1412
731,1519
732,2001
733,2463
734,2385
735,30
736,2420
737,621
738,2203
739,1618
740,45
741,1992
742,2500
743,2251
744,1220
745,1504
746,2303
747,1405
748,795
749,261
750,1864
751,2127
752,1724
753,1206
754,754
755,2212
756,836
757,1095
758,1794
759,1420
760,1643
761,2394
762,2050
763,2502
764,1559
765,939
766,1040
767,1168
768,129
769,827
770,963
771,2288
772,164
773,253
774,65
775,2442
776,280
777,254
778,2281
779,162
780,1092
781,2194
782,839
783,2068
784,366
785,880
786,497
787,2509
788,2341
789,1339
790,539
791,2229
792,1253
793,2351
794,2105
795,2133
796,133
797,1754
798,399
799,2039
800,1458
801,682
802,1122
803,2257
804,1114
805,1745
806,2347
807,1130
808,1158
809,67
810,1261
811,365
812,1474
813,538
814,1984
815,1603
816,1269
817,1602
818,1778
819,2102
820,952
821,2244
822,1775
823,215
824,274
825,2007
826,2163
827,1250
828,330
829,1510
830,1188
831,1899
832,2013
833,2507
834,1285
835,316
836,572
837,1368
838,480
839,1629
840,1274
841,737
842,346
843,1087
844,279
845,303
846,83
847,1443
848,1028
849,2044
850,1635
851,1439
852,951
853,1436
854,434
855,250
856,2493
857,2482
858,1062
859,589
860,2202
861,54
862,1499
863,1512
864,146
865,1820
866,240
867,740
868,2239
869,17
870,1260
871,571
872,697
873,2311
874,666
875,347
876,870
877,938
878,1705
879,2100
880,1268
881,272
882,1497
883,2120
884,1566
885,774
886,2256
887,993
888,442
889,1877
890,909
891,369
892,1333
893,802
894,1735
895,529
896,1738
897,1687
898,2292
899,1950
900,101
901,1821
902,1457
903,735
904,562
905,1645
906,1155
907,2374
908,1063
909,2363
910,846
911,291
912,5
913,11
914,734
915,1461
916,184
917,1338
918,1924
919,1915
920,1714
921,221
922,2215
923,327
924,888
925,1654
926,264
927,210
928,1298
929,1717
930,2346
931,686
932,1022
933,1380
934,1704
935,2205
936,720
937,635
938,1395
939,282
940,2329
941,1240
942,1094
943,8
944,543
945,2066
946,1068
947,1498
948,547
949,603
950,1064
951,937
952,332
953,1316
954,746
955,2421
956,524
957,1190
958,349
959,1343
960,1214
961,689
962,1595
963,1781
964,2338
965,2424
966,674
967,1459
968,1353
969,2218
970,1814
971,1018
972,1321
973,812
974,449
975,564
976,1196
977,1138
978,368
979,985
980,954
981,2368
982,1949
983,1573
984,772
985,2115
986,1431
987,655
988,1234
989,1233
990,1749
991,1927
992,143
993,891
994,178
995,559
996,199
997,1359
998,1961
999,152
1000,2142
1001,803
1002,1964
1003,106
1004,1578
1005,428
1006,437
1007,2468
1008,866
1009,2404
1010,1113
1011,636
1012,1142
1013,2485
1014,2173
1015,881
1016,1136
1017,2137
1018,2081
1019,692
1020,895
1021,1026
1022,2495
1023,9
1024,1485
1025,672
1026,2017
1027,2148
1028,2481
1029,1252
1030,2000
1031,1166
1032,2085
1033,73
1034,776
1035,1765
1036,20
1037,1197
1038,1708
1039,323
1040,1758
1041,1429
1042,1397
1043,2057
1044,459
1045,704
1046,1755
1047,1140
1048,1363
1049,762
1050,263
1051,2278
1052,904
1053,1632
1054,854
1055,1623
1056,923
1057,523
1058,1531
1059,1016
1060,411
1061,2381
