,0
0,1598
1,1861
2,853
3,1990
4,1974
5,1942
6,1219
7,2287
8,2359
9,1703
10,2411
11,176
12,1718
13,1144
14,2272
15,187
16,1331
17,1722
18,154
19,1663
20,2443
21,751
22,1915
23,1979
24,186
25,1250
26,719
27,431
28,1343
29,1069
30,2363
31,569
32,983
33,1759
34,495
35,146
36,2217
37,1245
38,2382
39,1958
40,48
41,355
42,2365
43,2504
44,1101
45,2269
46,1587
47,519
48,1766
49,2080
50,124
51,1283
52,1434
53,1385
54,454
55,987
56,1019
57,362
58,1030
59,1119
60,2494
61,2398
62,350
63,2018
64,1264
65,1882
66,1959
67,1355
68,941
69,1181
70,2473
71,12
72,2257
73,969
74,536
75,1485
76,295
77,748
78,424
79,438
80,662
81,149
82,2327
83,2243
84,562
85,1535
86,123
87,919
88,1621
89,211
90,607
91,1036
92,2386
93,1849
94,337
95,1482
96,500
97,1886
98,593
99,731
100,1278
101,1555
102,1716
103,674
104,1288
105,1308
106,2169
107,319
108,2086
109,1093
110,631
111,181
112,782
113,852
114,791
115,1473
116,2372
117,1943
118,528
119,102
120,430
121,122
122,834
123,496
124,340
125,2138
126,1615
127,1388
128,797
129,1967
130,1545
131,114
132,2379
133,2296
134,2472
135,1727
136,259
137,698
138,728
139,1048
140,292
141,484
142,610
143,542
144,2314
145,892
146,1837
147,2455
148,928
149,2305
150,1713
151,608
152,1973
153,1695
154,29
155,2362
156,2184
157,442
158,1708
159,1564
160,1775
161,1320
162,2171
163,2075
164,813
165,351
166,313
167,967
168,1309
169,1084
170,2074
171,895
172,597
173,1452
174,282
175,81
176,436
177,1821
178,400
179,1211
180,1077
181,2227
182,798
183,1643
184,1448
185,1255
186,242
187,2492
188,413
189,1040
190,1479
191,724
192,33
193,1024
194,268
195,392
196,1947
197,2011
198,1867
199,2078
200,534
201,480
202,359
203,2047
204,1642
205,819
206,160
207,547
208,453
209,2233
210,742
211,104
212,1171
213,1509
214,2506
215,2000
216,418
217,706
218,1816
219,310
220,99
221,298
222,1249
223,2340
224,645
225,377
226,532
227,2038
228,1597
229,918
230,1148
231,564
232,2181
233,2003
234,20
235,1174
236,202
237,26
238,964
239,429
240,343
241,1756
242,2095
243,134
244,676
245,621
246,2380
247,747
248,709
249,2191
250,599
251,2187
252,636
253,527
254,2309
255,1235
256,1399
257,535
258,1734
259,1673
260,2255
261,1292
262,1517
263,1668
264,2055
265,466
266,1989
267,1814
268,1897
269,1500
270,80
271,1970
272,1035
273,2179
274,2387
275,1280
276,17
277,1197
278,468
279,2135
280,1445
281,1628
282,2049
283,2440
284,615
285,1857
286,846
287,1238
288,7
289,1328
290,2422
291,1719
292,1981
293,329
294,44
295,347
296,2064
297,667
298,2496
299,2123
300,410
301,271
302,274
303,1055
304,2175
305,1327
306,2158
307,1358
308,830
309,433
310,304
311,1852
312,1733
313,713
314,988
315,769
316,1694
317,1593
318,1872
319,763
320,1715
321,1630
322,474
323,1922
324,1972
325,526
326,672
327,1527
328,1154
329,2338
330,992
331,375
332,163
333,2298
334,1570
335,1525
336,940
337,1546
338,117
339,256
340,489
341,876
342,1936
343,1805
344,1428
345,980
346,1135
347,2083
348,1059
349,567
350,822
351,681
352,2082
353,2459
354,1360
355,2189
356,1541
357,2124
358,2434
359,932
360,730
361,2040
362,138
363,770
364,616
365,2201
366,2312
367,2446
368,1079
369,543
370,1841
371,2347
372,1747
373,1754
374,2046
375,1033
376,571
377,1100
378,1813
379,808
380,740
381,1407
382,1573
383,684
384,771
385,1830
386,1252
387,2216
388,1413
389,1453
390,1677
391,38
392,335
393,973
394,1226
395,1524
396,2246
397,408
398,1233
399,1359
400,2339
401,2371
402,1357
403,2051
404,308
405,1652
406,165
407,1034
408,554
409,598
410,1013
411,1745
412,1279
413,50
414,1709
415,939
416,49
417,2052
418,575
419,203
420,233
421,938
422,1268
423,622
424,2449
425,880
426,2203
427,2111
428,1484
429,425
430,2425
431,1163
432,185
433,455
434,4
435,388
436,2199
437,1682
438,1940
439,847
440,809
441,1376
442,2009
443,1459
444,1620
445,1696
446,2499
447,850
448,1025
449,1021
450,671
451,1956
452,2127
453,1822
454,750
455,701
456,556
457,1072
458,2311
459,2416
460,2239
461,467
462,52
463,626
464,1851
465,2025
466,1271
467,513
468,978
469,2026
470,741
471,2066
472,1066
473,1927
474,499
475,1894
476,894
477,2017
478,389
479,2122
480,1659
481,1636
482,1070
483,2155
484,2271
485,2041
486,1900
487,2214
488,394
489,70
490,767
491,223
492,899
493,2253
494,1470
495,1836
496,1680
497,2081
498,1757
499,1511
500,1594
501,2381
502,1157
503,1612
504,1762
505,2106
506,330
507,365
508,1038
509,1880
510,238
511,1571
512,1934
513,2211
514,2349
515,668
516,69
517,1061
518,1236
519,272
520,1175
521,2402
522,1389
523,1844
524,796
525,47
526,1608
527,224
528,1744
529,1258
530,908
531,2007
532,2195
533,803
534,1467
535,1133
536,1554
537,934
538,1808
539,729
540,2022
541,97
542,708
543,936
544,412
545,509
546,2231
547,1826
548,1395
549,946
550,2220
551,1020
552,250
553,1870
554,244
555,1838
556,646
557,1348
558,888
559,119
560,726
561,1060
562,2390
563,843
564,494
565,1321
566,2391
567,1728
568,449
569,293
570,2224
571,173
572,490
573,1665
574,1530
575,1153
576,1128
577,158
578,1098
579,2480
580,1847
581,1118
582,300
583,2182
584,344
585,345
586,775
587,2341
588,1660
589,2290
590,98
591,1871
592,1786
593,367
594,121
595,1661
596,1671
597,2453
598,1126
599,1768
600,459
601,200
602,21
603,2500
604,702
605,1634
606,1850
607,1929
608,2318
609,2479
610,1318
611,757
612,1566
613,1993
614,1632
615,1639
616,1403
617,478
618,91
619,2501
620,1806
621,100
622,1449
623,1503
624,1937
625,1106
626,1478
627,373
628,1645
629,581
630,132
631,656
632,2013
633,2190
634,952
635,37
636,2353
637,2065
638,2244
639,746
640,446
641,1687
642,584
643,353
644,2129
645,254
646,2044
647,884
648,1432
649,1291
650,94
651,1638
652,2460
653,955
654,1885
655,273
656,1845
657,1141
658,1311
659,1737
660,318
661,1552
662,1998
663,647
664,252
665,1692
666,1468
667,2170
668,1303
669,354
670,1052
671,1287
672,1057
673,1273
674,1102
675,1481
676,1865
677,2098
678,1466
679,1863
680,2448
681,855
682,507
683,1569
684,917
685,326
686,1534
687,864
688,721
689,1429
690,1044
691,2024
692,678
693,743
694,2491
695,2367
696,1263
697,2076
698,2218
699,1932
700,537
701,666
702,1120
703,1561
704,649
705,331
706,2330
707,1158
708,2442
709,2375
710,866
711,1183
712,30
713,2260
714,1949
715,1179
716,1789
717,1832
718,1693
719,1042
720,55
721,2502
722,90
723,533
724,235
725,971
726,1393
727,561
728,1875
729,1879
730,2099
731,1116
732,1240
733,644
734,660
735,502
736,317
737,131
738,931
739,205
740,1397
741,1221
742,409
743,2368
744,67
745,2364
746,411
747,2206
748,1817
749,1050
750,2410
751,1626
752,1635
753,1187
754,2014
755,873
756,1262
757,342
758,725
759,1528
760,405
761,555
762,1455
763,1284
764,2117
765,637
766,2215
767,290
768,2090
769,2268
770,206
771,1
772,862
773,2436
774,2370
775,889
776,1891
777,1266
778,1301
779,1921
780,1787
781,1372
782,1941
783,1191
784,2213
785,352
786,1729
787,1132
788,959
789,2222
790,752
791,2465
792,2050
793,689
794,1491
795,2015
796,1976
797,1349
798,999
799,1001
800,602
801,1732
802,1890
803,1758
804,1581
805,1071
806,2089
807,227
808,1004
809,2042
810,1149
811,1797
812,2085
813,739
814,1298
815,1164
816,126
817,420
818,722
819,1134
820,1785
821,1274
822,15
823,1322
824,891
825,2058
826,804
827,303
828,72
829,1521
830,516
831,924
832,1939
833,2237
834,65
835,1173
836,240
837,1664
838,1244
839,1296
840,844
841,792
842,1916
843,137
844,1003
845,2316
846,324
847,136
848,2373
849,2334
850,881
851,927
852,716
853,230
854,2156
855,879
856,1788
857,1544
858,1755
859,2202
860,395
861,652
862,1702
863,2392
864,88
865,10
866,2469
867,1441
868,1831
869,2510
870,642
871,1474
872,572
873,2185
874,2060
875,1227
876,1651
877,1496
878,1771
879,1104
880,170
881,1777
882,1325
883,327
884,2326
885,1305
886,171
887,2439
888,2153
889,1650
890,1969
891,2413
892,264
893,1396
894,1338
895,77
896,309
897,580
898,1162
899,1140
900,1802
901,1347
902,2324
903,2427
904,249
905,1460
906,1078
907,2136
908,2412
909,1156
910,2420
911,2417
912,1726
913,1117
914,2435
915,926
916,935
917,1951
918,1539
919,452
920,1049
921,262
922,2259
923,596
924,1700
925,705
926,2061
927,947
928,518
929,718
930,1418
931,1889
932,2441
933,447
934,625
935,477
936,1115
937,103
938,1662
939,285
940,188
941,261
942,109
943,1402
944,457
945,1657
946,1605
947,1247
948,2102
949,902
950,1903
951,1124
952,368
953,1202
954,1760
955,2489
956,115
957,120
958,24
959,2331
960,1991
961,603
962,2415
963,71
964,2012
965,2088
966,280
967,2063
968,1342
969,2433
970,1203
971,976
972,62
973,827
974,1285
975,2419
976,127
977,778
978,733
979,1600
980,1290
981,74
982,2146
983,1045
984,1899
985,2513
986,1656
987,686
988,2299
989,145
990,3
991,1590
992,483
993,522
994,1216
995,1433
996,2245
997,1096
998,35
999,58
1000,2457
1001,1405
1002,1421
1003,583
1004,5
1005,1834
1006,872
1007,1824
1008,328
1009,356
1010,878
1011,385
1012,1666
1013,2131
1014,360
1015,232
1016,948
1017,643
1018,1063
1019,1748
1020,795
1021,14
1022,297
1023,2151
1024,2242
1025,2176
1026,2477
1027,1866
1028,1364
1029,1856
1030,2432
1031,1827
1032,1761
1033,1795
1034,184
1035,8
1036,1961
1037,1616
1038,2200
1039,1356
1040,541
1041,150
1042,140
1043,1176
1044,1965
1045,560
1046,334
1047,1122
1048,758
1049,680
1050,435
1051,951
1052,269
1053,2101
1054,1231
1055,1408
1056,1014
1057,903
1058,2108
1059,1065
1060,2306
1061,2223
1062,169
1063,2134
1064,549
1065,820
1066,1192
1067,904
1068,379
1069,790
1070,2103
1071,749
1072,1384
1073,816
1074,1489
1075,989
1076,2421
1077,2166
1078,1888
1079,1815
1080,1895
1081,2344
1082,531
1083,2358
1084,776
1085,213
1086,1075
1087,711
1088,828
1089,192
1090,486
1091,2021
1092,856
1093,965
1094,1884
1095,2048
1096,86
1097,945
1098,1506
1099,1410
1100,2062
1101,63
1102,201
1103,2394
1104,2350
1105,2045
1106,907
1107,1804
1108,1170
1109,1840
1110,1746
1111,193
1112,2121
1113,2384
1114,266
1115,670
1116,1323
1117,1166
1118,220
1119,1195
1120,1497
1121,831
1122,1731
1123,1277
1124,550
1125,546
1126,1739
1127,566
1128,1456
1129,2235
1130,1514
1131,1315
1132,1776
1133,1168
1134,611
1135,1486
1136,257
1137,1043
1138,2053
1139,1064
1140,585
1141,1379
1142,2452
1143,677
1144,963
1145,1501
1146,1526
1147,896
1148,1800
1149,1675
1150,1644
1151,1185
1152,710
1153,1720
1154,570
1155,783
1156,1304
1157,1749
1158,605
1159,664
1160,2321
1161,1505
1162,937
1163,707
1164,1143
1165,900
1166,1382
1167,1334
1168,96
1169,1848
1170,1963
1171,51
1172,1490
1173,40
1174,2490
1175,441
1176,780
1177,1622
1178,1151
1179,2495
1180,2463
1181,548
1182,101
1183,786
1184,2149
1185,2503
1186,1829
1187,402
1188,445
1189,2057
1190,2288
1191,981
1192,2161
1193,279
1194,263
1195,2212
1196,195
1197,957
1198,1968
1199,997
1200,1265
1201,481
1202,2414
1203,1487
1204,2438
