,0
0,1911
1,1297
2,261
3,2188
4,2021
5,1097
6,1944
7,1194
8,944
9,775
10,310
11,971
12,1937
13,1243
14,551
15,876
16,1426
17,521
18,1462
19,1111
20,1283
21,1815
22,2078
23,585
24,636
25,1539
26,1548
27,2360
28,148
29,1075
30,642
31,1771
32,1109
33,2491
34,1622
35,676
36,769
37,417
38,537
39,594
40,1521
41,766
42,460
43,1294
44,838
45,1837
46,135
47,207
48,947
49,1975
50,719
51,2012
52,2451
53,674
54,714
55,2407
56,2036
57,2032
58,731
59,2226
60,1127
61,193
62,94
63,1322
64,1186
65,163
66,1252
67,997
68,59
69,1563
70,685
71,711
72,2136
73,1087
74,1370
75,1144
76,2305
77,1259
78,781
79,2454
80,2495
81,442
82,927
83,1223
84,1689
85,2151
86,268
87,756
88,1383
89,1638
90,1687
91,1034
92,2473
93,2023
94,2434
95,2155
96,1086
97,1589
98,1973
99,368
100,205
101,1617
102,948
103,522
104,2100
105,126
106,438
107,393
108,1435
109,734
110,1478
111,175
112,2239
113,2494
114,285
115,283
116,703
117,2014
118,1855
119,1320
120,2166
121,1333
122,777
123,1609
124,1040
125,278
126,678
127,820
128,924
129,2079
130,2197
131,1093
132,349
133,1312
134,68
135,1679
136,1193
137,1857
138,328
139,277
140,1049
141,1288
142,1100
143,1203
144,1164
145,604
146,1918
147,143
148,2375
149,1936
150,582
151,490
152,2275
153,1308
154,76
155,740
156,2317
157,865
158,2047
159,718
160,1146
161,1384
162,1847
163,1595
164,2464
165,961
166,75
167,1775
168,1263
169,1984
170,554
171,1272
172,1046
173,65
174,1698
175,750
176,939
177,793
178,972
179,515
180,2339
181,40
182,850
183,2034
184,1997
185,1492
186,546
187,375
188,851
189,2352
190,1545
191,2147
192,2270
193,1463
194,1914
195,1538
196,977
197,2431
198,1780
199,1665
200,1822
201,395
202,492
203,528
204,1482
205,1256
206,1241
207,1586
208,1690
209,2400
210,1188
211,236
212,699
213,1969
214,783
215,1785
216,2082
217,1397
218,1364
219,2125
220,710
221,387
222,96
223,81
224,217
225,1376
226,104
227,913
228,827
229,117
230,2176
231,609
232,1216
233,495
234,1875
235,1868
236,1882
237,1437
238,1143
239,586
240,1290
241,1643
242,346
243,1439
244,1865
245,883
246,998
247,785
248,575
249,788
250,290
251,1091
252,2420
253,2496
254,2181
255,659
256,1991
257,1458
258,1676
259,520
260,64
261,5
262,111
263,440
264,846
265,2286
266,2353
267,2134
268,47
269,457
270,48
271,2033
272,879
273,2165
274,2259
275,2208
276,1924
277,469
278,1047
279,118
280,1664
281,848
282,210
283,1120
284,2255
285,1197
286,2113
287,1235
288,2504
289,1896
290,1647
291,2223
292,1352
293,2408
294,1077
295,2307
296,647
297,810
298,2481
299,258
300,1768
301,872
302,2314
303,1779
304,185
305,214
306,2097
307,504
308,1949
309,2054
310,951
311,751
312,1945
313,1706
314,10
315,2260
316,758
317,93
318,2160
319,1293
320,2348
321,2289
322,884
323,1906
324,672
325,1927
326,472
327,1962
328,1495
329,1994
330,953
331,342
332,1483
333,2356
334,2055
335,1185
336,2066
337,58
338,426
339,2219
340,1892
341,1711
342,2199
343,106
344,835
345,1346
346,1079
347,1587
348,1247
349,1473
350,1351
351,1573
352,1230
353,1559
354,1431
355,493
356,784
357,1904
358,901
359,339
360,2347
361,1976
362,2083
363,1180
364,873
365,1807
366,833
367,1912
368,382
369,742
370,2132
371,726
372,2076
373,1732
374,1264
375,1870
376,2497
377,2220
378,1300
379,1527
380,2180
381,1737
382,2131
383,507
384,1114
385,1332
386,2269
387,1218
388,225
389,932
390,481
391,2414
392,2178
393,161
394,50
395,501
396,1888
397,891
398,1682
399,2182
400,127
401,1358
402,1198
403,533
404,1443
405,2022
406,698
407,177
408,1468
409,2399
410,1318
411,539
412,2112
413,388
414,1618
415,2471
416,2329
417,739
418,2210
419,811
420,541
421,2228
422,1314
423,396
424,25
425,178
426,434
427,2242
428,1798
429,1776
430,1794
431,2493
432,732
433,995
434,1884
435,1616
436,996
437,1226
438,974
439,2313
440,1816
441,1116
442,1890
443,635
444,591
445,840
446,952
447,619
448,985
449,1184
450,2467
451,1957
452,1424
453,1337
454,2193
455,69
456,984
457,12
458,420
459,2419
460,875
461,2175
462,882
463,1371
464,2487
465,1236
466,2262
467,1213
468,577
469,499
470,235
471,138
472,2316
473,1630
474,459
475,1246
476,263
477,1240
478,715
479,1653
480,1395
481,912
482,1438
483,2207
484,1183
485,1996
486,1673
487,2292
488,658
489,651
490,1736
491,1849
492,324
493,2115
494,171
495,2041
496,1108
497,2000
498,736
499,1412
500,542
501,1717
502,1255
503,487
504,1666
505,1921
506,583
507,275
508,2135
509,1350
510,1517
511,149
512,316
513,1646
514,1057
515,1137
516,1731
517,95
518,1208
519,579
520,1408
521,2204
522,230
523,2240
524,2328
525,1652
526,1766
527,519
528,2008
529,2455
530,2319
531,363
532,1142
533,500
534,503
535,1813
536,348
537,88
538,2089
539,1530
540,1159
541,197
542,2296
543,2442
544,1215
545,2065
546,2214
547,2366
548,1714
549,1564
550,1558
551,1658
552,2370
553,1113
554,2248
555,315
556,329
557,295
558,1403
559,2035
560,2191
561,1715
562,399
563,701
564,1917
565,821
566,1122
567,2258
568,2438
569,1651
570,1988
571,2318
572,1961
573,637
574,129
575,1583
576,1008
577,2233
578,1680
579,1334
580,1700
581,1628
582,2004
583,2213
584,1307
585,2482
586,267
587,1454
588,2154
589,1150
590,99
591,2478
592,657
593,2167
594,730
595,1565
596,20
597,1748
598,223
599,1547
600,1746
601,1199
602,804
603,1685
604,1893
605,645
606,1399
607,1790
608,2372
609,1903
610,675
611,352
612,2340
613,747
614,839
615,1642
616,721
617,1368
618,1088
619,1873
620,954
621,1179
622,2371
623,1860
624,2172
625,737
626,1245
627,782
628,4
629,641
630,201
631,33
632,1404
633,556
634,2404
635,663
636,1788
637,37
638,471
639,1469
640,1485
641,52
642,1608
643,1916
644,595
645,847
646,446
647,251
648,2118
649,931
650,1770
651,979
652,478
653,467
654,2488
655,2202
656,909
657,146
658,2273
659,524
660,1158
661,463
662,2413
663,561
664,1503
665,2450
666,304
667,281
668,2039
669,1830
670,2383
671,253
672,1993
673,1145
674,511
675,2010
676,1390
677,1735
678,808
679,700
680,863
681,1428
682,926
683,512
684,1434
685,956
686,2168
687,2098
688,1866
689,1202
690,1038
691,2
692,727
693,1607
694,2310
695,921
696,1204
697,692
698,2514
699,707
700,802
701,1487
702,2330
703,1155
704,1292
705,2090
706,1891
707,2095
708,780
709,842
710,525
711,85
712,2432
713,646
714,464
715,1043
716,2002
717,1459
718,1009
719,2321
720,798
721,679
722,776
723,1593
724,1074
725,1244
726,2169
727,1275
728,1752
729,587
730,110
731,946
732,1486
733,77
734,2149
735,164
736,1044
737,1981
738,1130
739,1029
740,141
741,2379
742,1862
743,752
744,917
745,898
746,1129
747,1011
748,78
749,169
750,1493
751,1761
752,1099
753,2249
754,2140
755,2209
756,2091
757,1374
758,1633
759,319
760,2441
761,774
762,2203
763,1406
764,307
765,837
766,422
767,1543
768,825
769,816
770,2377
771,880
772,620
773,2013
774,1934
775,1979
776,1670
777,1758
778,988
779,786
780,2161
781,45
782,1377
783,121
784,1063
785,1500
786,187
787,1467
788,394
789,483
790,2130
791,470
792,1140
793,1423
794,1496
795,83
796,1881
797,668
798,1448
799,886
800,1367
801,1576
802,2001
803,1511
804,653
805,480
