,0
0,2430
1,89
2,1752
3,228
4,418
5,1135
6,2475
7,1147
8,1191
9,239
10,1787
11,539
12,1407
13,756
14,1115
15,579
16,2104
17,2447
18,1125
19,674
20,2199
21,536
22,1481
23,1834
24,1492
25,7
26,1447
27,709
28,213
29,541
30,720
31,169
32,787
33,1398
34,1205
35,2463
36,364
37,1281
38,476
39,301
40,67
41,994
42,583
43,1807
44,2036
45,1160
46,366
47,249
48,916
49,1930
50,216
51,2425
52,1747
53,2285
54,1764
55,1729
56,507
57,2375
58,559
59,1507
60,697
61,2126
62,1427
63,2287
64,2154
65,29
66,1426
67,282
68,1526
69,1921
70,869
71,1619
72,1641
73,445
74,1138
75,1574
76,139
77,360
78,1175
79,134
80,1019
81,2208
82,848
83,2085
84,47
85,63
86,1449
87,1145
88,546
89,1448
90,1666
91,447
92,1395
93,1635
94,116
95,1389
96,15
97,454
98,2123
99,1372
100,1981
101,1991
102,1952
103,2493
104,1088
105,1671
106,785
107,528
108,930
109,2127
110,1269
111,162
112,94
113,233
114,1890
115,713
116,974
117,2282
118,111
119,1821
120,614
121,1327
122,1990
123,933
124,450
125,2087
126,1835
127,475
128,415
129,2252
130,2040
131,686
132,1559
133,2468
134,967
135,246
136,1244
137,723
138,693
139,944
140,1230
141,601
142,1769
143,192
144,954
145,1179
146,1777
147,121
148,1721
149,2168
150,1976
151,716
152,389
153,1579
154,221
155,1657
156,734
157,846
158,1301
159,1618
160,1689
161,1738
162,406
163,740
164,1578
165,1144
166,28
167,1918
168,1203
169,1947
170,1117
171,1457
172,918
173,852
174,855
175,2341
176,2245
177,1977
178,202
179,195
180,1799
181,2489
182,1110
183,839
184,427
185,1486
186,812
187,996
188,1246
189,1368
190,1707
191,580
192,2345
193,80
194,31
195,1765
196,1418
197,315
198,1234
199,1043
200,1703
201,100
202,363
203,42
204,2028
205,1694
206,1201
207,261
208,770
209,2332
210,1715
211,333
212,2030
213,2022
214,2122
215,382
216,373
217,54
218,2389
219,1295
220,2499
221,2361
222,16
223,1511
224,46
225,1498
226,431
227,524
228,2504
229,317
230,397
231,664
232,1356
233,2417
234,1280
235,487
236,814
237,1466
238,1440
239,1836
240,1390
241,1659
242,531
243,610
244,41
245,1959
246,378
247,2029
248,815
249,778
250,1
251,2312
252,2283
253,2365
254,2222
255,1459
256,1882
257,1468
258,1878
259,66
260,1827
261,1431
262,1121
263,1304
264,2367
265,2106
266,951
267,1872
268,1968
269,948
270,2315
271,2217
272,2291
273,411
274,573
275,2251
276,2479
277,895
278,529
279,2023
280,2507
281,959
282,184
283,1819
284,2033
285,1002
286,2348
287,1251
288,1737
289,1645
290,92
291,266
292,217
293,1315
294,2246
295,556
296,512
297,2448
298,1584
299,689
300,1402
301,1711
302,2114
303,314
304,2
305,1771
306,696
307,818
308,2076
309,1005
310,2034
311,896
312,20
313,1789
314,1501
315,1943
316,1997
317,283
318,673
319,1170
320,1572
321,663
322,154
323,2339
324,1414
325,444
326,766
327,1058
328,1308
329,1132
330,354
331,289
332,901
333,230
334,581
335,1570
336,1461
337,238
338,224
339,1539
340,1379
341,1873
342,2391
343,1590
344,1693
345,2452
346,1902
347,1510
348,1704
349,2063
350,1851
351,1057
352,526
353,903
354,1443
355,51
356,760
357,1935
358,1842
359,1143
360,270
361,2050
362,1485
363,2413
364,908
365,1093
366,1946
367,1219
368,594
369,2354
370,147
371,2465
372,1912
373,2509
374,1525
375,1626
376,1606
377,1604
378,2443
379,789
380,2066
381,1099
382,924
383,1809
384,253
385,792
386,1621
387,837
388,652
389,2254
390,2116
391,74
392,1081
393,2031
394,1658
395,1288
396,2005
397,2238
398,747
399,1272
400,2042
401,405
402,113
403,408
404,865
405,1225
406,1008
407,1437
408,1678
409,463
410,1236
411,1211
412,2487
413,626
414,1307
415,1105
416,1349
417,1168
418,183
419,1123
420,219
421,2464
422,1923
423,416
424,1682
425,1869
426,2130
427,1408
428,150
429,458
430,2016
431,1116
432,1565
433,187
434,873
435,940
436,466
437,796
438,939
439,87
440,953
441,1701
442,1035
443,1620
444,1632
445,938
446,1296
447,2135
448,553
449,1458
450,540
451,2506
452,1370
453,2002
454,773
455,60
456,651
457,2444
458,861
459,1762
460,1650
461,657
462,1200
463,2227
464,404
465,739
466,2480
467,2277
468,2402
469,2003
470,1646
471,330
472,351
473,636
474,403
475,1713
476,434
477,2093
478,1483
479,1290
480,1538
481,448
482,343
483,2307
484,2206
485,1837
486,2382
