,0
0,1897
1,2437
2,650
3,797
4,856
5,2490
6,234
7,1103
8,1630
9,2286
10,1736
11,2126
12,106
13,2016
14,1036
15,2452
16,1484
17,187
18,995
19,946
20,2350
21,2415
22,1770
23,1550
24,965
25,1886
26,561
27,2219
28,1759
29,881
30,28
31,236
32,499
33,2419
34,579
35,1365
36,796
37,1819
38,809
39,1299
40,1364
41,859
42,1914
43,1245
44,1372
45,722
46,2206
47,147
48,1030
49,318
50,2318
51,2503
52,1153
53,831
54,1305
55,1086
56,1785
57,1077
58,1330
59,2050
60,1218
61,1370
62,1266
63,1814
64,1332
65,304
66,1601
67,826
68,2328
69,1023
70,583
71,1381
72,1761
73,1662
74,820
75,2460
76,861
77,2062
78,1558
79,947
80,2381
81,2225
82,882
83,1254
84,1387
85,1545
86,2345
87,717
88,2191
89,1989
90,1537
91,351
92,1618
93,546
94,2330
95,1220
96,307
97,1029
98,2386
99,227
100,2349
101,1828
102,426
103,476
104,2155
105,2294
106,2226
107,1932
108,47
109,1479
110,1646
111,843
112,1849
113,19
114,1596
115,2115
116,1422
117,1388
118,398
119,578
120,1516
121,1783
122,586
123,1437
124,2208
125,2032
126,55
127,1066
128,1592
129,1990
130,1654
131,2207
132,183
133,960
134,1874
135,1571
136,1774
137,665
138,308
139,944
140,413
141,1962
142,2241
143,953
144,1446
145,2178
146,1303
147,247
148,1869
149,1275
150,892
151,1940
152,2454
153,1019
154,2228
155,176
156,999
157,1530
158,1695
159,2109
160,2148
161,1447
162,2336
163,616
164,373
165,151
166,562
167,761
168,1609
169,1433
170,1585
171,997
172,2019
173,1763
174,690
175,1044
176,1656
177,687
178,1438
179,715
180,1108
181,2424
182,1461
183,1276
184,663
185,23
186,1174
187,508
188,1337
189,1010
190,2269
191,743
192,1131
193,13
194,834
195,1777
196,1062
197,1959
198,1844
199,231
200,2305
201,1229
202,196
203,1927
204,2361
205,149
206,698
207,592
208,1590
209,1502
210,1081
211,1065
212,2373
213,624
214,2324
215,1012
216,827
217,521
218,983
219,2238
220,1997
221,1587
222,623
223,2111
224,769
225,336
226,1859
227,1169
228,1577
229,1637
230,1556
231,2151
232,1293
233,458
234,1969
235,496
236,62
237,2463
238,1391
239,1694
