,Wind
0,17.0
1,15.0
2,21.0
3,13.0
4,14.0
5,18.0
6,14.0
7,10.0
8,10.0
9,16.0
10,15.0
11,12.0
12,24.0
13,12.0
14,24.0
15,18.0
16,16.0
17,11.0
18,19.0
19,29.0
20,12.0
21,27.0
22,19.0
23,10.0
24,14.0
25,25.0
26,9.0
27,16.0
28,19.0
29,20.0
30,18.0
31,15.0
32,10.0
33,9.0
34,11.0
35,19.0
36,22.0
37,16.0
38,16.0
39,11.0
40,27.0
41,21.0
42,16.0
43,12.0
44,17.0
45,15.0
46,33.0
47,24.0
48,18.0
49,12.0
50,14.0
51,18.0
52,22.0
53,19.0
54,17.0
55,20.0
56,14.0
57,22.0
58,29.0
59,16.0
60,21.0
61,24.0
62,11.0
63,24.0
64,21.0
65,18.0
66,16.0
67,15.0
68,22.0
69,24.0
70,18.0
71,15.0
72,24.0
73,14.0
74,11.0
75,8.0
76,14.0
77,13.0
78,13.0
79,22.0
80,17.0
81,18.0
82,21.0
83,15.0
84,20.0
85,16.0
86,23.0
87,7.0
88,21.0
89,12.0
90,15.0
91,18.0
92,24.0
93,13.0
94,18.0
95,9.0
96,12.0
97,24.0
98,16.0
99,17.0
100,14.0
101,18.0
102,14.0
103,13.0
104,11.0
105,20.0
106,11.0
107,19.0
108,13.0
109,11.0
110,11.0
111,13.0
112,11.0
113,12.0
114,13.0
115,12.0
116,21.0
117,19.0
118,9.0
119,24.0
120,15.0
121,9.0
122,15.0
123,22.0
124,11.0
125,14.0
126,22.0
127,19.0
128,18.0
129,9.0
130,12.0
131,17.0
132,23.0
133,12.0
134,13.0
135,24.0
136,20.0
137,16.0
138,26.0
139,16.0
140,18.0
141,19.0
142,9.0
143,11.0
144,7.0
145,11.0
146,10.0
147,22.0
148,10.0
149,15.0
150,14.0
151,18.0
152,13.0
153,12.0
154,13.0
155,8.0
156,12.0
157,16.0
158,16.0
159,11.0
160,12.0
161,10.0
162,12.0
163,21.0
164,9.0
165,14.0
166,21.0
167,10.0
168,14.0
169,18.0
170,25.0
171,12.0
172,11.0
173,15.0
174,12.0
175,9.0
176,16.0
177,14.0
178,19.0
179,17.0
180,10.0
181,13.0
182,12.0
183,17.0
184,6.0
185,26.0
186,11.0
187,16.0
188,24.0
189,22.0
190,33.0
191,10.0
192,27.0
193,14.0
194,22.0
195,14.0
196,17.0
197,19.0
198,14.0
199,26.0
200,11.0
201,19.0
202,16.0
203,10.0
204,9.0
205,11.0
206,9.0
207,23.0
208,14.0
209,22.0
210,25.0
211,8.0
212,17.0
213,18.0
214,32.0
215,24.0
216,21.0
217,9.0
218,19.0
219,8.0
220,23.0
221,15.0
222,23.0
223,21.0
224,13.0
225,18.0
226,12.0
227,21.0
228,31.0
229,14.0
230,10.0
231,14.0
232,20.0
233,17.0
234,11.0
235,8.0
236,34.0
237,10.0
238,16.0
239,15.0
240,9.0
241,8.0
242,12.0
243,14.0
244,21.0
245,26.0
246,10.0
247,26.0
248,20.0
249,15.0
250,10.0
251,13.0
252,11.0
253,26.0
254,8.0
255,29.0
256,20.0
257,21.0
258,14.0
259,14.0
260,24.0
261,10.0
262,13.0
263,14.0
264,20.0
265,23.0
266,11.0
267,19.0
268,10.0
269,16.0
270,14.0
271,24.0
272,16.0
273,12.0
274,20.0
275,20.0
276,10.0
277,15.0
278,16.0
279,35.0
280,20.0
281,22.0
282,13.0
283,23.0
284,15.0
285,18.0
286,16.0
287,23.0
288,12.0
289,15.0
290,10.0
291,21.0
292,24.0
293,17.0
294,29.0
295,21.0
296,8.0
297,17.0
298,12.0
299,24.0
300,8.0
301,29.0
302,16.0
303,20.0
304,19.0
305,13.0
306,15.0
307,19.0
308,18.0
309,13.0
310,13.0
311,10.0
312,14.0
313,16.0
314,14.0
315,14.0
316,23.0
317,11.0
318,16.0
319,19.0
320,26.0
321,20.0
322,8.0
323,27.0
324,24.0
325,14.0
326,25.0
327,6.0
328,23.0
329,21.0
330,18.0
331,11.0
332,13.0
333,13.0
334,19.0
335,10.0
336,8.0
337,24.0
338,26.0
339,14.0
340,20.0
341,12.0
342,10.0
343,12.0
344,13.0
345,20.0
346,17.0
347,13.0
348,25.0
349,14.0
350,18.0
351,18.0
352,8.0
353,17.0
354,12.0
355,15.0
356,10.0
357,19.0
358,16.0
359,12.0
360,15.0
361,24.0
362,18.0
363,25.0
364,15.0
365,11.0
366,10.0
367,15.0
368,18.0
369,11.0
370,19.0
371,11.0
372,16.0
373,21.0
374,16.0
375,14.0
376,16.0
377,15.0
378,26.0
379,14.0
380,8.0
381,26.0
382,12.0
383,19.0
384,13.0
385,9.0
386,22.0
387,26.0
388,17.0
389,18.0
390,11.0
391,23.0
392,20.0
393,18.0
394,15.0
395,10.0
396,15.0
397,9.0
398,25.0
399,16.0
400,11.0
401,20.0
402,17.0
403,23.0
404,14.0
405,20.0
406,16.0
407,7.0
408,10.0
409,11.0
410,10.0
411,10.0
412,20.0
413,18.0
414,15.0
415,26.0
416,28.0
417,10.0
418,15.0
419,10.0
420,9.0
421,15.0
422,29.0
423,19.0
424,14.0
425,13.0
426,17.0
427,16.0
428,20.0
429,21.0
430,13.0
431,16.0
432,11.0
433,16.0
434,12.0
435,13.0
436,17.0
437,15.0
438,17.0
439,19.0
440,11.0
441,14.0
442,18.0
443,29.0
444,20.0
445,8.0
446,17.0
447,12.0
448,24.0
449,8.0
450,15.0
451,27.0
452,22.0
453,10.0
454,13.0
455,19.0
456,20.0
457,14.0
458,11.0
459,13.0
460,16.0
461,13.0
462,22.0
463,12.0
464,10.0
465,19.0
466,13.0
467,14.0
468,17.0
469,12.0
470,14.0
471,17.0
472,17.0
473,15.0
474,18.0
475,19.0
476,24.0
477,26.0
478,23.0
479,11.0
480,18.0
481,25.0
482,30.0
483,12.0
484,13.0
485,25.0
486,19.0
487,14.0
488,13.0
489,20.0
490,15.0
491,10.0
492,18.0
493,13.0
494,11.0
495,15.0
496,13.0
497,10.0
498,17.0
499,25.0
500,13.0
501,32.0
502,16.0
503,18.0
504,11.0
505,26.0
506,15.0
507,42.0
508,12.0
509,12.0
510,10.0
511,15.0
512,10.0
513,14.0
514,19.0
515,11.0
516,12.0
517,9.0
518,26.0
519,12.0
520,27.0
521,11.0
522,17.0
523,17.0
524,18.0
525,16.0
526,20.0
527,16.0
528,17.0
529,16.0
530,11.0
531,16.0
532,20.0
533,27.0
534,16.0
535,20.0
536,18.0
537,22.0
538,15.0
539,8.0
540,12.0
541,14.0
542,7.0
543,22.0
544,25.0
545,16.0
546,19.0
547,21.0
548,7.0
549,12.0
550,16.0
551,31.0
552,10.0
553,31.0
554,16.0
555,18.0
556,18.0
557,17.0
558,35.0
559,17.0
560,13.0
561,24.0
562,18.0
563,18.0
564,16.0
565,8.0
566,10.0
567,15.0
568,17.0
569,14.0
570,18.0
571,15.0
572,16.0
573,13.0
574,12.0
575,21.0
576,8.0
577,8.0
578,11.0
579,14.0
580,10.0
581,9.0
582,0.0
583,17.0
584,14.0
585,14.0
586,13.0
587,8.0
588,14.0
589,13.0
590,12.0
591,19.0
592,13.0
593,12.0
594,12.0
595,18.0
596,16.0
597,15.0
598,19.0
599,14.0
600,14.0
601,18.0
602,23.0
603,9.0
604,18.0
605,17.0
606,11.0
607,17.0
608,9.0
609,13.0
610,14.0
611,20.0
612,17.0
613,21.0
614,13.0
615,12.0
616,12.0
617,17.0
618,18.0
619,12.0
620,10.0
621,24.0
622,17.0
623,9.0
624,15.0
625,10.0
626,20.0
627,26.0
628,14.0
629,15.0
630,15.0
631,24.0
632,10.0
633,9.0
634,9.0
635,23.0
636,17.0
637,12.0
638,23.0
639,17.0
640,9.0
641,15.0
642,17.0
643,20.0
644,15.0
645,13.0
646,11.0
647,15.0
648,22.0
649,18.0
650,12.0
651,13.0
652,23.0
653,17.0
654,14.0
655,30.0
656,13.0
657,17.0
658,19.0
659,8.0
660,15.0
661,13.0
662,25.0
663,11.0
664,11.0
665,9.0
666,20.0
667,18.0
668,16.0
669,16.0
670,12.0
671,12.0
672,13.0
673,20.0
674,18.0
675,16.0
676,11.0
677,12.0
678,23.0
679,21.0
680,15.0
681,13.0
682,18.0
683,19.0
684,15.0
685,12.0
686,13.0
687,12.0
688,14.0
689,22.0
690,10.0
691,19.0
692,10.0
693,17.0
694,15.0
695,11.0
696,15.0
697,14.0
698,11.0
699,21.0
700,17.0
701,15.0
702,14.0
703,15.0
704,26.0
705,11.0
706,18.0
707,17.0
708,12.0
709,19.0
710,14.0
711,13.0
712,17.0
713,18.0
714,17.0
715,22.0
716,19.0
717,20.0
718,17.0
719,15.0
720,14.0
721,19.0
722,12.0
723,8.0
724,18.0
725,14.0
726,9.0
727,11.0
728,8.0
729,15.0
730,27.0
731,12.0
732,17.0
733,18.0
734,19.0
735,14.0
736,21.0
737,15.0
738,13.0
739,11.0
740,34.9892
741,13.0
742,9.0
743,19.0
744,27.0
745,23.0
746,11.0
747,20.0
748,18.0
749,17.0
750,10.0
751,16.0
752,15.0
753,22.0
754,19.0
755,17.0
756,10.0
757,9.0
758,19.0
759,18.0
760,9.0
761,28.0
762,17.0
763,26.0
764,14.0
765,10.0
766,13.0
767,12.0
768,17.0
769,8.0
770,8.0
771,21.0
772,16.0
773,17.0
774,14.0
775,11.0
776,12.0
777,8.0
778,17.0
779,11.0
780,9.0
781,15.0
782,29.0
783,14.0
784,17.0
785,14.0
786,30.0
787,15.0
788,13.0
789,17.0
790,20.0
791,25.0
792,12.0
793,12.0
794,9.0
795,16.0
796,8.0
797,9.0
798,18.0
799,11.0
800,16.0
801,13.0
802,18.0
803,15.0
804,14.0
805,22.0
806,14.0
807,8.0
808,11.0
809,20.0
810,17.0
811,12.0
812,16.0
813,14.0
814,20.0
815,13.0
816,15.0
817,12.0
818,7.0
819,19.0
820,27.0
821,9.0
822,17.0
823,16.0
824,7.0
825,21.0
826,13.0
827,12.0
828,11.0
829,20.0
830,14.0
831,18.0
832,15.0
833,16.0
834,11.0
835,9.0
836,11.0
837,10.0
838,18.0
839,17.0
840,15.0
841,24.0
842,18.0
843,17.0
844,17.0
845,15.0
846,20.0
847,19.0
848,15.0
849,16.0
850,23.0
851,17.0
852,14.0
853,15.0
854,19.0
855,19.0
856,18.0
857,10.0
858,21.0
859,21.0
860,19.0
861,11.0
862,34.0
863,14.0
864,11.0
865,16.0
866,16.0
867,22.0
868,18.0
869,9.0
870,16.0
871,26.0
872,14.0
873,16.0
874,13.0
875,20.0
876,15.0
877,17.0
878,15.0
879,14.0
880,15.0
881,12.0
882,13.0
883,7.0
884,9.0
885,8.0
886,14.0
887,28.0
888,9.0
889,12.0
890,12.0
891,16.0
892,16.0
893,11.0
894,16.0
895,27.0
896,17.0
897,12.0
898,11.0
899,9.0
900,35.0
901,9.0
902,22.0
903,11.0
904,12.0
905,11.0
906,21.0
907,15.0
908,10.0
909,13.0
910,18.0
911,25.0
912,12.0
913,21.0
914,17.0
915,21.0
916,9.0
917,8.0
918,17.0
919,14.0
920,10.0
921,15.0
922,15.0
923,22.0
924,17.0
925,11.0
926,23.0
927,23.0
928,22.0
929,16.0
930,9.0
931,30.0
932,9.0
933,17.0
934,15.0
935,15.0
936,14.0
937,18.0
938,8.0
939,13.0
940,14.0
941,12.0
942,14.0
943,25.0
944,11.0
945,7.0
946,24.0
947,19.0
948,17.0
949,14.0
950,23.0
951,20.0
952,11.0
953,13.0
954,15.0
955,18.0
956,15.0
957,7.0
958,17.0
959,10.0
960,11.0
961,16.0
962,18.0
963,21.0
964,8.0
965,11.0
966,18.0
967,21.0
968,11.0
969,8.0
970,7.0
971,19.0
972,7.0
973,33.0
974,7.0
975,13.0
976,10.0
977,18.0
978,8.0
979,13.0
980,8.0
981,13.0
982,14.0
983,14.0
984,17.0
985,11.0
986,12.0
987,12.0
988,9.0
989,18.0
990,12.0
991,8.0
992,10.0
993,21.0
994,17.0
995,21.0
996,14.0
997,15.0
998,18.0
999,29.0
1000,12.0
1001,21.0
1002,16.0
1003,25.0
1004,11.0
1005,14.0
1006,11.0
1007,17.0
1008,10.0
1009,17.0
1010,10.0
1011,8.0
1012,9.0
1013,15.0
1014,11.0
1015,18.0
1016,11.0
1017,17.0
1018,22.0
1019,16.0
1020,11.0
1021,16.0
1022,11.0
1023,23.0
1024,18.0
1025,21.0
1026,19.0
1027,23.0
1028,19.0
1029,7.0
1030,12.0
1031,11.0
1032,28.0
1033,13.0
1034,11.0
1035,8.0
1036,10.0
1037,15.0
1038,15.0
1039,18.0
1040,13.0
1041,21.0
1042,13.0
1043,19.0
1044,10.0
1045,14.0
1046,13.0
1047,9.0
1048,13.0
1049,12.0
1050,25.0
1051,15.0
1052,13.0
1053,13.0
1054,17.0
1055,26.0
1056,8.0
1057,23.0
1058,20.0
1059,13.0
1060,15.0
1061,11.0
1062,9.0
1063,19.0
1064,11.0
1065,18.0
1066,19.0
1067,14.0
1068,25.0
1069,15.0
1070,10.0
1071,12.0
1072,21.0
1073,14.0
1074,8.0
1075,14.0
1076,13.0
1077,21.0
1078,14.0
1079,15.0
1080,23.0
1081,27.0
1082,16.0
1083,16.0
1084,16.0
1085,19.0
1086,15.0
1087,22.0
1088,13.0
1089,14.0
1090,15.0
1091,20.0
1092,19.0
1093,11.0
1094,14.0
1095,17.0
1096,14.0
1097,6.0
1098,21.0
1099,10.0
1100,17.0
1101,23.0
1102,17.0
1103,14.0
1104,15.0
1105,14.0
1106,13.0
1107,0.0
1108,19.0
1109,10.0
1110,13.0
1111,14.0
1112,27.0
1113,16.0
1114,20.0
1115,21.0
1116,18.0
1117,10.0
1118,10.0
1119,17.0
1120,21.0
1121,7.0
1122,7.0
1123,18.0
1124,14.0
1125,15.0
1126,15.0
1127,11.0
1128,19.0
1129,19.0
1130,11.0
1131,12.0
1132,18.0
1133,14.0
1134,18.0
1135,18.0
1136,14.0
1137,14.0
1138,15.0
1139,24.0
1140,12.0
1141,20.0
1142,22.0
1143,13.0
1144,17.0
1145,14.0
1146,20.0
1147,15.0
1148,13.0
1149,9.0
1150,16.0
1151,20.0
1152,21.0
1153,19.0
1154,11.0
1155,17.0
1156,24.0
1157,12.0
1158,10.0
1159,19.0
1160,9.0
1161,21.0
1162,21.0
1163,19.0
1164,7.0
1165,12.0
1166,21.0
1167,12.0
1168,14.0
1169,13.0
1170,17.0
1171,17.0
1172,14.0
1173,30.0
1174,26.0
1175,19.0
1176,14.0
1177,8.0
1178,21.0
1179,16.0
1180,24.0
1181,12.0
1182,13.0
1183,13.0
1184,20.0
1185,9.0
1186,18.0
1187,12.0
1188,16.0
1189,17.0
1190,15.0
1191,24.0
1192,27.0
1193,0.0
1194,16.0
1195,13.0
1196,8.0
1197,7.0
1198,10.0
1199,36.0
1200,18.0
1201,14.0
1202,13.0
1203,19.0
1204,13.0
1205,23.0
1206,22.0
1207,13.0
1208,13.0
1209,15.0
1210,10.0
1211,15.0
1212,22.0
1213,15.0
1214,18.0
1215,14.0
1216,11.0
1217,17.0
1218,22.0
1219,23.0
1220,16.0
1221,10.0
1222,12.0
1223,16.0
1224,10.0
1225,9.0
1226,8.0
1227,17.0
1228,24.0
1229,11.0
1230,13.0
1231,14.0
1232,20.0
1233,16.0
1234,14.0
1235,14.0
1236,20.0
1237,10.0
1238,14.0
1239,10.0
1240,20.0
1241,25.0
1242,15.0
1243,24.0
1244,21.0
1245,18.0
1246,17.0
1247,21.0
1248,9.0
1249,11.0
1250,14.0
1251,12.0
1252,21.0
1253,20.0
1254,16.0
1255,15.0
1256,14.0
1257,16.0
1258,12.0
1259,15.0
1260,11.0
1261,20.0
1262,15.0
1263,14.0
1264,10.0
1265,10.0
1266,13.0
1267,14.0
1268,12.0
1269,27.0
1270,17.0
1271,25.0
1272,10.0
1273,9.0
1274,7.0
1275,10.0
1276,13.0
1277,15.0
1278,25.0
1279,27.0
1280,15.0
1281,15.0
1282,21.0
1283,9.0
1284,9.0
1285,12.0
1286,16.0
1287,28.0
1288,16.0
1289,16.0
1290,34.0
1291,26.0
1292,17.0
1293,22.0
1294,8.0
1295,22.0
1296,21.0
1297,9.0
1298,13.0
1299,17.0
1300,13.0
1301,9.0
1302,11.0
1303,27.0
1304,15.0
1305,19.0
1306,13.0
1307,7.0
1308,32.0
1309,10.0
1310,24.0
1311,18.0
1312,18.0
1313,14.0
1314,15.0
1315,9.0
1316,13.0
1317,18.0
1318,10.0
1319,11.0
1320,25.0
1321,12.0
1322,18.0
1323,15.0
1324,13.0
1325,28.0
1326,21.0
1327,22.0
1328,11.0
