,Wind
0,21.0
1,13.0
2,11.0
3,14.0
4,11.0
5,17.0
6,10.0
7,20.0
8,23.0
9,15.0
10,14.0
11,25.0
12,15.0
13,19.0
14,13.0
15,11.0
16,14.0
17,26.0
18,14.0
19,9.0
20,23.0
21,6.0
22,22.0
23,11.0
24,10.0
25,21.0
26,20.0
27,15.0
28,14.0
29,9.0
30,15.0
31,12.0
32,11.0
33,25.0
34,10.0
35,18.0
36,11.0
37,20.0
38,8.0
39,21.0
40,12.0
41,16.0
42,17.0
43,12.0
44,10.0
45,20.0
46,14.0
47,10.0
48,19.0
49,18.0
50,10.0
51,10.0
52,12.0
53,9.0
54,25.0
55,22.0
56,14.0
57,24.0
58,15.0
59,13.0
60,21.0
61,20.0
62,16.0
63,13.0
64,17.0
65,16.0
66,12.0
67,24.0
68,11.0
69,18.0
70,16.0
71,13.0
72,12.0
73,15.0
74,11.0
75,12.0
76,20.0
77,15.0
78,15.0
79,11.0
80,13.0
81,17.0
82,9.0
83,13.0
84,14.0
85,30.0
86,9.0
87,22.0
88,23.0
89,12.0
90,13.0
91,13.0
92,21.0
93,15.0
94,19.0
95,9.0
96,17.0
97,17.0
98,33.0
99,20.0
100,21.0
101,12.0
102,9.0
103,13.0
104,24.0
105,11.0
106,17.0
107,23.0
108,17.0
109,12.0
110,12.0
111,18.0
112,18.0
113,20.0
114,17.0
115,21.0
116,23.0
117,12.0
118,10.0
119,18.0
120,18.0
121,27.0
122,17.0
123,15.0
124,15.0
125,16.0
126,19.0
127,17.0
128,20.0
129,23.0
130,11.0
131,17.0
132,20.0
133,21.0
134,10.0
135,16.0
136,14.0
137,26.0
138,12.0
139,20.0
140,15.0
141,15.0
142,24.0
143,16.0
144,16.0
145,13.0
146,25.0
147,29.0
148,18.0
149,23.0
150,17.0
151,10.0
152,13.0
153,20.0
154,16.0
155,10.0
156,20.0
157,9.0
158,24.0
159,24.0
160,17.0
161,20.0
162,13.0
163,11.0
164,10.0
165,19.0
166,6.0
167,16.0
168,18.0
169,15.0
170,14.0
171,24.0
172,11.0
173,17.0
174,8.0
175,9.0
176,12.0
177,8.0
178,26.0
179,10.0
180,21.0
181,20.0
182,14.0
183,13.0
184,24.0
185,24.0
186,26.0
187,18.0
188,12.0
189,13.0
190,15.0
191,9.0
192,17.0
193,23.0
194,17.0
195,8.0
196,15.0
197,16.0
198,27.0
199,20.0
200,11.0
201,21.0
202,18.0
203,10.0
204,21.0
205,32.0
206,17.0
207,9.0
208,14.0
209,8.0
210,11.0
211,25.0
212,12.0
213,10.0
214,27.0
215,24.0
216,21.0
217,14.0
218,10.0
219,12.0
220,12.0
221,9.0
222,9.0
223,11.0
224,18.0
225,23.0
226,14.0
227,15.0
228,10.0
229,18.0
230,16.0
231,20.0
232,15.0
233,11.0
234,12.0
235,19.0
236,20.0
237,11.0
238,25.0
239,23.0
240,20.0
241,11.0
242,12.0
243,14.0
244,18.0
245,10.0
246,15.0
247,6.0
248,18.0
249,27.0
250,16.0
251,15.0
252,20.0
253,27.0
254,16.0
255,20.0
256,20.0
257,17.0
258,23.0
259,18.0
260,30.0
261,11.0
262,14.0
263,8.0
264,9.0
265,18.0
266,9.0
267,10.0
268,12.0
269,12.0
270,22.0
271,16.0
272,17.0
273,13.0
274,8.0
275,21.0
276,8.0
277,29.0
278,14.0
279,16.0
280,26.0
281,12.0
282,17.0
283,20.0
284,17.0
285,12.0
286,14.0
287,10.0
288,14.0
289,25.0
290,12.0
291,8.0
292,16.0
293,21.0
294,21.0
295,28.0
296,15.0
297,17.0
298,10.0
299,14.0
300,19.0
301,11.0
302,13.0
303,15.0
304,18.0
305,11.0
306,13.0
307,10.0
308,13.0
309,19.0
310,17.0
311,9.0
312,15.0
313,20.0
314,18.0
315,15.0
316,27.0
317,12.0
318,14.0
319,10.0
320,16.0
321,11.0
322,19.0
323,20.0
324,11.0
325,23.0
326,10.0
327,23.0
328,14.0
329,22.0
330,13.0
331,19.0
332,13.0
333,19.0
334,20.0
335,18.0
336,25.0
337,9.0
338,21.0
339,16.0
340,7.0
341,16.0
342,16.0
343,16.0
344,12.0
345,19.0
346,17.0
347,9.0
348,7.0
349,17.0
350,11.0
351,16.0
352,12.0
353,12.0
354,16.0
355,18.0
356,17.0
357,13.0
358,10.0
359,13.0
360,16.0
361,12.0
362,12.0
363,21.0
364,9.0
365,15.0
366,25.0
367,18.0
368,12.0
369,20.0
370,21.0
371,17.0
372,19.0
373,19.0
374,9.0
375,17.0
376,16.0
377,12.0
378,28.0
379,18.0
380,14.0
381,14.0
382,16.0
383,17.0
384,15.0
385,23.0
386,14.0
387,13.0
388,16.0
389,11.0
390,8.0
391,15.0
392,14.0
393,31.0
394,17.0
395,12.0
396,15.0
397,16.0
398,13.0
399,14.0
400,9.0
401,24.0
402,23.0
403,11.0
404,15.0
405,28.0
406,16.0
407,17.0
408,10.0
409,15.0
410,13.0
411,9.0
412,11.0
413,23.0
414,17.0
415,20.0
416,14.0
417,12.0
418,10.0
419,7.0
420,13.0
421,16.0
422,12.0
423,21.0
424,16.0
425,15.0
426,10.0
427,11.0
428,13.0
429,8.0
430,19.0
431,20.0
432,11.0
433,16.0
434,17.0
435,18.0
436,13.0
437,35.0
438,23.0
439,16.0
440,15.0
441,15.0
442,20.0
443,22.0
444,17.0
445,11.0
446,18.0
447,14.0
448,13.0
449,22.0
450,19.0
451,16.0
452,27.0
453,19.0
454,17.0
455,20.0
456,20.0
457,11.0
458,12.0
459,12.0
460,10.0
461,16.0
462,12.0
463,15.0
464,22.0
465,17.0
466,29.0
467,16.0
468,11.0
469,17.0
470,11.0
471,14.0
472,17.0
473,11.0
474,24.0
475,17.0
476,18.0
477,11.0
478,11.0
479,16.0
480,14.0
481,13.0
482,16.0
483,12.0
484,8.0
485,12.0
486,17.0
487,12.0
488,9.0
489,11.0
490,13.0
491,15.0
492,12.0
493,14.0
494,15.0
495,12.0
496,12.0
497,25.0
498,23.0
499,10.0
500,21.0
501,15.0
502,14.0
503,15.0
504,17.0
505,12.0
506,27.0
507,8.0
508,21.0
509,7.0
510,15.0
511,12.0
512,18.0
513,17.0
514,26.0
515,26.0
516,24.0
517,12.0
518,12.0
519,24.0
520,13.0
521,20.0
522,18.0
523,10.0
524,13.0
525,15.0
526,11.0
527,9.0
528,13.0
529,28.0
530,16.0
531,14.0
532,10.0
533,13.0
534,11.0
535,19.0
536,9.0
537,23.0
538,11.0
539,10.0
540,15.0
541,21.0
542,24.0
543,18.0
544,17.0
545,15.0
