,Wind
0,16.0
1,13.0
2,8.0
3,19.0
4,19.0
5,14.0
6,16.0
7,12.0
8,26.0
9,20.0
10,15.0
11,19.0
12,21.0
13,24.0
14,18.0
15,11.0
16,12.0
17,10.0
18,20.0
19,17.0
20,16.0
21,27.0
22,23.0
23,16.0
24,17.0
25,13.0
26,18.0
27,13.0
28,24.0
29,17.0
30,14.0
31,22.0
32,12.0
33,8.0
34,15.0
35,18.0
36,18.0
37,8.0
38,9.0
39,19.0
40,9.0
41,19.0
42,9.0
43,15.0
44,19.0
45,15.0
46,14.0
47,15.0
48,15.0
49,10.0
50,25.0
51,18.0
52,21.0
53,17.0
54,20.0
55,24.0
56,11.0
57,19.0
58,15.0
59,25.0
60,12.0
61,16.0
62,17.0
63,15.0
64,21.0
65,17.0
66,14.0
67,13.0
68,17.0
69,19.0
70,18.0
71,18.0
72,23.0
73,14.0
74,15.0
75,9.0
76,20.0
77,28.0
78,22.0
79,13.0
80,11.0
81,15.0
82,21.0
83,24.0
84,19.0
85,22.0
86,27.0
87,12.0
88,21.0
89,12.0
90,6.0
91,26.0
92,24.0
93,29.0
94,19.0
95,27.0
96,13.0
97,22.0
98,18.0
99,10.0
100,16.0
101,25.0
102,16.0
103,18.0
104,11.0
105,11.0
106,9.0
107,8.0
108,18.0
109,8.0
110,19.0
111,11.0
112,9.0
113,17.0
114,16.0
115,7.0
116,20.0
117,14.0
118,10.0
119,20.0
120,13.0
121,15.0
122,16.0
123,14.0
124,19.0
125,12.0
126,19.0
127,11.0
128,12.0
129,21.0
130,15.0
131,19.0
132,17.0
133,16.0
134,17.0
135,8.0
136,16.0
137,20.0
138,18.0
139,18.0
140,9.0
141,17.0
142,28.0
143,11.0
144,10.0
145,13.0
146,12.0
147,14.0
148,18.0
149,14.0
150,13.0
151,12.0
152,7.0
153,14.0
154,12.0
155,13.0
156,13.0
157,11.0
158,9.0
159,17.0
160,17.0
161,23.0
162,14.0
163,11.0
164,9.0
165,13.0
166,12.0
167,14.0
168,29.0
169,17.0
170,10.0
171,10.0
172,10.0
173,19.0
174,16.0
175,17.0
176,23.0
177,21.0
178,17.0
179,14.0
180,14.0
181,16.0
182,19.0
183,14.0
184,22.0
185,9.0
186,24.0
187,9.0
188,11.0
189,8.0
190,17.0
191,24.0
192,8.0
193,20.0
194,16.0
195,18.0
196,15.0
197,23.0
198,14.0
199,26.0
200,14.0
201,12.0
202,15.0
203,16.0
204,17.0
205,13.0
206,9.0
207,25.0
208,16.0
209,19.0
210,29.0
211,27.0
212,20.0
213,15.0
214,23.0
215,14.0
216,12.0
217,18.0
218,8.0
219,9.0
220,20.0
221,22.0
222,15.0
223,25.0
224,14.0
225,18.0
226,11.0
227,14.0
228,13.0
229,20.0
230,21.0
231,10.0
232,17.0
233,15.0
234,16.0
235,11.0
236,10.0
237,18.0
238,15.0
239,12.0
240,9.0
241,15.0
242,10.0
243,13.0
244,18.0
245,10.0
246,7.0
247,10.0
248,17.0
249,8.0
250,17.0
251,12.0
252,14.0
253,20.0
254,17.0
255,8.0
256,15.0
257,11.0
258,13.0
259,11.0
260,9.0
261,20.0
262,7.0
263,12.0
264,22.0
265,21.0
266,14.0
267,15.0
268,20.0
269,14.0
270,14.0
271,11.0
272,14.0
273,14.0
274,17.0
275,18.0
276,11.0
277,24.0
278,18.0
279,14.0
280,15.0
281,22.0
282,10.0
283,16.0
284,22.0
285,9.0
286,21.0
287,24.0
288,27.0
289,13.0
290,13.0
291,18.0
292,18.0
293,24.0
294,11.0
295,15.0
296,17.0
297,28.0
298,18.0
299,16.0
300,13.0
301,15.0
302,13.0
303,12.0
304,24.0
305,23.0
306,11.0
307,13.0
308,15.0
309,16.0
310,16.0
311,24.0
312,21.0
313,28.0
314,19.0
315,17.0
316,15.0
317,9.0
318,11.0
319,9.0
320,17.0
321,19.0
322,17.0
323,16.0
324,12.0
325,12.0
326,11.0
327,8.0
328,12.0
329,13.0
330,10.0
331,17.0
332,11.0
333,17.0
334,15.0
335,12.0
336,10.0
337,14.0
338,11.0
339,17.0
340,12.0
341,14.0
342,7.0
343,12.0
344,9.0
345,10.0
346,11.0
347,13.0
348,17.0
349,17.0
350,22.0
351,20.0
352,11.0
353,12.0
354,10.0
355,25.0
356,9.0
357,22.0
358,22.0
359,16.0
360,23.0
361,14.0
362,14.0
363,14.0
364,10.0
365,19.0
366,15.0
367,8.0
368,18.0
369,10.0
370,33.0
371,18.0
372,35.0
373,14.0
374,17.0
375,13.0
376,14.0
377,9.0
378,13.0
379,24.0
380,15.0
381,24.0
382,14.0
383,11.0
384,16.0
385,13.0
386,12.0
387,27.0
388,19.0
389,23.0
390,14.0
391,22.0
392,7.0
393,18.0
394,25.0
395,9.0
396,13.0
397,14.0
398,19.0
399,18.0
400,19.0
401,31.0
402,15.0
403,20.0
404,20.0
405,17.0
406,11.0
407,10.0
408,21.0
409,27.0
410,19.0
411,11.0
412,12.0
413,20.0
414,19.0
415,19.0
416,12.0
417,9.0
418,15.0
419,22.0
420,32.0
421,17.0
422,20.0
423,12.0
424,27.0
425,19.0
426,10.0
427,7.0
428,17.0
429,12.0
430,14.0
431,21.0
432,10.0
433,20.0
434,21.0
435,18.0
436,24.0
437,18.0
438,10.0
439,11.0
440,25.0
441,19.0
442,19.0
443,14.0
444,26.0
445,11.0
446,17.0
447,20.0
448,16.0
449,12.0
450,14.0
451,16.0
452,12.0
453,17.0
454,21.0
455,14.0
456,16.0
457,16.0
458,20.0
459,16.0
460,17.0
461,22.0
462,31.0
463,17.0
464,10.0
465,12.0
466,22.0
467,9.0
468,10.0
469,18.0
470,24.0
471,9.0
472,8.0
473,18.0
474,15.0
475,16.0
476,11.0
477,12.0
478,12.0
479,14.0
480,10.0
481,25.0
482,12.0
483,12.0
484,12.0
485,29.0
486,8.0
487,17.0
488,18.0
489,17.0
490,13.0
491,19.0
492,8.0
493,20.0
494,16.0
495,23.0
496,23.0
497,24.0
498,9.0
499,21.0
500,20.0
501,15.0
502,15.0
503,22.0
504,15.0
505,26.0
506,10.0
507,17.0
508,10.0
509,9.0
510,15.0
511,6.0
512,8.0
513,18.0
514,14.0
515,12.0
516,9.0
517,26.0
518,16.0
519,20.0
520,11.0
521,12.0
522,15.0
523,30.0
524,31.0
525,21.0
526,18.0
527,10.0
528,24.0
529,6.0
530,22.0
531,23.0
532,16.0
533,14.0
534,13.0
535,9.0
536,14.0
537,20.0
538,16.0
539,12.0
540,9.0
541,13.0
542,10.0
543,18.0
544,21.0
545,14.0
546,16.0
547,25.0
