,Wind
0,21.0
1,16.0
2,23.0
3,14.0
4,20.0
5,18.0
6,17.0
7,17.0
8,13.0
9,21.0
10,7.0
11,7.0
12,17.0
13,11.0
14,16.0
15,16.0
16,16.0
17,35.0
18,13.0
19,14.0
20,24.0
21,19.0
22,13.0
23,15.0
24,12.0
25,10.0
26,22.0
27,18.0
28,10.0
29,11.0
30,14.0
31,11.0
32,9.0
33,13.0
34,12.0
35,16.0
36,21.0
37,15.0
38,14.0
39,8.0
40,17.0
41,20.0
42,17.0
43,19.0
44,24.0
45,11.0
46,21.0
47,19.0
48,24.0
49,23.0
50,11.0
51,17.0
52,16.0
53,14.0
54,11.0
55,13.0
56,8.0
57,24.0
58,10.0
59,11.0
60,17.0
61,14.0
62,10.0
63,22.0
64,8.0
65,26.0
66,18.0
67,11.0
68,21.0
69,12.0
70,10.0
71,27.0
72,14.0
73,10.0
74,9.0
75,22.0
76,8.0
77,12.0
78,32.0
79,9.0
80,14.0
81,10.0
82,18.0
83,15.0
84,9.0
85,30.0
86,10.0
87,31.0
88,14.0
89,16.0
90,12.0
91,15.0
92,18.0
93,17.0
94,11.0
95,14.0
96,9.0
97,21.0
98,13.0
99,21.0
100,36.0
101,10.0
102,15.0
103,20.0
104,12.0
105,15.0
106,22.0
107,14.0
108,11.0
109,19.0
110,13.0
111,18.0
112,16.0
113,20.0
114,22.0
115,11.0
116,9.0
117,27.0
118,37.0
119,19.0
120,16.0
121,12.0
122,12.0
123,9.0
124,14.0
125,12.0
126,11.0
127,20.0
128,22.0
129,9.0
130,18.0
131,17.0
132,13.0
133,10.0
134,8.0
135,20.0
136,15.0
137,25.0
138,23.0
139,20.0
140,19.0
141,20.0
142,11.0
143,20.0
144,9.0
145,10.0
146,18.0
147,30.0
148,14.0
149,21.0
150,12.0
151,23.0
152,12.0
153,20.0
154,34.0
155,15.0
156,20.0
157,12.0
158,26.0
159,13.0
160,20.0
161,19.0
162,9.0
163,20.0
164,17.0
165,8.0
166,11.0
167,17.0
168,9.0
169,21.0
170,19.0
171,10.0
172,13.0
173,12.0
174,29.0
175,23.0
176,26.0
177,14.0
178,15.0
179,24.0
180,20.0
181,12.0
182,14.0
183,15.0
184,21.0
185,15.0
186,23.0
187,18.0
188,17.0
189,13.0
190,12.0
191,14.0
192,15.0
193,10.0
194,12.0
195,28.0
196,11.0
197,16.0
198,19.0
199,15.0
200,11.0
201,16.0
202,19.0
203,20.0
204,22.0
205,15.0
206,17.0
207,22.0
208,18.0
209,11.0
210,12.0
211,22.0
212,13.0
213,19.0
214,26.0
215,12.0
216,8.0
217,12.0
218,14.0
219,16.0
220,10.0
221,31.0
222,15.0
223,18.0
224,12.0
225,15.0
226,22.0
227,21.0
228,16.0
229,17.0
230,18.0
231,25.0
232,18.0
233,15.0
234,22.0
235,8.0
236,16.0
237,11.0
238,16.0
239,19.0
240,24.0
241,13.0
242,27.0
243,18.0
244,14.0
245,12.0
246,19.0
247,20.0
248,18.0
249,10.0
250,13.0
251,7.0
252,21.0
253,17.0
254,20.0
255,24.0
256,12.0
257,16.0
258,15.0
259,22.0
260,15.0
261,25.0
262,16.0
263,9.0
264,8.0
265,24.0
266,11.0
267,21.0
268,14.0
269,14.0
270,12.0
271,15.0
272,17.0
273,13.0
274,9.0
275,11.0
276,14.0
277,24.0
278,12.0
279,14.0
280,13.0
281,6.0
282,14.0
283,24.0
284,14.0
285,10.0
286,16.0
287,15.0
288,9.0
289,28.0
290,13.0
291,18.0
292,6.0
293,11.0
294,7.0
295,26.0
296,27.0
297,25.0
298,22.0
299,14.0
300,12.0
301,17.0
302,13.0
303,13.0
304,14.0
305,17.0
306,9.0
307,19.0
308,18.0
309,22.0
310,17.0
311,15.0
312,16.0
313,9.0
314,14.0
315,17.0
316,20.0
317,16.0
318,15.0
319,18.0
320,10.0
321,15.0
322,17.0
323,10.0
324,15.0
325,22.0
326,14.0
327,20.0
328,15.0
329,7.0
330,11.0
331,12.0
332,25.0
333,23.0
334,11.0
335,11.0
336,20.0
337,21.0
338,16.0
339,10.0
340,12.0
341,18.0
342,24.0
343,16.0
344,15.0
345,22.0
