,0
0,490
1,2240
2,195
3,1733
4,2116
5,2021
6,1663
7,1066
8,2429
9,966
10,413
11,1895
12,1854
13,1997
14,1424
15,1764
16,2238
17,1219
18,665
19,1647
20,1029
21,478
22,1235
23,1632
24,1624
25,1319
26,506
27,1476
28,1680
29,1225
30,2270
31,1812
32,1900
33,296
34,1326
35,633
36,742
37,1165
38,133
39,1432
40,1253
41,2023
42,1398
43,893
44,843
45,216
46,1743
47,1848
48,934
49,47
50,1279
51,99
52,1067
53,1627
54,88
55,190
56,125
57,1492
58,1974
59,2313
60,1296
61,114
62,414
63,2389
64,357
65,841
66,1888
67,945
68,2381
69,946
70,985
71,2107
72,1735
73,240
74,2278
75,1592
76,1480
77,687
78,1211
79,223
80,773
81,493
82,2080
83,1022
84,1050
85,1246
86,784
87,66
88,710
89,718
90,1080
91,774
92,1913
93,1139
94,2175
95,2119
96,504
97,1117
98,683
99,2348
100,1714
101,625
102,2194
103,913
104,1846
105,364
106,58
107,579
108,2456
109,2498
110,1640
111,2403
112,1902
113,315
114,1092
115,1613
116,518
117,1792
118,1337
119,337
120,534
121,1446
122,383
123,1051
124,1381
125,448
126,891
127,1013
128,2491
129,206
130,2184
131,1611
132,1012
133,1707
134,963
135,857
136,1423
137,1599
138,721
139,467
140,1514
141,2511
142,410
143,1493
144,1954
145,1369
146,62
147,2332
148,142
149,174
150,879
151,1646
152,1716
153,1800
154,192
155,23
156,1070
157,2244
158,2310
159,1673
160,1672
161,1740
162,1789
163,1981
164,1284
165,1318
166,2331
167,1045
168,1120
169,248
170,2315
171,1149
172,808
173,1559
174,2025
175,912
176,1898
177,301
178,1919
179,1231
180,2160
181,293
182,199
183,1662
184,2495
185,1551
186,2093
187,1979
188,1995
189,1099
190,1299
191,2154
192,1577
193,2050
194,1783
195,932
196,1494
197,1005
198,615
199,188
200,2492
201,1930
202,1347
203,1152
204,2048
205,261
206,2148
207,1444
208,1041
209,238
210,2210
211,2401
212,2113
213,1945
214,1999
215,160
216,1309
217,700
218,491
219,497
220,1458
221,2475
222,1478
223,496
224,2265
225,521
226,1372
227,1993
228,1870
229,1109
230,568
231,397
232,1048
233,1102
234,1745
235,1206
236,53
237,2118
238,1937
239,299
240,1047
241,1384
242,1456
243,1755
244,2282
245,1126
246,852
247,1147
248,1827
249,189
250,1821
251,2480
252,28
253,267
254,2180
255,785
256,1917
257,124
258,739
259,927
260,1091
261,1354
262,1762
263,2153
264,1738
265,102
266,920
267,965
268,1470
269,1787
270,1953
271,714
272,2405
273,302
274,907
275,137
276,2049
277,2169
278,882
279,1916
280,953
281,350
282,169
283,112
284,2286
285,1889
286,404
287,455
288,1338
289,660
290,2144
291,1129
292,1216
293,250
294,1529
295,1182
296,2158
297,1312
298,1998
299,1728
300,412
301,52
302,580
303,1386
304,850
305,2390
306,1448
307,1576
308,1298
309,903
310,1972
311,2250
312,335
313,1115
314,1923
315,1823
316,1269
317,2490
318,1574
319,1731
320,1872
321,771
322,698
323,832
324,1
325,214
326,1044
327,1410
328,799
329,1878
330,1089
331,722
332,1879
333,1563
334,2151
335,1405
336,324
337,524
338,1148
339,606
340,2340
341,2208
342,1960
343,46
344,813
345,1772
346,2363
347,1606
348,745
349,588
350,1871
351,1882
352,332
353,691
354,2051
355,2287
356,752
357,689
358,821
359,1555
360,1429
361,2461
362,2320
363,557
364,2387
365,2439
366,1943
367,682
368,676
369,1034
370,1571
371,395
372,1524
373,2255
374,1104
375,294
376,1272
377,1320
378,2170
379,306
380,1726
381,135
382,697
383,679
384,940
385,1708
386,1962
387,262
388,688
389,1642
390,1196
391,2097
392,1834
393,741
394,406
395,2499
396,1143
397,60
398,2237
399,685
400,1652
401,432
402,441
403,2217
404,2433
405,1441
406,178
407,1084
408,276
409,91
410,941
411,1933
412,220
413,1208
414,2047
415,565
416,1055
417,817
418,2300
419,1920
420,1180
421,770
422,408
423,2236
424,2486
425,531
426,1908
427,949
428,1538
429,134
430,1008
431,795
432,1591
433,2347
434,566
435,213
436,2163
437,2022
438,1961
439,1361
440,2406
441,1201
442,1226
443,2392
444,908
445,999
446,1327
447,1192
448,839
449,2325
450,1460
451,2
452,2357
453,1240
454,1831
455,1654
456,869
457,549
458,285
459,1009
460,473
461,230
462,1666
463,1164
464,200
465,939
466,2164
467,2292
468,2328
469,2205
470,1760
471,1374
472,898
473,1774
474,2200
475,1619
476,253
477,1245
478,2397
479,1801
480,2112
481,1500
482,737
483,1278
484,638
485,1276
486,958
487,1817
488,995
489,533
490,194
491,701
492,1966
493,659
494,1145
495,1163
496,39
497,1243
498,2489
499,661
500,1631
501,1936
502,1567
503,2352
504,2508
505,443
506,1588
507,2364
508,598
509,1371
510,1342
511,105
512,942
513,268
514,74
515,2262
516,468
517,1984
518,696
519,2177
520,1195
521,1124
522,2273
523,1949
524,729
525,653
526,1978
527,328
528,10
529,1815
530,1852
531,1088
532,2329
533,12
534,2275
535,1910
536,584
537,304
538,132
539,421
540,1191
541,1842
542,450
543,1179
544,1234
545,526
546,1472
547,964
548,377
549,40
550,215
551,1030
552,1418
553,320
554,851
555,812
556,751
557,507
558,880
559,1670
560,375
561,480
562,573
563,2463
564,894
565,152
566,1630
567,1167
568,842
569,1186
570,576
571,666
572,374
573,2229
574,766
575,1861
576,2276
577,765
578,1348
579,201
580,185
581,2264
582,825
583,1042
584,2493
585,680
586,558
587,978
588,859
589,1331
590,2479
591,1843
592,1616
593,1203
594,1796
595,37
596,1747
597,323
598,1906
599,2056
600,1561
601,2404
602,1063
603,717
604,570
605,1090
606,1457
607,2110
608,886
609,1111
610,512
611,2356
612,1927
613,43
614,2000
615,164
616,2016
617,292
618,2246
619,1323
620,1671
621,555
622,2316
623,338
624,621
625,1510
626,1324
627,84
628,303
629,2234
630,1722
631,141
632,501
633,1818
634,1459
635,1778
636,1896
637,1217
638,961
639,1223
640,2157
641,2377
642,828
643,937
644,2094
645,2159
646,224
647,1241
648,172
649,690
650,197
651,2209
652,684
653,1956
654,2296
655,2462
656,126
657,2102
658,1869
659,1770
660,1205
661,2179
662,1635
663,1334
664,290
665,887
666,1782
667,1247
668,1832
669,239
670,1159
671,1523
672,822
673,1105
674,1794
675,847
676,2464
677,1016
678,362
679,41
680,1669
681,819
682,2473
683,1024
684,2040
685,2373
686,70
687,1566
688,283
689,906
690,1183
691,2502
692,1317
693,1169
694,1847
695,1623
696,1074
697,1449
698,990
699,917
700,2330
701,2469
702,1060
703,245
704,865
705,463
706,2496
707,1508
708,411
709,1622
710,877
711,1604
712,794
713,885
714,2196
715,465
716,400
717,1501
718,479
719,2085
720,439
721,2471
722,2253
723,760
724,1573
725,663
726,56
727,1875
728,1517
729,648
730,1665
731,83
732,2353
733,1189
734,1612
735,1336
736,1416
737,1643
738,607
739,1681
740,643
741,1355
742,864
743,2211
744,13
745,1677
746,1103
747,618
748,823
749,550
750,1233
751,1874
752,1483
753,372
754,2089
755,2345
756,2443
757,148
758,2311
759,130
760,1645
761,1413
762,1941
763,1087
764,351
765,2206
766,868
767,266
768,1307
769,2053
770,1544
771,1443
772,1335
773,511
774,1346
775,931
776,947
777,1549
778,1758
779,2436
780,2037
781,1363
782,2291
783,460
784,2424
785,1096
786,1554
787,2260
788,138
789,94
790,1572
791,2295
792,1525
793,1546
794,6
795,513
796,2147
797,2012
798,674
799,1877
800,1809
801,1283
802,1901
803,2422
804,2045
805,79
806,2368
807,1528
808,2011
809,610
810,2079
811,1282
812,1926
813,379
814,2460
815,604
816,1168
817,2284
818,1975
819,260
820,1110
821,2216
822,1909
823,1068
824,312
825,115
826,1515
827,1839
828,2306
829,1793
830,2061
831,297
832,2036
833,2410
834,602
835,1987
836,503
837,2228
838,1173
839,1691
840,1190
841,1904
842,1187
843,57
844,753
845,1693
846,2372
847,1140
848,489
849,627
850,1850
851,427
852,1575
853,90
854,2297
855,1108
856,1174
857,339
858,2457
859,1039
860,2274
861,1255
862,1690
863,378
864,1639
865,2434
866,2375
867,263
868,1560
869,1715
870,336
871,970
872,1601
873,242
874,1858
875,2201
876,2104
877,97
878,1530
879,2019
880,2134
881,2267
882,2039
883,2450
884,1455
885,1328
886,1291
887,2009
888,1379
889,1802
890,1644
891,613
892,2289
893,1844
894,702
895,1343
896,1820
897,552
898,1271
899,2140
900,1594
901,422
902,156
903,804
904,318
905,664
906,207
907,1263
908,788
909,1969
910,617
911,2145
912,428
913,605
914,628
915,1322
916,212
917,522
918,979
919,1940
920,341
921,1751
922,916
923,1341
924,1504
925,1564
926,1857
927,2379
928,1990
929,150
930,2001
931,2203
932,2207
933,1031
934,354
935,1756
936,2111
937,2301
938,2446
939,2057
940,1352
941,86
942,1150
943,1419
944,110
945,1385
946,440
947,2376
948,1977
949,1637
950,867
951,1155
952,1736
953,1718
954,2174
955,1083
956,1277
957,1985
958,950
959,1649
960,401
961,2407
962,2452
963,2162
964,452
965,1865
966,82
967,982
968,836
969,992
970,806
971,2129
972,849
973,1367
974,182
975,1838
976,593
977,211
978,472
979,1036
980,873
981,1884
982,2081
983,2054
984,2324
985,63
986,415
987,746
988,1899
989,1469
990,578
991,1982
992,1753
993,1935
994,1125
995,936
996,603
997,2193
998,2235
999,495
1000,49
1001,2135
1002,1400
1003,1311
1004,1675
1005,1806
1006,2361
1007,219
1008,2183
1009,581
1010,425
1011,532
1012,1550
1013,1290
1014,1516
1015,1373
1016,810
1017,2195
1018,951
1019,803
1020,1994
1021,2341
1022,2359
1023,2137
1024,2024
1025,1215
1026,8
1027,656
1028,1178
1029,426
1030,1157
1031,2453
1032,960
