,0
0,1335
1,2126
2,711
3,135
4,1646
5,346
6,1873
7,1448
8,2153
9,2103
10,2294
11,2014
12,840
13,1430
14,1911
15,328
16,1609
17,2225
18,310
19,995
20,1305
21,946
22,594
23,520
24,1771
25,539
26,490
27,678
28,1879
29,912
30,2306
31,948
32,1199
33,1644
34,143
35,2419
36,217
37,261
38,2199
39,2259
40,2339
41,2089
42,926
43,126
44,205
45,268
46,2253
47,2026
48,1630
49,283
50,2177
51,1120
52,1811
53,737
54,1545
55,459
56,703
57,495
58,1219
59,851
60,1776
61,2207
62,676
63,59
64,1224
65,94
66,193
67,1043
68,236
69,2263
70,1936
71,579
72,499
73,2397
74,2119
75,207
76,1853
77,961
78,440
79,781
80,917
81,1705
82,1628
83,1720
84,1706
85,636
86,2347
87,1681
88,1643
89,163
90,148
91,393
92,734
93,1915
94,710
95,277
96,2097
97,2490
98,1351
99,1950
100,1697
101,285
102,349
103,2090
104,2087
105,515
106,2055
107,1765
108,1321
109,2378
110,2166
111,1686
112,1604
113,2430
114,1762
115,835
116,685
117,827
118,913
119,1969
120,1497
121,740
122,1086
123,382
124,747
125,68
126,2361
127,1145
128,1860
129,1848
130,434
131,1531
132,175
133,546
134,811
135,2276
136,845
137,842
138,2374
139,481
140,1975
141,698
142,1363
143,1109
144,76
145,731
146,1485
147,1093
148,1443
149,776
150,2133
151,1638
152,1395
153,909
154,2051
155,1606
156,2444
157,1932
158,2494
159,1157
160,2487
161,1040
162,65
163,1183
164,1130
165,278
166,2038
167,2316
168,528
169,1034
170,1290
171,839
172,850
173,585
174,1390
175,880
176,1388
177,742
178,2146
179,1524
180,985
181,1979
182,2065
183,1403
184,1794
185,438
186,1905
187,1858
188,2359
189,1921
190,756
191,1511
192,2120
193,848
194,1556
195,2399
196,1208
197,732
198,882
199,1137
200,774
201,1383
202,2112
203,1079
204,577
205,501
206,521
207,865
208,96
209,81
210,2152
211,104
212,2160
213,659
214,117
215,2175
216,1313
217,1701
218,1547
219,460
220,701
221,1617
222,872
223,2477
224,964
225,619
226,657
227,2268
228,1856
229,1252
230,635
231,2370
232,1257
233,1299
234,896
235,1483
236,751
237,1194
238,1133
239,1982
240,1471
241,2003
242,2045
243,810
244,290
245,886
246,387
247,64
248,40
249,5
250,1376
251,111
252,1608
253,395
254,2285
255,469
256,1520
257,47
258,442
259,48
260,1636
261,522
262,1558
263,542
264,1191
265,342
266,1764
267,582
268,118
269,954
270,837
271,210
272,1113
273,873
274,1689
275,1108
276,1797
277,1953
278,2096
279,2280
280,1249
281,2471
282,1408
283,1146
284,1737
285,766
286,782
287,2480
288,258
289,1738
290,1318
291,1898
292,1155
293,185
294,214
295,1002
296,783
297,2305
298,808
299,1600
300,2135
301,2150
302,10
303,2000
304,1263
305,93
306,1044
307,884
308,1770
309,1431
310,493
311,784
312,1259
313,1405
314,457
315,1294
316,1488
317,988
318,2218
319,1459
320,541
321,2380
322,1025
323,1178
324,802
325,58
326,1468
327,931
328,2232
329,1702
330,2198
331,106
332,1519
333,1727
334,739
335,1017
336,2078
337,658
338,952
339,1218
340,1084
341,1424
342,426
343,1129
344,879
345,417
346,339
347,1435
348,1169
349,2082
350,472
351,375
352,1798
353,2130
354,2219
355,368
356,758
357,551
358,718
359,2129
360,1340
361,1439
362,1861
363,2496
364,1289
365,1293
366,752
367,2012
368,2415
369,1662
370,1367
371,1203
372,1168
373,1063
374,225
375,816
376,825
377,2413
378,2371
379,161
380,50
381,2386
382,1469
383,1673
384,2181
385,507
386,1236
387,1700
388,2453
389,1188
390,2248
391,1046
392,177
393,1533
394,1883
395,1366
396,533
397,1077
398,388
399,996
400,583
401,1712
402,730
403,2209
404,1890
405,1942
406,2227
407,2262
408,396
409,25
410,178
411,575
412,492
413,1275
414,1621
415,924
416,1573
417,2013
418,1510
419,1812
420,504
421,950
422,1375
423,2483
424,1650
425,1723
426,726
427,1458
428,554
429,863
430,1551
431,1651
432,2258
433,974
434,1276
435,2054
436,1478
437,847
438,1087
439,1949
440,69
441,674
442,12
443,420
444,1008
445,1466
446,2433
447,1877
448,2067
449,1334
450,2196
451,1535
452,1596
453,1260
454,780
455,235
456,138
457,714
458,591
459,2395
460,263
461,637
462,707
463,1678
464,1903
465,1202
466,955
467,2159
468,1091
469,1945
470,1664
471,1352
472,651
473,1161
474,1964
475,1840
476,324
477,1857
478,171
479,1198
480,1106
481,1694
482,727
483,2309
484,1919
485,736
486,1924
487,487
488,1670
489,1912
490,775
491,275
492,2134
493,1875
494,2213
495,149
496,316
497,1500
498,609
499,2360
500,2503
501,1461
502,901
503,921
504,537
505,1364
506,75
507,127
508,2099
509,95
510,2334
511,1486
512,1462
513,2250
514,1401
515,1962
516,230
517,2239
518,1807
519,1377
520,1534
521,519
