,0
0,148
1,1015
2,1321
3,1877
4,1889
5,2039
6,1883
7,1542
8,2090
9,1281
10,2491
11,934
12,864
13,302
14,2249
15,2052
16,2408
17,177
18,1259
19,1123
20,1878
21,11
22,893
23,1866
24,2137
25,2045
26,33
27,233
28,2393
29,78
30,2307
31,2057
32,1782
33,494
34,2033
35,1449
36,2121
37,1757
38,2086
39,1190
40,1936
41,2252
42,676
43,2394
44,1714
45,696
46,1689
47,2461
48,1821
49,2085
50,542
51,795
52,1718
53,1924
54,1303
55,2474
56,260
57,2178
58,973
59,232
60,1274
61,1080
62,1716
63,2136
64,172
65,981
66,1372
67,679
68,731
69,805
70,882
71,706
72,1267
73,1379
74,1994
75,923
76,349
77,1654
78,287
79,541
80,1897
81,1560
82,762
83,709
84,2055
85,401
86,1153
87,1384
88,1025
89,105
90,2480
91,2065
92,837
93,2054
94,638
95,1772
96,566
97,1641
98,2094
99,745
100,1587
101,1673
102,2256
103,1262
104,2359
105,2297
106,533
107,250
108,1819
109,1261
110,2075
111,2323
112,601
113,319
114,617
115,947
116,787
117,2034
118,1183
119,691
120,1411
121,420
122,41
123,813
124,728
125,1528
126,2450
127,1623
128,2185
129,572
130,2024
131,1523
132,797
133,1220
134,190
135,2276
136,2012
137,269
138,1696
139,1083
140,1316
141,1007
142,551
143,921
144,1957
145,746
146,911
147,2508
148,68
149,775
150,2105
151,1263
152,2014
153,1991
154,327
155,1796
156,1400
157,535
158,2285
159,874
160,680
161,28
162,451
163,987
164,1238
165,1235
166,2162
167,64
168,2389
169,2287
170,1173
171,2088
172,2506
173,1089
174,134
175,904
176,1616
177,562
178,1272
179,955
180,127
181,2403
182,383
183,367
184,1607
185,1248
186,525
187,1425
188,1462
189,1985
190,2333
191,77
192,1611
193,1854
194,447
195,2361
196,1892
197,1805
198,1312
199,2370
200,1926
201,1228
202,63
203,253
204,119
205,2346
206,61
207,2107
208,1223
209,711
210,840
211,455
212,306
213,635
214,1733
215,307
216,833
217,2397
218,2365
219,1234
220,930
221,515
222,1118
223,992
224,1686
225,2031
226,2452
227,277
228,881
229,1422
230,2241
231,2404
232,2158
233,2079
234,1746
235,1582
236,1649
237,951
238,1314
239,759
240,627
241,729
242,1999
243,1461
244,1074
245,1408
246,687
247,452
248,1386
249,2331
250,25
251,713
252,462
253,1376
254,1305
255,2487
256,434
257,1059
258,1864
259,1154
260,1284
261,2320
262,1784
263,2149
264,2332
265,1581
266,2330
267,2409
268,1365
269,131
270,1483
271,1943
272,247
273,906
274,546
275,2502
276,640
277,1705
278,1799
279,2159
280,244
281,1891
282,1910
283,2177
284,1132
285,692
286,1547
287,2229
288,725
289,1621
290,1947
291,2061
292,466
293,1822
294,1431
295,1366
296,1121
297,363
298,685
299,1809
300,2467
301,477
302,1361
303,1344
304,1240
305,1618
306,1255
307,2030
308,1514
309,1956
310,625
311,53
312,1575
313,636
314,669
315,644
316,2049
317,1429
318,2290
319,1845
320,879
321,2189
322,2479
323,814
324,2069
325,111
326,1935
327,1216
328,1130
329,488
330,185
331,2416
332,886
333,265
334,1678
335,829
336,173
337,1474
338,1797
339,1905
340,2193
341,2378
342,62
343,382
344,1790
345,1850
346,2119
347,2398
348,1286
349,1336
350,1841
351,1100
352,662
353,1026
354,2101
355,1533
356,2063
357,228
358,913
359,768
360,2324
361,1829
362,873
363,1599
364,702
365,767
366,1863
367,29
368,1671
369,380
370,1776
371,1155
372,89
373,1479
374,2468
375,629
376,810
377,20
378,2299
379,1496
380,1302
381,300
382,1970
383,626
384,1516
385,962
386,398
387,652
388,482
389,997
390,2083
391,694
392,1230
393,1738
394,1061
395,707
396,799
397,198
398,1952
399,1410
400,766
401,1774
402,1973
403,45
404,646
405,1658
406,2047
407,2231
408,1966
409,193
410,8
411,162
412,464
413,1860
414,1287
415,1231
416,1912
417,616
418,935
419,361
420,666
421,2381
422,2210
423,2080
424,2350
425,227
426,1719
427,1323
428,407
429,412
430,1125
431,390
432,1186
433,1937
434,1786
435,809
436,1537
437,1681
438,1505
439,1585
440,81
441,2454
442,2214
443,1201
444,1978
445,656
446,323
447,1111
448,151
449,1265
450,539
451,1506
452,2253
453,1377
454,1791
455,2140
456,1294
457,2447
458,2169
459,1872
460,2313
461,1008
462,1835
463,831
464,49
465,820
466,350
467,1434
468,1670
469,2013
470,2006
471,1324
472,1200
473,1723
474,2141
475,2240
476,1279
477,999
478,1813
479,610
480,1632
481,446
482,1442
483,1707
484,2128
