,0
0,2253
1,1006
2,2174
3,2423
4,1117
5,2503
6,996
7,122
8,1150
9,898
10,992
11,207
12,1298
13,784
14,1314
15,2379
16,1367
17,61
18,1686
19,1380
20,2027
21,340
22,1135
23,1942
24,512
25,911
26,672
27,1243
28,361
29,1303
30,772
31,507
32,1901
33,2106
34,1987
35,684
36,2469
37,1033
38,2387
39,544
40,1726
41,2062
42,1499
43,653
44,700
45,1908
46,234
47,1213
48,2489
49,2191
50,1871
51,15
52,339
53,2334
54,444
55,2199
56,561
57,2204
58,1657
59,2484
60,1287
61,1327
62,1816
63,9
64,1890
65,1378
66,2293
67,315
68,245
69,467
70,409
71,797
72,1178
73,2078
74,2471
75,2307
76,2121
77,1282
78,1683
79,367
80,2239
81,679
82,1475
83,246
84,2289
85,1393
86,1414
87,2399
88,1952
89,4
90,1665
91,2074
92,743
93,845
94,1813
95,1252
96,2366
97,1114
98,119
99,1003
100,2017
101,1846
102,922
103,2409
104,2096
105,908
106,1858
107,906
108,1385
109,1280
110,29
111,2367
112,274
113,73
114,1797
115,1053
116,1626
117,838
118,1229
119,1259
120,1477
121,90
122,1514
123,1678
124,1849
125,1523
126,500
127,1029
128,5
129,1957
130,1231
131,1562
132,575
133,1763
134,40
135,698
136,926
137,278
138,2383
139,1465
140,2032
141,204
142,782
143,1081
144,766
145,1750
146,2458
147,1291
148,499
149,843
150,136
151,1278
152,1612
153,1528
154,999
155,791
156,1530
157,1568
158,1275
159,1165
160,2339
161,1569
162,1345
163,2092
164,608
165,531
166,1350
167,425
168,1335
169,618
170,219
171,1354
172,392
173,2142
174,605
175,1365
176,2225
177,549
178,1148
179,2447
180,1873
181,289
182,1010
183,2015
184,1945
185,1355
186,644
187,2164
188,1456
189,1099
190,534
191,2009
192,936
193,2337
194,961
195,611
196,191
197,1463
198,1838
199,1491
200,487
201,1503
202,319
203,2206
204,1699
205,1328
206,592
207,1253
208,878
209,942
210,164
211,1845
212,2461
213,1972
214,1943
215,2083
216,832
217,199
218,2508
219,1714
220,1917
221,2002
222,724
223,1143
224,1192
225,1184
226,1266
227,72
228,1594
229,686
230,1719
231,2202
232,2212
233,480
234,1261
235,792
236,593
237,1043
238,1489
239,1224
240,747
241,2415
242,1653
243,1760
244,149
245,2481
246,2392
247,727
248,1103
249,827
250,823
251,637
252,1353
253,615
254,1302
255,2233
256,1989
257,1363
258,750
259,1933
260,1388
261,2004
262,1128
263,51
264,801
265,2506
266,38
267,2468
268,2330
269,1046
270,567
271,1095
272,1712
273,1019
274,2493
275,524
276,1887
277,658
278,1542
279,604
280,111
281,1496
282,800
283,945
284,1810
285,516
286,22
287,1644
288,183
289,1876
290,765
291,2441
292,1852
293,2434
294,1788
295,811
296,2314
297,740
298,433
299,472
300,126
301,865
302,2430
303,2497
304,1078
305,1682
306,1918
307,74
308,2390
309,972
310,2039
311,220
312,1794
313,1666
314,720
315,621
316,174
317,416
318,1768
319,420
320,2119
321,359
322,1959
323,1125
324,775
325,282
326,1585
327,1979
328,1605
329,1931
330,84
331,2318
332,1661
333,371
334,578
335,627
336,1506
337,2326
338,601
339,956
340,436
341,1664
342,695
343,1487
344,1423
345,1037
346,85
347,1603
348,785
349,357
350,2014
351,1862
352,722
353,1279
354,717
355,1048
356,1555
357,2231
358,721
359,1837
360,2250
361,412
362,180
363,218
364,563
365,2487
366,847
367,973
368,1379
369,1157
370,285
371,1540
372,822
373,2397
374,2143
375,2304
376,1097
