,0
0,2482
1,1352
2,2229
3,848
4,302
5,433
6,2191
7,2197
8,507
9,2267
10,705
11,2413
12,1552
13,1313
14,214
15,1330
16,1017
17,1019
18,2439
19,2415
20,439
21,1755
22,500
23,1156
24,127
25,102
26,78
27,2387
28,1165
29,1360
30,1880
31,2048
32,295
33,1366
34,136
35,1023
36,1385
37,1322
38,2344
39,512
40,2054
41,1790
42,1939
43,614
44,1620
45,579
46,1417
47,624
48,216
49,117
50,1882
51,339
52,1680
53,800
54,1284
55,1088
56,1216
57,1245
58,407
59,2077
60,2062
61,1506
62,1762
63,416
64,594
65,1437
66,1236
67,798
68,1422
69,1307
70,1933
71,629
72,2401
73,1481
74,1375
75,421
76,1148
77,554
78,1226
79,826
80,76
81,2478
82,667
83,590
84,1265
85,2465
86,364
87,1924
88,1982
89,1290
90,1118
91,1805
92,2096
93,1447
94,1690
95,1025
96,1951
97,2394
98,2357
99,844
100,2498
101,599
102,2133
103,1469
104,515
105,2428
106,2074
107,1406
108,2289
109,265
110,51
111,2082
112,628
113,1096
114,460
115,2084
116,2286
117,1661
118,141
119,1874
120,1838
121,698
122,715
123,2457
124,1714
125,2087
126,1357
127,1781
128,2018
129,1794
130,1020
131,1735
132,1893
133,2227
134,1450
135,2127
136,744
137,1281
138,1052
139,2014
140,565
141,2162
142,2269
143,1121
144,865
145,1700
146,344
147,458
148,2105
149,2325
150,1468
151,890
152,708
153,1507
154,1696
155,769
156,1423
157,1542
158,1749
159,479
160,561
161,1660
162,1379
163,1877
164,2033
165,1146
166,1730
167,2445
168,1992
169,2505
170,2485
171,1056
172,461
173,487
174,205
175,768
176,1012
177,226
178,1434
179,98
180,2164
181,31
182,818
183,815
184,1927
185,2106
186,1717
187,1341
188,2068
189,1847
190,140
191,2326
192,1010
193,1693
194,914
195,627
196,1845
197,1446
198,2262
199,2122
200,2451
201,2008
202,262
203,229
204,805
205,613
206,654
207,1159
208,2203
209,2158
210,466
211,1797
212,1664
213,278
214,218
215,1648
216,2474
217,1803
218,1100
219,596
220,1828
221,113
222,2075
223,1750
224,1981
225,2363
226,1045
227,1576
228,1310
229,1568
230,1454
231,1232
232,1021
233,175
234,896
235,750
236,930
237,1344
238,2171
239,656
240,1806
241,568
242,2066
243,472
244,1640
245,574
246,1212
247,2488
248,2295
249,2154
250,1814
251,2469
252,640
253,2321
254,1892
255,422
256,2
257,659
258,2145
259,208
260,1742
261,544
262,2313
263,212
264,2108
265,1195
266,2461
267,1013
268,1897
269,1958
270,191
271,1577
272,230
273,1663
274,1051
275,2199
276,773
277,1593
278,1842
279,2254
280,819
281,2312
282,863
283,1989
284,900
285,1015
286,1909
287,980
288,2116
289,64
290,1800
291,252
292,1211
293,766
294,151
295,2376
296,1297
297,2338
298,2146
299,1161
300,1786
301,883
302,2000
303,2020
304,2152
305,1586
306,606
307,792
308,322
309,2407
310,1984
311,868
312,1354
313,1407
314,1073
315,1396
316,1463
317,1238
318,1761
319,767
320,1477
321,91
322,273
323,1185
324,378
325,36
326,2402
327,741
328,2153
329,620
330,1637
331,906
332,2148
333,1509
334,1570
335,2149
336,2235
337,367
338,1484
339,306
340,1347
341,933
342,1916
343,169
344,341
345,717
346,84
347,1391
348,2112
349,722
350,2304
351,2249
352,1376
353,2094
354,1002
355,1834
356,1279
357,1611
358,806
359,1372
360,1808
361,999
362,1987
363,2241
364,488
365,1651
366,2181
367,2266
368,79
369,1621
370,1522
371,867
372,484
373,2432
374,557
375,1494
376,1894
377,2471
378,647
379,2383
380,1829
381,2374
382,2215
383,748
384,1491
385,1540
386,1453
387,1191
388,249
389,2349
390,747
391,2472
392,468
393,1500
394,1917
395,2290
396,174
397,1513
398,639
399,745
400,1164
401,195
402,2246
403,1795
404,394
405,1289
406,1999
407,1587
408,33
409,1487
410,1154
411,294
412,1867
413,1083
414,1527
415,1901
416,2025
417,583
418,1107
419,694
420,452
421,1956
422,1556
423,2223
424,387
425,1180
426,1789
427,160
428,2050
429,231
430,348
431,605
432,374
433,3
434,2144
435,971
436,202
437,893
438,2288
439,198
440,1629
441,899
442,1402
443,976
444,2381
445,1860
446,444
447,1998
448,1905
449,62
450,352
451,1309
452,1936
453,2224
454,161
455,1736
456,61
457,1239
458,239
459,440
460,2051
461,404
462,513
463,2174
464,40
465,220
466,1143
467,1752
468,334
469,1959
470,37
471,755
472,1915
473,2063
474,1607
475,2510
476,1377
477,1382
478,135
479,1609
480,1722
481,964
482,1970
483,2309
484,235
485,1769
486,1035
487,1075
488,623
489,2120
490,1610
491,1596
492,502
493,1791
494,2139
495,944
496,74
497,2259
498,1371
499,751
500,2281
501,2073
502,1084
503,1849
504,1636
505,2306
506,1325
507,158
508,1974
509,669
510,830
511,297
512,2031
513,1167
514,2236
515,1259
516,1526
517,804
518,657
519,2292
520,1864
521,222
522,965
523,942
524,1132
525,2072
526,673
527,1907
528,189
529,2022
530,1508
531,1200
532,1369
533,1971
534,68
535,1739
536,874
537,2468
538,1784
539,1308
540,147
541,2410
542,2463
543,2039
544,2109
545,1793
546,2121
547,1694
548,2443
549,299
550,1108
551,363
552,1079
553,2303
554,1785
555,752
556,2169
557,395
558,1524
559,88
560,710
561,4
562,706
563,2076
564,209
565,48
566,1053
567,611
568,941
569,2375
570,2161
571,1460
572,1277
573,1859
574,2447
575,2177
576,1295
577,897
578,946
579,2271
580,540
581,784
582,1488
583,2212
584,749
585,2095
586,685
587,1078
588,1424
589,1977
590,1675
591,1669
592,1682
593,1392
594,284
595,2176
596,979
597,380
598,2250
599,1207
600,1189
601,2491
602,307
603,1227
604,370
605,1582
606,1852
607,1294
608,2071
609,2163
610,1932
611,683
612,1103
613,115
614,1903
615,973
616,530
617,978
618,311
619,1153
620,2046
621,701
622,1251
623,1120
624,1387
625,24
626,925
627,1563
628,1612
629,2330
630,119
631,194
632,527
633,354
634,576
635,1767
636,1711
637,825
638,648
639,1408
640,1001
641,1128
642,1724
643,417
644,1528
645,188
646,2026
647,699
648,2251
649,134
650,475
651,782
652,2245
653,309
654,2405
655,2100
656,2327
657,1374
658,619
659,124
660,1560
661,828
662,1687
663,521
664,296
665,2347
666,1899
667,1953
668,1428
669,2260
670,2004
671,2507
672,2135
673,2369
674,385
675,401
676,1931
677,877
678,1760
679,739
680,1763
681,1536
682,545
683,1074
684,1007
685,1076
686,1827
687,1799
688,2334
689,170
690,1719
691,1082
692,1324
693,1031
694,1041
695,719
696,796
697,626
698,1619
699,607
700,2414
701,381
702,1011
703,373
704,1727
705,1246
706,578
707,66
708,1732
709,1362
710,145
711,2409
712,1225
713,780
714,1038
715,2173
716,1585
717,1581
718,1738
719,128
720,1416
721,2399
722,1589
723,504
724,1598
725,668
726,555
727,517
728,981
729,1030
730,1412
731,1519
732,1775
733,2462
734,2384
735,30
736,2268
737,621
738,2202
739,1617
740,45
741,1991
742,2010
743,1632
744,1220
745,1504
746,1978
747,1405
748,795
749,261
750,2041
751,2126
752,1723
753,1206
754,754
755,2211
756,836
757,1095
758,1603
759,1420
760,1642
761,1821
762,2049
763,2124
764,1559
765,939
766,1040
767,1168
768,129
769,827
770,963
771,1624
772,164
773,253
774,65
775,2088
776,280
777,254
778,2280
779,162
780,1092
781,2193
782,839
783,2067
784,366
785,880
786,497
787,2508
788,2340
789,1339
790,539
791,1888
792,1253
793,2350
794,2473
795,2132
796,133
797,2298
798,399
799,2187
800,1458
801,682
802,1122
803,2256
804,1114
805,2419
806,2346
807,1130
808,1158
809,67
810,1261
811,365
812,1474
813,538
814,1983
815,1602
816,1269
817,1601
818,1807
819,2101
820,952
821,2243
822,2277
823,215
824,274
825,2207
826,2425
827,1250
828,330
829,1510
830,1188
831,1898
832,2091
833,1652
834,1285
835,316
836,572
837,1368
838,480
839,2484
840,1274
841,737
842,346
843,1087
844,279
845,303
846,83
847,1443
848,1028
849,2291
850,1634
851,1439
852,951
853,1436
854,434
855,250
856,2492
857,2481
858,1062
859,589
860,2487
861,54
862,1499
863,1512
864,146
865,1670
866,240
867,740
868,2238
869,17
870,1260
871,571
872,697
873,2310
874,666
875,347
876,870
877,938
878,1704
879,2099
880,1268
881,272
882,1497
883,2119
884,1566
885,774
886,2255
887,993
888,442
889,1876
890,909
891,369
892,1333
893,802
894,2300
895,529
896,1737
897,2196
898,2042
899,1949
900,101
901,1820
902,1457
903,735
904,562
905,1644
906,1155
907,2373
908,1063
909,1649
910,846
911,291
912,5
913,11
914,734
915,1461
916,184
917,1338
918,1923
919,1914
920,1713
921,221
922,2512
923,327
924,888
925,2506
926,264
927,210
928,1298
929,1716
930,2430
931,686
932,1022
933,1380
934,1703
935,2204
936,720
937,635
938,1395
939,282
940,2015
941,1240
942,1094
943,8
944,543
945,1645
946,1068
947,1498
948,547
949,603
950,1064
951,937
952,332
953,1316
954,746
955,2420
956,524
957,1190
958,349
959,1343
960,1214
961,689
962,1595
963,2320
964,2337
965,2423
966,674
967,1459
968,1353
969,2217
970,1813
971,1018
972,1321
973,812
974,449
975,564
976,1196
977,1138
978,368
979,985
980,954
981,1810
982,1948
983,1573
984,772
985,1701
986,1431
987,655
988,1234
989,1233
990,1748
991,1926
992,143
993,891
994,178
995,559
996,199
997,1359
998,1960
999,152
1000,2141
1001,803
1002,1973
1003,106
1004,1578
1005,428
1006,437
1007,2467
1008,866
1009,2389
1010,1113
1011,636
1012,1142
1013,2440
1014,2172
1015,881
1016,1136
1017,2136
1018,2080
1019,692
1020,895
1021,1026
1022,2494
1023,9
1024,1485
1025,672
1026,2361
1027,2147
1028,2480
1029,1252
1030,1698
1031,1166
1032,1854
1033,73
1034,776
1035,1764
1036,20
1037,1197
1038,2083
1039,323
1040,1757
1041,1429
1042,1397
1043,2218
1044,459
1045,704
1046,1754
1047,1140
1048,1363
1049,762
1050,263
1051,1773
1052,904
1053,1631
1054,854
1055,1622
1056,923
1057,523
1058,1531
1059,1016
1060,411
1061,2380
1062,1584
1063,1885
1064,320
1065,581
1066,2276
1067,1243
1068,1934
1069,1853
1070,2458
1071,287
1072,19
1073,478
1074,1635
1075,2388
1076,81
1077,588
1078,343
1079,718
1080,69
1081,1102
1082,556
1083,1718
1084,1117
1085,495
1086,862
1087,1229
1088,324
1089,157
1090,585
1091,2386
1092,2130
1093,312
1094,2150
1095,2448
1096,2379
1097,684
1098,1483
1099,90
1100,738
1101,1592
1102,936
1103,1418
1104,186
1105,384
1106,219
1107,2058
1108,498
1109,1575
1110,1400
1111,1858
1112,889
1113,154
1114,1080
1115,1399
1116,2396
1117,2129
1118,960
1119,1223
1120,1966
1121,1475
1122,185
1123,1517
1124,2226
1125,2107
1126,2155
1127,917
1128,116
1129,2032
1130,1535
1131,1792
1132,1089
1133,2160
1134,423
1135,982
1136,2442
1137,1345
1138,678
1139,1857
1140,785
1141,885
1142,633
1143,832
1144,2400
1145,223
1146,377
1147,474
1148,2453
1149,1904
1150,2368
1151,1147
1152,2284
1153,43
1154,918
1155,1668
1156,2110
1157,878
1158,2118
1159,21
1160,1049
1161,1819
1162,350
1163,1115
1164,2502
1165,94
1166,1623
1167,2352
1168,760
1169,1654
1170,12
1171,1756
1172,179
1173,408
1174,56
1175,631
1176,1248
1177,123
1178,1466
1179,465
1180,2098
1181,597
1182,1257
1183,1264
1184,610
1185,947
1186,841
1187,2356
1188,2272
1189,702
1190,1887
1191,301
1192,1440
1193,1388
1194,794
1195,1665
1196,781
1197,2454
1198,1287
1199,1879
1200,992
1201,167
1202,1605
1203,931
1204,712
1205,1444
1206,1301
1207,1119
1208,1643
1209,414
1210,663
1211,1112
1212,2143
1213,72
1214,573
1215,1656
1216,1541
1217,1947
1218,2065
1219,1069
1220,1952
1221,114
1222,675
1223,646
1224,1844
1225,681
1226,604
1227,1597
1228,1413
1229,1946
1230,2466
1231,1639
1232,1745
1233,1471
1234,1766
1235,1131
1236,63
1237,1996
1238,1126
1239,536
1240,1918
1241,1985
1242,1201
1243,1414
1244,548
1245,989
1246,1944
1247,2397
1248,1684
1249,1057
1250,843
1251,1613
1252,1409
1253,1925
1254,304
1255,35
1256,2179
1257,1097
1258,1276
1259,1729
1260,1266
1261,2156
1262,955
1263,177
1264,111
1265,1630
1266,1778
1267,1328
1268,1218
1269,664
1270,260
1271,700
1272,1044
1273,2036
1274,2285
1275,1464
1276,1866
1277,52
1278,758
1279,560
1280,1296
1281,2264
1282,882
1283,837
1284,359
1285,845
1286,383
1287,2431
1288,2064
1289,514
1290,1532
1291,1355
1292,1129
1293,1940
1294,809
1295,910
1296,1908
1297,403
1298,1590
1299,2231
1300,1280
1301,1430
1302,1435
1303,1006
1304,1401
1305,1831
1306,131
1307,292
1308,743
1309,986
1310,1705
1311,2186
1312,2287
1313,2404
1314,1929
1315,2455
1316,630
