,Wind
0,21.0
1,21.0
2,19.0
3,14.0
4,15.0
5,22.0
6,22.0
7,17.0
8,33.0
9,17.0
10,13.0
11,16.0
12,21.0
13,20.0
14,15.0
15,10.0
16,26.0
17,12.0
18,12.0
19,17.0
20,19.0
21,19.0
22,20.0
23,31.0
24,13.0
25,13.0
26,18.0
27,14.0
28,40.0
29,14.0
30,10.0
31,21.0
32,17.0
33,17.0
34,23.0
35,14.0
36,35.0
37,10.0
38,23.0
39,18.0
40,27.0
41,20.0
42,10.0
43,16.0
44,16.0
45,14.0
46,20.0
47,15.0
48,19.0
49,34.0
50,16.0
51,21.0
52,39.0
53,19.0
54,12.0
55,24.0
56,25.0
57,25.0
58,17.0
59,21.0
60,24.0
61,18.0
62,12.0
63,20.0
64,19.0
65,35.0
66,12.0
67,11.0
68,13.0
69,13.0
70,17.0
71,15.0
72,28.0
73,23.0
74,11.0
75,12.0
76,12.0
77,15.0
78,11.0
79,18.0
80,16.0
81,15.0
82,29.0
83,15.0
84,21.0
85,19.0
86,25.0
87,23.0
88,19.0
89,30.0
90,21.0
91,16.0
92,19.0
93,16.0
94,15.0
95,17.0
96,27.0
97,26.0
98,19.0
99,17.0
100,8.0
101,20.0
102,29.0
103,29.0
104,11.0
105,19.0
106,12.0
107,15.0
108,20.0
109,21.0
110,20.0
111,20.0
112,17.0
113,26.0
114,22.0
115,13.0
116,13.0
117,10.0
118,27.0
119,12.0
120,12.0
121,12.0
122,15.0
123,17.0
124,24.0
125,14.0
126,14.0
127,21.0
128,20.0
129,20.0
130,17.0
131,21.0
132,15.0
133,22.0
134,13.0
135,16.0
136,18.0
137,16.0
138,44.0
139,13.0
140,12.0
141,17.0
142,25.0
143,47.0
144,12.0
145,14.0
146,24.0
147,15.0
148,27.0
149,27.0
150,27.0
151,18.0
152,16.0
153,12.0
154,25.0
155,32.0
156,19.0
157,22.0
158,14.0
159,13.0
160,12.0
161,14.0
162,20.0
163,13.0
164,20.0
165,15.0
166,33.0
167,14.0
168,15.0
169,20.0
170,31.0
171,9.0
172,17.0
173,21.0
174,16.0
175,16.0
176,32.0
177,16.0
178,22.0
179,15.0
180,13.0
181,32.0
182,14.0
183,19.0
184,18.0
185,14.0
186,18.0
187,33.0
188,14.0
189,13.0
190,22.0
191,21.0
192,37.0
193,26.0
194,17.0
195,20.0
196,16.0
197,20.0
198,27.0
199,12.0
200,10.0
201,16.0
202,19.0
203,20.0
204,19.0
205,20.0
206,21.0
207,11.0
208,15.0
209,30.0
210,15.0
211,33.0
212,18.0
213,18.0
214,15.0
215,31.0
216,13.0
217,27.0
218,32.0
219,26.0
220,14.0
221,25.0
222,11.0
223,18.0
224,15.0
225,11.0
226,17.0
227,25.0
228,28.0
229,12.0
230,9.0
231,17.0
232,30.0
233,31.0
234,12.0
235,11.0
236,27.0
237,24.0
238,23.0
239,21.0
240,24.0
241,26.0
242,25.0
243,27.0
244,11.0
245,18.0
246,11.0
247,17.0
248,10.0
249,24.0
250,15.0
251,23.0
252,15.0
253,24.0
254,15.0
255,19.0
256,18.0
257,16.0
258,18.0
259,13.0
260,14.0
261,9.0
262,17.0
263,21.0
264,25.0
265,14.0
266,27.0
267,21.0
268,16.0
269,30.0
270,16.0
271,27.0
272,15.0
273,28.0
274,25.0
275,16.0
276,16.0
277,33.0
278,24.0
279,22.0
280,17.0
281,16.0
282,13.0
283,27.0
284,16.0
285,15.0
286,19.0
287,21.0
288,16.0
289,33.0
290,18.0
291,18.0
292,23.0
293,12.0
294,25.0
295,17.0
296,24.0
297,19.0
298,18.0
299,15.0
300,11.0
301,12.0
302,31.0
303,29.0
304,8.0
305,18.0
306,16.0
307,23.0
308,21.0
309,16.0
310,19.0
311,22.0
312,9.0
313,22.0
314,28.0
315,21.0
316,30.0
317,14.0
318,18.0
319,13.0
320,12.0
321,26.0
322,13.0
323,9.0
324,10.0
325,24.0
326,12.0
327,15.0
328,25.0
329,16.0
330,12.0
331,19.0
332,16.0
333,17.0
334,20.0
335,28.0
336,25.0
337,33.0
338,19.0
339,17.0
340,16.0
341,20.0
342,20.0
343,12.0
344,16.0
345,11.0
346,17.0
347,17.0
348,12.0
349,22.0
350,23.0
351,28.0
352,24.0
353,17.0
354,15.0
355,25.0
356,29.0
357,18.0
358,21.0
359,10.0
360,19.0
361,15.0
362,16.0
363,26.0
364,8.0
365,20.0
366,11.0
367,13.0
368,18.0
369,33.0
370,12.0
371,15.0
372,12.0
373,16.0
374,18.0
375,34.0
376,13.0
377,16.0
378,20.0
379,23.0
380,17.0
381,19.0
382,13.0
383,25.0
384,13.0
385,13.0
386,20.0
387,22.0
388,21.0
389,11.0
390,24.0
391,16.0
392,13.0
393,12.0
394,21.0
395,19.0
396,17.0
397,19.0
398,39.0
399,24.0
400,12.0
401,12.0
402,16.0
403,19.0
404,22.0
405,25.0
406,17.0
407,25.0
408,21.0
409,13.0
410,13.0
411,19.0
412,16.0
413,19.0
414,22.0
415,20.0
416,14.0
417,26.0
418,16.0
419,23.0
420,14.0
421,14.0
422,27.0
423,21.0
424,18.0
425,26.0
426,21.0
427,31.0
428,14.0
429,18.0
430,15.0
431,20.0
432,16.0
433,22.0
434,9.0
435,19.0
436,20.0
437,30.0
438,15.0
439,9.0
440,16.0
441,28.0
442,24.0
443,16.0
444,15.0
445,21.0
446,22.0
447,13.0
448,21.0
449,19.0
450,24.0
451,18.0
452,15.0
453,14.0
454,17.0
455,12.0
456,26.0
457,18.0
458,21.0
459,13.0
460,10.0
461,21.0
462,16.0
463,22.0
464,30.0
465,22.0
466,15.0
467,30.0
468,32.0
469,38.0
470,17.0
471,24.0
472,30.0
473,21.0
474,21.0
475,19.0
476,14.0
477,17.0
478,16.0
479,15.0
480,20.0
481,27.0
482,22.0
483,27.0
484,23.0
485,41.0
486,20.0
487,20.0
488,18.0
489,15.0
490,9.0
491,23.0
492,21.0
493,23.0
494,10.0
495,18.0
496,20.0
497,15.0
498,12.0
499,22.0
500,18.0
501,27.0
502,19.0
