,Wind
0,19.0
1,13.0
2,15.0
3,47.0
4,18.0
5,30.0
6,10.0
7,22.0
8,16.0
9,19.0
10,16.0
11,11.0
12,17.0
13,11.0
14,14.0
15,23.0
16,29.0
17,26.0
18,29.0
19,16.0
20,33.0
21,19.0
22,22.0
23,25.0
24,11.0
25,16.0
26,22.0
27,20.0
28,20.0
29,20.0
30,12.0
31,39.0
32,10.0
33,10.0
34,14.0
35,21.0
36,17.0
37,22.0
38,13.0
39,16.0
40,15.0
41,12.0
42,18.0
43,21.0
44,30.0
45,11.0
46,18.0
47,22.0
48,24.0
49,18.0
50,34.0
51,25.0
52,21.0
53,25.0
54,19.0
55,18.0
56,12.0
57,13.0
58,22.0
59,21.0
60,24.0
61,36.0
62,12.0
63,23.0
64,18.0
65,23.0
66,21.0
67,21.0
68,28.0
69,16.0
70,16.0
71,18.0
72,22.0
73,18.0
74,12.0
75,26.0
76,19.0
77,17.0
78,19.0
79,15.0
80,9.0
81,14.0
82,21.0
83,18.0
84,36.0
85,18.0
86,13.0
87,23.0
88,12.0
89,14.0
90,12.0
91,15.0
92,26.0
93,16.0
94,24.0
95,8.0
96,16.0
97,11.0
98,15.0
99,16.0
100,24.0
101,18.0
102,16.0
103,15.0
104,16.0
105,13.0
106,22.0
107,12.0
108,23.0
109,8.0
110,17.0
111,19.0
112,14.0
113,16.0
114,26.0
115,18.0
116,11.0
117,33.0
118,14.0
119,11.0
120,18.0
121,21.0
122,25.0
123,19.0
124,10.0
125,24.0
126,15.0
127,18.0
128,30.0
129,16.0
130,18.0
131,23.0
132,17.0
133,13.0
134,31.0
135,23.0
136,24.0
137,35.0
138,30.0
139,20.0
140,18.0
141,24.0
142,31.0
143,17.0
144,29.0
145,15.0
146,16.0
147,20.0
148,30.0
149,26.0
150,24.0
151,27.0
152,20.0
153,29.0
154,23.0
155,13.0
156,19.0
157,14.0
158,19.0
159,19.0
160,25.0
161,43.0
162,26.0
163,19.0
164,16.0
165,10.0
166,14.0
167,21.0
168,9.0
169,11.0
170,20.0
171,15.0
172,15.0
173,18.0
174,28.0
175,20.0
176,31.0
177,17.0
178,28.0
179,19.0
180,20.0
181,16.0
182,29.0
183,20.0
184,18.0
185,20.0
186,32.0
187,18.0
188,18.0
189,22.0
190,33.0
191,14.0
192,19.0
193,31.0
194,34.0
195,26.0
196,22.0
197,18.0
198,27.0
199,16.0
200,15.0
201,11.0
202,13.0
203,15.0
204,34.0
205,19.0
206,20.0
207,21.0
208,25.0
209,15.0
210,18.0
211,22.0
212,20.0
213,29.0
214,20.0
215,23.0
216,23.0
217,15.0
218,22.0
219,19.0
220,23.0
221,19.0
222,17.0
223,15.0
224,24.0
225,12.0
226,16.0
227,29.0
228,15.0
229,10.0
230,11.0
231,28.0
232,21.0
233,32.0
234,13.0
235,16.0
236,14.0
237,20.0
238,14.0
239,18.0
240,17.0
241,21.0
242,20.0
243,28.0
244,18.0
245,26.0
246,20.0
247,35.0
248,16.0
249,17.0
250,12.0
251,20.0
252,13.0
253,16.0
254,22.0
255,29.0
256,17.0
257,21.0
258,16.0
259,23.0
260,14.0
261,26.0
262,12.0
263,11.0
264,20.0
265,14.0
266,16.0
267,21.0
268,23.0
269,17.0
270,14.0
271,13.0
272,10.0
273,22.0
274,13.0
275,15.0
276,18.0
277,23.0
278,13.0
279,26.0
280,16.0
281,16.0
282,12.0
283,21.0
284,25.0
285,11.0
286,20.0
287,12.0
288,16.0
289,33.0
290,24.0
291,24.0
292,26.0
293,14.0
294,15.0
295,26.0
296,15.0
297,20.0
298,33.0
299,15.0
300,33.0
301,18.0
302,15.0
303,25.0
304,21.0
305,24.0
306,28.0
307,20.0
308,19.0
309,14.0
310,15.0
311,20.0
312,20.0
313,15.0
314,15.0
315,8.0
316,34.0
317,25.0
318,30.0
319,10.0
320,24.0
321,17.0
322,15.0
323,18.0
324,17.0
325,25.0
326,18.0
327,15.0
328,20.0
329,11.0
330,14.0
331,12.0
332,21.0
333,13.0
334,15.0
335,14.0
