,Wind
0,22.0
1,11.0
2,14.0
3,28.0
4,18.0
5,22.0
6,16.0
7,22.0
8,14.0
9,21.0
10,17.0
11,16.0
12,19.0
13,23.0
14,16.0
15,16.0
16,25.0
17,20.0
18,16.0
19,12.0
20,14.0
21,22.0
22,16.0
23,15.0
24,19.0
25,15.0
26,17.0
27,21.0
28,11.0
29,15.0
30,22.0
31,13.0
32,28.0
33,28.0
34,31.0
35,30.0
36,12.0
37,12.0
38,12.0
39,13.0
40,19.0
41,24.0
42,10.0
43,19.0
44,22.0
45,17.0
46,12.0
47,19.0
48,21.0
49,13.0
50,13.0
51,19.0
52,27.0
53,19.0
54,10.0
55,14.0
56,19.0
57,22.0
58,43.0
59,21.0
60,21.0
61,23.0
62,30.0
63,17.0
64,26.0
65,14.0
66,16.0
67,14.0
68,28.0
69,18.0
70,26.0
71,15.0
72,17.0
73,22.0
74,26.0
75,18.0
76,17.0
77,12.0
78,14.0
79,34.0
80,23.0
81,22.0
82,17.0
83,22.0
84,15.0
85,14.0
86,21.0
87,26.0
88,17.0
89,22.0
90,10.0
91,10.0
92,18.0
93,18.0
94,26.0
95,24.0
96,26.0
97,17.0
98,28.0
99,29.0
100,27.0
101,12.0
102,15.0
103,20.0
104,17.0
105,24.0
106,16.0
107,36.0
108,16.0
109,23.0
110,25.0
111,17.0
112,24.0
113,36.0
114,25.0
115,20.0
116,14.0
117,20.0
118,19.0
119,14.0
120,16.0
121,17.0
122,12.0
123,9.0
124,18.0
125,23.0
126,24.0
127,24.0
128,11.0
129,23.0
130,25.0
131,17.0
132,17.0
133,13.0
134,28.0
135,29.0
136,10.0
137,16.0
138,23.0
139,18.0
140,12.0
141,16.0
142,14.0
143,8.0
144,37.0
145,23.0
146,15.0
147,14.0
148,20.0
149,20.0
150,15.0
151,15.0
152,15.0
153,20.0
154,20.0
155,13.0
156,22.0
157,17.0
158,22.0
159,7.0
160,15.0
161,22.0
162,18.0
163,20.0
164,10.0
165,8.0
166,14.0
167,15.0
168,18.0
169,13.0
170,16.0
171,26.0
172,14.0
173,20.0
174,32.0
175,17.0
176,17.0
177,26.0
178,15.0
179,27.0
180,22.0
181,15.0
182,17.0
183,21.0
184,29.0
185,13.0
186,14.0
187,30.0
188,16.0
189,9.0
190,18.0
191,25.0
192,14.0
193,18.0
194,18.0
195,23.0
196,15.0
197,23.0
198,17.0
199,16.0
200,15.0
201,23.0
202,24.0
203,19.0
204,19.0
205,30.0
206,19.0
207,11.0
208,13.0
209,25.0
210,22.0
211,11.0
212,19.0
213,26.0
214,27.0
215,23.0
216,23.0
217,15.0
218,24.0
219,25.0
220,20.0
221,16.0
222,33.0
223,15.0
224,14.0
225,16.0
226,17.0
227,30.0
228,17.0
229,23.0
230,39.0
231,14.0
232,15.0
233,11.0
234,15.0
235,19.0
236,21.0
237,12.0
238,16.0
239,14.0
240,19.0
241,14.0
242,17.0
243,16.0
244,15.0
245,31.0
246,12.0
247,11.0
248,18.0
249,10.0
250,16.0
251,30.0
252,30.0
253,14.0
254,21.0
255,20.0
256,13.0
257,19.0
258,30.0
259,17.0
260,22.0
261,16.0
262,22.0
263,24.0
264,16.0
265,18.0
266,13.0
267,13.0
268,15.0
269,14.0
270,26.0
271,18.0
272,14.0
273,15.0
274,20.0
275,29.0
276,17.0
277,18.0
278,20.0
279,25.0
280,15.0
281,28.0
282,30.0
283,14.0
284,15.0
285,13.0
286,17.0
287,10.0
288,17.0
289,18.0
290,17.0
291,19.0
292,16.0
293,18.0
294,28.0
295,12.0
296,23.0
297,23.0
298,18.0
299,18.0
300,15.0
301,15.0
302,11.0
303,11.0
304,13.0
305,18.0
306,14.0
307,27.0
308,19.0
309,15.0
310,15.0
311,35.0
312,28.0
313,26.0
314,31.0
315,12.0
316,15.0
317,19.0
318,24.0
319,18.0
320,11.0
321,23.0
322,17.0
323,12.0
324,19.0
325,16.0
326,11.0
327,27.0
328,19.0
329,20.0
330,12.0
331,18.0
332,14.0
333,26.0
334,16.0
335,16.0
336,23.0
337,29.0
338,21.0
339,23.0
340,12.0
341,17.0
342,13.0
343,39.0
344,12.0
345,16.0
346,17.0
347,17.0
348,19.0
349,24.0
350,15.0
351,29.0
352,14.0
353,10.0
354,17.0
355,32.0
356,33.0
357,15.0
358,21.0
359,12.0
360,25.0
361,19.0
362,20.0
363,15.0
364,26.0
365,11.0
366,33.0
367,19.0
368,11.0
369,19.0
370,29.0
371,16.0
372,30.0
373,18.0
374,23.0
375,13.0
376,14.0
377,16.0
378,19.0
379,15.0
380,16.0
381,29.0
382,32.0
383,19.0
384,16.0
385,34.0
386,17.0
387,33.0
388,9.0
389,21.0
390,19.0
391,16.0
392,20.0
393,19.0
394,22.0
395,15.0
396,25.0
397,20.0
398,12.0
399,12.0
400,17.0
401,12.0
402,13.0
403,14.0
404,10.0
405,11.0
406,24.0
407,9.0
408,19.0
409,26.0
410,18.0
411,30.0
412,13.0
413,16.0
414,23.0
415,18.0
416,17.0
417,16.0
418,16.0
419,19.0
420,15.0
421,16.0
422,18.0
423,18.0
424,13.0
425,13.0
426,15.0
427,13.0
428,12.0
429,18.0
430,20.0
431,20.0
432,19.0
433,13.0
434,21.0
435,30.0
436,23.0
437,18.0
438,14.0
439,12.0
440,23.0
441,35.0
442,12.0
443,12.0
444,15.0
445,14.0
446,9.0
447,36.0
448,24.0
449,24.0
450,19.0
451,29.0
452,22.0
453,24.0
454,24.0
455,26.0
456,12.0
457,42.0
458,17.0
459,20.0
460,20.0
461,16.0
462,29.0
463,20.0
464,24.0
465,37.0
466,27.0
467,19.0
468,22.0
469,14.0
470,15.0
471,20.0
472,9.0
473,13.0
474,16.0
475,15.0
476,19.0
477,24.0
478,22.0
479,32.0
480,20.0
481,15.0
482,29.0
483,26.0
484,15.0
485,20.0
486,36.0
487,17.0
488,21.0
489,27.0
490,22.0
491,22.0
492,26.0
493,32.0
494,14.0
495,16.0
496,13.0
497,17.0
498,22.0
499,20.0
500,19.0
501,11.0
502,36.0
503,21.0
504,21.0
505,15.0
506,15.0
507,12.0
508,18.0
509,20.0
510,30.0
511,28.0
512,15.0
513,14.0
514,20.0
515,20.0
516,18.0
517,24.0
518,16.0
519,22.0
520,12.0
521,30.0
522,17.0
523,17.0
524,17.0
525,16.0
526,13.0
527,16.0
528,15.0
529,20.0
530,23.0
531,11.0
532,15.0
533,18.0
534,25.0
535,10.0
536,26.0
537,13.0
538,17.0
539,15.0
540,23.0
541,20.0
542,19.0
543,16.0
544,31.0
