,Wind
0,18.0
1,18.0
2,19.0
3,29.0
4,29.0
5,17.0
6,22.0
7,32.0
8,12.0
9,11.0
10,20.0
11,10.0
12,23.0
13,14.0
14,15.0
15,36.0
16,20.0
17,31.0
18,25.0
19,12.0
20,25.0
21,18.0
22,16.0
23,11.0
24,37.0
25,22.0
26,14.0
27,13.0
28,18.0
29,22.0
30,32.0
31,15.0
32,13.0
33,21.0
34,21.0
35,24.0
36,16.0
37,18.0
38,14.0
39,11.0
40,15.0
41,8.0
42,20.0
43,29.0
44,19.0
45,11.0
46,19.0
47,28.0
48,25.0
49,22.0
50,14.0
51,14.0
52,11.0
53,25.0
54,24.0
55,24.0
56,22.0
57,19.0
58,13.0
59,14.0
60,9.0
61,19.0
62,19.0
63,20.0
64,17.0
65,18.0
66,17.0
67,23.0
68,19.0
69,15.0
70,19.0
71,22.0
72,19.0
73,19.0
74,20.0
75,30.0
76,12.0
77,30.0
78,18.0
79,21.0
80,15.0
81,22.0
82,33.0
83,23.0
84,27.0
85,9.0
86,20.0
87,11.0
88,25.0
89,16.0
90,26.0
91,16.0
92,12.0
93,25.0
94,18.0
95,15.0
96,17.0
97,27.0
98,12.0
99,10.0
100,16.0
101,13.0
102,25.0
103,24.0
104,15.0
105,26.0
106,26.0
107,22.0
108,20.0
109,17.0
110,18.0
111,24.0
112,8.0
113,17.0
114,16.0
115,23.0
116,25.0
117,30.0
118,13.0
119,28.0
120,19.0
121,11.0
122,18.0
123,24.0
124,13.0
125,13.0
126,10.0
127,29.0
128,24.0
129,15.0
130,16.0
131,17.0
132,19.0
133,20.0
134,16.0
135,24.0
136,11.0
137,24.0
138,39.0
139,13.0
140,16.0
141,19.0
142,23.0
143,23.0
144,24.0
145,19.0
146,14.0
147,34.0
148,17.0
149,16.0
150,22.0
151,28.0
152,22.0
153,22.0
154,17.0
155,16.0
156,11.0
157,13.0
158,22.0
159,27.0
160,12.0
161,18.0
162,21.0
163,26.0
164,14.0
165,25.0
166,10.0
167,14.0
168,11.0
169,22.0
170,18.0
171,18.0
172,16.0
173,15.0
174,14.0
175,13.0
176,15.0
177,23.0
178,43.0
179,14.0
180,12.0
181,15.0
182,18.0
183,17.0
184,18.0
185,21.0
186,22.0
187,24.0
188,27.0
189,21.0
190,14.0
191,20.0
192,18.0
193,17.0
194,21.0
195,18.0
196,10.0
197,11.0
198,27.0
199,17.0
200,26.0
201,19.0
202,14.0
203,25.0
204,17.0
205,19.0
206,22.0
207,10.0
208,40.0
209,41.0
210,23.0
211,37.0
212,14.0
213,16.0
214,24.0
215,29.0
216,15.0
217,18.0
218,14.0
219,27.0
220,12.0
221,19.0
222,17.0
223,12.0
224,23.0
225,20.0
226,30.0
227,25.0
228,24.0
229,31.0
230,12.0
231,16.0
232,21.0
233,16.0
234,25.0
235,16.0
236,23.0
237,14.0
238,12.0
239,27.0
240,11.0
241,12.0
242,18.0
243,20.0
244,14.0
245,34.0
246,14.0
247,18.0
248,29.0
249,12.0
250,36.0
251,10.0
252,13.0
253,16.0
254,12.0
255,12.0
256,15.0
257,23.0
258,20.0
259,10.0
260,10.0
261,14.0
262,19.0
263,14.0
264,11.0
265,20.0
266,12.0
267,14.0
268,19.0
269,11.0
270,27.0
271,29.0
272,30.0
273,12.0
274,26.0
275,14.0
276,26.0
277,21.0
278,17.0
279,12.0
280,24.0
281,10.0
282,21.0
283,20.0
284,26.0
285,11.0
286,14.0
287,22.0
288,14.0
289,15.0
290,16.0
291,20.0
292,16.0
293,25.0
294,25.0
295,10.0
296,11.0
297,24.0
298,19.0
299,24.0
300,29.0
301,30.0
302,16.0
303,21.0
304,15.0
305,17.0
306,16.0
307,18.0
308,15.0
309,25.0
310,29.0
311,17.0
312,17.0
313,22.0
314,29.0
315,15.0
316,19.0
317,19.0
318,19.0
319,15.0
320,18.0
321,22.0
322,11.0
323,19.0
324,15.0
325,26.0
326,19.0
327,20.0
328,20.0
329,16.0
330,24.0
331,13.0
332,16.0
333,22.0
334,24.0
335,23.0
336,16.0
337,10.0
338,17.0
339,14.0
340,10.0
341,17.0
342,15.0
343,11.0
344,24.0
345,26.0
346,22.0
347,17.0
348,23.0
349,17.0
350,8.0
351,31.0
352,27.0
353,15.0
354,24.0
355,27.0
356,16.0
357,17.0
358,20.0
359,13.0
360,15.0
361,30.0
362,15.0
363,12.0
364,12.0
365,13.0
366,9.0
367,16.0
368,17.0
369,15.0
370,21.0
371,23.0
372,8.0
373,19.0
374,19.0
375,12.0
376,15.0
377,17.0
378,17.0
379,10.0
380,20.0
381,18.0
382,19.0
383,21.0
384,12.0
385,21.0
386,17.0
387,15.0
388,29.0
389,17.0
390,17.0
391,7.0
392,18.0
393,28.0
394,10.0
395,23.0
396,10.0
397,34.0
398,35.0
399,14.0
400,16.0
401,22.0
402,15.0
403,14.0
404,13.0
405,12.0
406,12.0
407,15.0
408,15.0
409,20.0
410,16.0
411,13.0
412,19.0
413,23.0
414,11.0
415,12.0
416,13.0
417,21.0
418,22.0
419,12.0
420,15.0
421,32.0
422,17.0
423,13.0
424,21.0
425,23.0
426,16.0
427,21.0
428,32.0
429,34.0
430,10.0
431,16.0
432,15.0
433,14.0
434,20.0
435,16.0
436,23.0
437,16.0
438,15.0
439,22.0
440,19.0
441,26.0
442,13.0
443,15.0
444,25.0
445,30.0
446,13.0
447,31.0
448,19.0
449,13.0
450,13.0
451,18.0
452,25.0
453,17.0
454,13.0
455,17.0
456,14.0
457,14.0
458,14.0
459,19.0
460,18.0
461,12.0
462,17.0
463,15.0
464,21.0
465,15.0
466,13.0
467,23.0
468,15.0
469,17.0
470,22.0
471,22.0
472,20.0
473,15.0
474,15.0
