,0
0,2040
1,450
2,1945
3,1768
4,2075
5,1686
6,1803
7,1449
8,2231
9,512
10,720
11,116
12,774
13,2502
14,1251
15,134
16,216
17,1530
18,1006
19,610
20,1123
21,2408
22,1116
23,697
24,360
25,529
26,94
27,626
28,1845
29,2478
30,1936
31,2471
32,657
33,454
34,1915
35,1296
36,1753
37,1234
38,1269
39,556
40,1287
41,1058
42,2117
43,948
44,1330
45,2086
46,195
47,2135
48,1995
49,1532
50,580
51,980
52,882
53,1825
54,169
55,2025
56,933
57,1924
58,2253
59,1999
60,1373
61,2207
62,301
63,47
64,2027
65,1062
66,1857
67,1886
68,2391
69,1750
70,1201
71,416
72,518
73,15
74,2230
75,1681
76,447
77,1241
78,1957
79,139
80,2426
81,2466
82,894
83,643
84,1205
85,678
86,2202
87,936
88,202
89,2429
90,1131
91,2311
92,2469
93,2369
94,553
95,2450
96,2303
97,974
98,699
99,1025
100,812
101,1719
102,1988
103,1606
104,1151
105,1991
106,1910
107,1104
108,2089
109,213
110,111
111,1232
112,694
113,1417
114,950
115,2155
116,815
117,1117
118,2453
119,944
120,333
121,1744
122,448
123,1005
124,1620
125,121
126,689
127,1492
128,1846
129,1308
130,1870
131,1105
132,1285
133,799
134,1219
135,475
136,1902
137,246
138,903
139,2477
140,2203
141,2291
142,28
143,1008
144,2508
145,757
146,792
147,354
148,1653
149,2224
150,873
151,1763
152,1443
153,1388
154,558
155,1544
156,2245
157,892
158,2507
159,528
160,939
161,315
162,1376
163,2440
164,80
165,1989
166,1368
167,879
168,1894
169,1010
170,1617
171,100
172,2349
173,42
174,418
175,1199
176,2197
177,228
178,581
179,1138
180,466
181,674
182,314
183,951
184,2294
185,2317
186,1978
187,54
188,1594
189,1437
190,1791
191,1974
192,1765
193,46
194,1125
195,667
196,1596
197,861
198,261
199,1461
200,363
201,1664
202,2395
203,1868
204,869
205,777
206,2441
207,221
208,1413
209,1045
210,1590
211,41
212,1914
213,233
214,531
215,1427
216,1195
217,1
218,2307
219,826
220,1266
221,1019
222,487
223,249
224,1738
225,66
226,192
227,796
228,2142
229,2486
230,559
231,239
232,1626
233,1272
234,1047
235,910
236,1923
237,31
238,2188
239,1786
240,2480
241,1649
242,541
243,579
244,2491
245,1690
246,2064
247,408
248,2210
249,916
250,787
251,1950
252,2457
253,1838
254,2211
255,162
256,507
257,1890
258,1056
259,2296
260,184
261,524
262,925
263,959
264,930
265,1221
266,1669
267,2425
268,92
269,266
270,217
271,1798
272,1016
273,373
274,282
275,546
276,1728
277,431
278,1004
279,317
280,1455
281,2
282,1425
283,1952
284,526
285,427
286,1097
287,2171
288,1538
289,20
290,1748
291,1878
292,594
293,283
294,2371
295,2121
296,1824
297,1423
298,154
299,2072
300,411
301,1386
302,1110
303,397
304,2483
305,1584
306,289
307,2337
308,230
309,1245
310,415
311,1430
312,238
313,224
314,444
315,908
316,1175
317,1216
318,1853
319,2433
320,1842
321,1360
322,406
323,2109
324,364
325,696
326,2093
327,2467
328,51
329,445
330,1984
331,1712
332,1115
333,270
334,896
335,1227
336,1135
337,1349
338,1172
339,2367
340,1189
341,954
342,1673
343,147
344,839
345,1128
346,2104
347,747
348,2108
349,2000
350,2018
351,1643
352,739
353,2183
354,1126
355,253
356,760
357,1070
358,1508
359,1484
360,2411
361,588
362,74
363,1408
364,1619
365,1618
366,683
367,2217
368,1860
369,1242
370,786
371,1667
372,113
373,378
374,476
375,947
376,1363
377,1202
378,1468
379,583
380,597
381,1181
382,1481
383,1188
384,663
385,1821
386,1319
387,1992
388,183
389,734
390,219
391,1503
392,463
393,852
394,1899
395,1378
396,540
397,1142
398,1790
399,1088
400,1996
401,187
402,2200
403,1529
404,2345
405,2011
406,87
407,1885
408,636
409,1157
410,1031
411,2326
412,539
413,2059
414,1485
415,1977
416,2233
