,0
0,461
1,1682
2,2069
3,1868
4,828
5,2484
6,2337
7,1657
8,1122
9,2299
10,1140
11,1607
12,2378
13,804
14,502
15,1013
16,1011
17,2333
18,1196
19,2005
20,1207
21,1025
22,792
23,623
24,127
25,102
26,78
27,1989
28,1630
29,218
30,2152
31,1793
32,1940
33,216
34,136
35,1017
36,1894
37,1735
38,1924
39,699
40,1787
41,1298
42,2225
43,1807
44,978
45,2289
46,1536
47,1290
48,2149
49,117
50,1877
51,2412
52,1676
53,322
54,2498
55,1765
56,2360
57,1705
58,1355
59,1015
60,754
61,590
62,1758
63,599
64,2226
65,1636
66,1232
67,1830
68,1413
69,2093
70,2373
71,1790
72,2399
73,1284
74,1371
75,229
76,2398
77,2052
78,624
79,880
80,76
81,1665
82,769
83,1296
84,1745
85,2462
86,865
87,1668
88,1309
89,1766
90,1656
91,1675
92,1605
93,344
94,1240
95,669
96,1739
97,205
98,557
99,1880
100,2341
101,265
102,701
103,1507
104,513
105,1453
106,827
107,1402
108,1522
109,1532
110,51
111,1485
112,1268
113,2473
114,1692
115,1316
116,1497
117,1211
118,141
119,2257
120,554
121,1834
122,278
123,407
124,1974
125,2085
126,1285
127,1524
128,1352
129,2469
130,1190
131,1458
132,1991
133,1669
134,1446
135,214
136,378
137,488
138,659
139,1570
140,1782
141,2195
142,1191
143,1118
144,2013
145,2210
146,2034
147,795
148,2322
149,1612
150,1074
151,295
152,1592
153,1781
154,2288
155,1732
156,1328
157,2179
158,1757
159,1982
160,1423
161,683
162,416
163,339
164,1466
165,2286
166,620
167,1447
168,2197
169,2511
170,458
171,1078
172,1508
173,640
174,1660
175,544
176,2072
177,1934
178,98
179,594
180,31
181,2361
182,2471
183,1941
184,2273
185,906
186,1946
187,2495
188,1845
189,140
190,2160
191,1155
192,2445
193,1392
194,1189
195,2397
196,964
197,596
198,460
199,1581
200,1602
201,2044
202,748
203,2015
204,611
205,1353
206,1156
207,226
208,751
209,722
210,1128
211,1590
212,2317
213,1722
214,1927
215,2112
216,1596
217,472
218,2174
219,1838
220,113
221,1542
222,1095
223,2308
224,1325
225,1929
226,1573
227,900
228,883
229,1953
230,262
231,2246
232,175
233,1742
234,745
235,708
236,1287
237,1264
238,2321
239,1900
240,1368
241,2411
242,2209
243,2091
244,749
245,1113
246,1018
247,1130
248,1891
249,1185
250,2077
251,367
252,1401
253,673
254,710
255,2
256,656
257,2143
258,208
259,1799
260,867
261,2009
262,212
263,739
264,2047
265,1637
266,1418
267,422
268,364
269,191
270,479
271,230
272,1966
273,877
274,1718
275,767
276,302
277,1107
278,1502
279,648
280,1120
281,1870
282,1892
283,2436
284,2387
285,1094
286,925
287,2094
288,64
289,2175
290,252
291,938
292,1330
293,151
294,1853
295,1023
296,2478
297,1487
298,1158
299,2114
300,1499
301,1117
302,2222
303,1035
304,1548
305,2433
306,973
307,1161
308,433
309,468
310,2438
311,1518
312,1387
313,1132
314,874
315,863
316,1738
317,647
318,2064
319,1463
320,91
321,273
322,941
323,1143
324,36
325,2045
326,1907
327,2017
328,848
329,1763
330,1321
331,1146
332,2233
333,1566
334,1274
335,1188
336,579
337,1063
338,306
339,1343
340,1644
341,815
342,169
343,341
344,800
345,84
346,780
347,1559
348,2402
349,627
350,657
351,421
352,2092
353,1797
354,755
355,1708
356,1313
357,1833
358,2061
359,2426
360,993
361,741
362,2102
363,2020
364,1180
365,1121
366,1443
367,79
368,1617
369,487
370,897
371,890
372,1519
373,614
374,2477
375,1889
376,2468
377,605
378,452
379,976
380,507
381,1246
382,1450
383,1684
384,818
385,1477
386,2103
387,249
388,2346
389,1775
390,466
391,583
392,2156
393,2287
394,174
395,1897
396,1407
397,2118
398,1076
399,195
400,1197
401,1791
402,394
403,512
404,1459
405,1525
406,33
407,1483
408,1998
409,294
410,1965
411,1225
412,1360
413,2120
414,484
415,1062
416,2066
417,1322
418,1714
419,1951
420,439
421,2221
422,387
423,2232
424,561
425,160
426,1021
427,231
428,348
429,1052
430,374
431,3
432,768
433,1731
434,202
435,796
436,574
437,198
438,2238
439,893
440,2347
441,2371
442,2075
443,1083
444,444
445,2022
446,2475
447,62
448,352
449,980
450,1931
451,685
452,161
453,1103
454,61
455,1295
456,239
457,440
458,698
459,404
460,1552
461,896
462,40
463,220
464,826
465,1748
466,334
467,2234
468,37
469,1647
470,1372
471,963
472,628
473,2507
474,515
475,1512
476,135
477,2502
478,2010
479,1051
480,944
481,2306
482,235
483,706
484,2115
485,2036
486,2088
487,2419
488,766
489,1007
490,500
491,2297
492,2137
493,985
494,74
495,2251
496,1064
497,2372
498,939
499,2071
500,1810
501,639
502,1632
503,1082
504,773
505,158
506,1252
507,868
508,981
509,297
510,565
511,1164
512,1281
513,1756
514,719
515,798
516,1212
517,1277
518,1860
519,222
520,1610
521,836
522,2253
523,2070
524,667
525,1102
526,189
527,1842
528,1251
529,1324
530,1696
531,613
532,68
533,1654
534,1206
535,1362
536,1379
537,1261
538,147
539,1484
540,2460
541,2266
542,1428
543,1659
544,568
545,1345
546,629
547,299
548,2183
549,363
550,1509
551,1469
552,1040
553,747
554,2167
555,395
556,2142
557,88
558,705
559,4
560,1308
561,1785
562,209
563,48
564,952
565,654
566,1681
567,1031
568,2159
569,2457
570,1420
571,2082
572,715
573,1087
574,2048
575,606
576,1969
577,2051
578,540
579,1454
580,1333
581,1847
582,744
583,1517
584,2107
585,1075
586,1269
587,2177
588,1338
589,1585
590,1678
591,1388
592,284
593,1259
594,2158
595,380
596,1629
597,1919
598,2025
599,1819
600,307
601,1223
602,370
603,1578
604,1848
605,2354
606,1461
607,2161
608,2420
609,971
610,2248
611,115
612,1898
613,806
614,530
615,1233
616,311
617,2278
618,899
619,2199
620,1195
621,1970
622,24
623,965
624,1417
625,844
626,2327
627,119
628,194
629,527
630,354
631,576
632,1488
633,1595
634,819
635,2116
636,1369
637,1611
638,2391
639,2285
640,417
641,1645
642,188
643,2021
644,694
645,1344
646,134
647,475
648,2099
649,1908
650,309
651,782
652,2098
653,1227
654,2282
655,619
656,124
657,1786
658,2271
659,2279
660,521
661,296
662,2425
663,1045
664,1948
665,1424
666,909
667,1148
668,2504
669,2133
670,2366
671,385
672,401
673,1243
674,1910
675,1307
676,1740
677,545
678,1154
679,1001
680,1073
681,1928
682,1795
683,1814
684,170
685,2283
686,1079
687,1888
688,951
689,2256
690,1564
691,2014
692,626
693,1755
694,607
695,1142
696,381
697,1257
698,373
699,1723
700,1053
701,578
702,66
703,1728
704,1935
705,145
706,2422
707,1905
708,1092
709,2033
710,1693
711,1153
712,1577
713,1751
714,128
715,1412
716,2396
717,930
718,504
719,1618
720,668
721,555
722,517
723,805
724,1028
725,1408
726,784
727,1276
728,2459
729,2381
730,30
731,2432
732,621
733,2410
734,1613
735,45
736,1986
737,2247
738,2342
739,1216
740,752
741,1973
742,2488
743,1400
744,261
745,1859
746,2124
747,1719
748,1347
749,750
750,830
751,1430
752,1717
753,1167
754,1638
755,1817
756,1245
757,2122
758,2220
759,933
760,1038
761,1165
762,129
763,2344
764,1374
765,2489
766,164
767,253
768,65
769,2162
770,280
771,254
772,2277
773,162
774,1229
775,2191
776,1821
777,2065
778,366
779,2189
780,497
781,2505
782,825
783,2228
784,539
785,1649
786,1041
787,2291
788,1563
789,2130
790,133
791,1749
792,399
793,1250
794,1429
795,682
796,2268
797,2309
798,2470
799,2482
800,1200
801,1815
802,1375
803,67
804,999
805,365
806,1752
807,538
808,1978
809,1926
810,1265
811,1597
812,1773
813,1030
814,946
815,2240
816,2049
817,215
818,274
819,2001
820,2073
821,1279
822,330
823,1506
824,1598
825,1893
826,1096
827,1648
828,839
829,316
830,572
831,1904
832,480
833,1624
834,1396
835,737
836,346
837,1084
838,279
839,303
840,83
841,1439
842,1026
843,2216
844,1159
845,1435
846,2144
847,1002
848,434
849,250
850,1385
851,1068
852,2479
853,589
854,1999
855,54
856,1871
857,1984
858,146
859,1841
860,240
861,740
862,2235
863,17
864,1022
865,571
866,697
867,2440
868,666
869,347
870,870
871,1803
872,1700
873,2097
874,1214
875,272
876,2385
877,942
878,1504
879,774
880,2252
881,1138
882,442
883,1491
884,1464
885,369
886,2303
887,802
888,1730
889,529
890,1733
891,2310
892,2037
893,1944
894,101
895,1816
896,1500
897,735
898,562
899,1640
900,2119
901,1565
902,2046
903,914
904,846
905,291
906,5
907,11
908,734
909,1457
910,184
911,1603
912,1918
913,1909
914,1289
915,221
916,2448
917,327
918,888
919,2512
920,264
921,210
922,1294
923,2318
924,1416
925,686
926,1056
927,1376
928,2384
929,2407
930,720
931,635
932,1391
933,282
934,2343
935,1236
936,2147
937,8
938,543
939,1651
940,1623
941,1494
942,547
943,603
944,2202
945,937
946,1020
947,2105
948,746
949,2417
950,524
951,2269
952,349
953,1339
954,1932
955,689
956,2171
957,2106
958,2334
959,1568
960,674
961,1716
962,1690
963,2215
964,1809
965,1012
966,2026
967,812
968,449
969,564
970,1582
971,1950
972,368
973,979
974,954
975,1806
976,2302
977,1867
978,772
979,1587
980,2074
981,655
982,1631
983,1234
984,1476
985,1921
986,143
987,891
988,178
989,559
990,199
991,2153
992,1987
993,152
994,2139
995,803
996,1220
997,106
998,2284
999,428
1000,437
1001,2464
1002,866
1003,2386
1004,2380
1005,636
1006,2127
1007,2437
1008,2170
1009,881
1010,2292
1011,1019
1012,2078
1013,692
1014,895
1015,2485
1016,2491
1017,9
1018,1481
1019,2176
1020,332
1021,1589
1022,1620
1023,672
1024,2496
1025,2145
1026,1434
1027,1248
1028,1694
1029,1887
1030,2263
1031,73
1032,776
1033,1760
1034,20
1035,1168
1036,1703
1037,323
1038,2295
1039,2080
1040,2041
1041,2054
1042,459
1043,704
1044,1310
1045,2150
1046,1359
1047,762
1048,263
1049,1769
1050,904
1051,2290
1052,854
1053,923
1054,523
1055,1527
1056,1016
1057,411
1058,2377
1059,1580
1060,1238
1061,320
1062,581
1063,1399
1064,1239
1065,1541
1066,1849
1067,2455
1068,287
1069,19
1070,478
1071,1226
1072,2416
1073,81
1074,588
1075,343
1076,718
1077,69
1078,2007
1079,556
1080,1750
1081,1114
1082,495
1083,862
1084,1108
1085,324
1086,157
1087,585
1088,2383
1089,2128
1090,312
1091,2148
1092,1363
1093,2376
1094,684
1095,2224
1096,90
1097,738
1098,1588
1099,936
1100,1414
1101,186
1102,384
1103,219
1104,1357
1105,498
1106,2212
1107,1266
1108,1854
1109,889
1110,154
1111,1080
1112,1395
1113,2393
1114,1136
1115,960
1116,1958
1117,1961
1118,1471
1119,185
1120,1513
1121,1475
1122,1619
1123,1990
1124,917
1125,116
1126,1933
1127,1531
1128,2250
1129,1089
1130,1622
1131,423
1132,982
1133,2439
1134,1341
1135,678
1136,2442
1137,785
1138,885
1139,633
1140,832
1141,1858
1142,223
1143,377
1144,474
1145,1444
1146,1899
1147,2365
1148,1147
1149,2281
1150,43
1151,918
1152,1664
1153,1820
1154,878
1155,2307
1156,21
1157,1049
1158,1687
1159,350
1160,1115
1161,2499
1162,94
1163,1166
1164,2349
1165,760
1166,2408
1167,12
1168,1789
1169,179
1170,408
1171,56
1172,631
1173,2028
1174,123
1175,1575
1176,465
1177,2465
1178,597
1179,1253
1180,1260
1181,610
1182,947
1183,841
1184,2353
1185,702
1186,1882
1187,301
1188,1436
1189,1409
1190,794
1191,1661
1192,781
1193,2324
1194,2058
1195,1874
1196,992
1197,167
1198,1601
1199,931
1200,712
1201,1440
1202,1297
1203,1119
1204,1639
1205,414
1206,663
1207,1112
1208,2141
1209,72
1210,573
1211,1406
1212,1839
1213,1942
1214,1642
1215,1069
1216,1947
1217,114
1218,675
1219,646
1220,1840
1221,681
1222,604
1223,1593
1224,1380
1225,2450
1226,2463
1227,1635
1228,1526
1229,2428
1230,1762
1231,1131
1232,63
1233,1993
1234,1126
1235,536
1236,2242
1237,2293
1238,1201
1239,1652
1240,548
1241,989
1242,1939
1243,2394
1244,1680
1245,1057
1246,843
1247,1609
1248,1405
1249,1422
1250,304
1251,35
1252,1967
1253,1097
1254,1366
1255,1725
1256,1800
1257,2154
1258,955
1259,177
1260,111
1261,1949
1262,2274
1263,1301
1264,1218
1265,664
1266,260
1267,700
1268,1044
1269,1881
1270,1764
1271,1460
1272,1474
1273,52
1274,758
1275,560
1276,2243
1277,1861
1278,882
1279,837
1280,359
1281,845
1282,383
1283,2084
1284,2062
1285,514
1286,1528
1287,1382
1288,1129
1289,1354
1290,809
1291,910
1292,1903
1293,403
1294,1586
1295,1713
1296,1280
1297,2108
1298,1431
1299,1006
1300,1397
1301,1827
1302,131
1303,292
1304,743
1305,986
1306,1701
1307,2184
1308,1906
1309,2401
1310,1377
1311,2227
1312,630
1313,2413
1314,1544
1315,95
1316,1864
1317,398
1318,2126
1319,2452
1320,1556
1321,1983
1322,471
1323,1674
1324,1305
1325,2305
1326,1992
1327,2032
1328,2467
1329,137
1330,1098
1331,534
1332,2490
1333,2351
1334,1178
1335,443
1336,1314
1337,1621
1338,391
1339,1925
1340,778
1341,1729
1342,1127
1343,313
1344,1663
1345,1812
1346,1437
1347,2087
1348,1468
1349,638
1350,491
1351,592
1352,1048
1353,813
1354,532
1355,1000
1356,1291
1357,2466
1358,687
1359,974
1360,711
1361,807
1362,1670
1363,2330
1364,1783
1365,393
1366,1272
1367,1067
1368,566
1369,887
1370,609
1371,80
1372,736
1373,727
1374,1540
1375,998
1376,1736
1377,1267
1378,496
1379,961
1380,270
1381,1306
1382,1643
1383,622
1384,2169
1385,286
1386,1367
1387,1634
1388,533
1389,905
1390,2264
1391,23
1392,333
1393,109
1394,1964
1395,290
1396,1270
1397,1194
1398,1356
1399,1535
1400,1808
1401,783
1402,138
1403,1332
1404,2129
1405,29
1406,725
1407,2501
1408,2211
1409,1737
1410,227
1411,632
1412,2018
1413,1350
1414,2454
1415,1300
1416,2000
1417,1009
1418,753
1419,50
1420,2424
1421,528
1422,2355
1423,641
1424,2497
1425,501
1426,1761
1427,1952
1428,1885
1429,1698
1430,1794
1431,2319
1432,872
1433,2314
1434,181
1435,118
1436,709
1437,1727
1438,166
1439,824
1440,53
1441,1704
1442,542
1443,990
1444,2042
1445,1288
1446,1778
1447,144
1448,1584
1449,277
1450,1304
1451,1510
1452,1472
1453,1282
1454,1340
1455,1754
1456,413
1457,121
1458,55
1459,2304
1460,2267
1461,2494
1462,2163
1463,46
1464,903
1465,1981
1466,1123
1467,2146
1468,2050
1469,506
1470,2027
1471,139
1472,1498
1473,1482
1474,1036
1475,305
1476,1576
1477,1449
1478,707
1479,456
1480,2272
1481,2449
1482,1467
1483,87
1484,1337
1485,42
1486,991
1487,1792
1488,190
1489,1425
1490,1442
1491,801
1492,916
1493,2182
1494,2121
1495,2024
1496,1235
1497,44
1498,2320
1499,908
1500,1977
1501,2492
1502,671
1503,2063
1504,1315
1505,857
1506,289
1507,2155
1508,913
1509,713
1510,1879
1511,14
1512,494
1513,2363
1514,879
1515,2388
1516,1141
1517,2131
1518,489
1519,454
1520,508
1521,1560
1522,525
1523,591
1524,926
1525,1805
1526,1767
1527,493
1528,1055
1529,608
1530,402
1531,658
1532,679
1533,2172
1534,972
1535,1319
1536,2503
1537,644
1538,2260
1539,822
1540,1029
1541,450
1542,331
1543,426
1544,283
1545,1866
1546,714
1547,243
1548,453
1549,1
1550,1691
1551,2138
1552,1516
1553,1242
1554,1936
1555,483
1556,1521
1557,1473
1558,125
1559,1373
1560,1852
1561,847
1562,1403
1563,315
1564,1988
1565,1452
1566,2335
1567,2400
1568,1711
1569,537
1570,155
1571,2067
1572,2493
1573,2188
1574,1219
1575,1462
1576,1003
1577,200
1578,342
1579,688
1580,430
1581,859
1582,1884
1583,1529
1584,1111
1585,1215
1586,570
1587,602
1588,691
1589,834
1590,1109
1591,563
1592,2458
1593,266
1594,1876
1595,2270
1596,2194
1597,314
1598,835
1599,173
1600,1177
1601,1004
1602,18
1603,2081
1604,386
1605,2110
1606,984
1607,396
1608,850
1609,2389
1610,2068
1611,797
1612,763
1613,677
1614,353
1615,187
1616,1857
1617,192
1618,1831
1619,1724
1620,1256
1621,1286
1622,1501
1623,1237
1624,120
1625,1221
1626,1179
1627,958
1628,2472
1629,1828
1630,1162
1631,1784
1632,382
1633,922
1634,499
1635,251
1636,405
1637,176
1638,355
1639,445
1640,436
1641,1829
1642,814
1643,1351
1644,2135
1645,920
1646,1917
1647,1183
1648,660
1649,1553
1650,957
1651,1641
1652,1410
1653,1346
1654,1426
1655,1503
1656,203
1657,1181
1658,775
1659,1901
1660,2100
1661,329
1662,75
1663,361
1664,546
1665,1072
1666,2231
1667,2031
1668,1890
1669,2404
1670,2223
1671,1342
1672,463
1673,409
1674,336
1675,1034
1676,142
1677,726
1678,2500
1679,1050
1680,340
1681,935
1682,1673
1683,2192
1684,975
1685,2132
1686,757
1687,1667
1688,876
1689,89
1690,1349
1691,1923
1692,2301
1693,2508
1694,2181
1695,875
1696,2444
1697,1591
1698,1263
1699,2096
1700,680
1701,237
1702,1303
1703,457
1704,838
1705,2057
1706,615
1707,1599
1708,558
1709,1293
1710,1574
1711,1614
1712,612
1713,1331
1714,1275
1715,97
1716,2204
1717,1707
1718,649
1719,321
1720,246
1721,1533
1722,275
1723,510
1724,2095
1725,2039
1726,2193
1727,103
1728,1836
1729,898
1730,207
1731,1579
1732,1419
1733,2275
1734,2023
1735,1318
1736,1960
1737,1384
1738,2429
1739,1916
1740,858
1741,1530
1742,816
1743,1014
1744,1421
1745,1914
1746,1008
1747,415
1748,201
1749,2004
1750,1271
1751,1027
1752,1608
1753,2173
1754,516
1755,1615
1756,2456
1757,1930
1758,99
1759,864
1760,276
1761,1336
1762,518
1763,1492
1764,110
1765,2229
1766,703
1767,1679
1768,1370
1769,2101
1770,319
1771,1594
1772,1480
1773,259
1774,582
1775,2280
1776,994
1777,1813
1778,100
1779,1292
1780,967
1781,1865
1782,956
1783,325
1784,2239
1785,962
1786,1759
1787,2316
1788,1090
1789,1604
1790,247
1791,149
1792,817
1793,731
1794,1551
1795,455
1796,716
1797,2375
1798,653
1799,921
1800,1262
1801,1258
1802,438
1803,1777
1804,1326
1805,337
1806,2217
1807,357
1808,789
1809,257
1810,2379
1811,182
1812,41
1813,932
1814,593
1815,1671
1816,1832
1817,318
1818,927
1819,1844
1820,853
1821,833
1822,2409
1823,180
1824,1562
1825,1537
1826,1390
1827,786
1828,519
1829,255
1830,1804
1831,1956
1832,849
1833,1160
1834,1101
1835,1915
1836,432
1837,2164
1838,1873
1839,1996
