,0
0,1164
1,1999
2,2254
3,1885
4,1302
5,1454
6,2046
7,1080
8,219
9,808
10,2404
11,941
12,1235
13,678
14,686
15,300
16,1654
17,554
18,788
19,1067
20,2492
21,2189
22,436
23,1952
24,1074
25,2038
26,913
27,1697
28,397
29,2398
30,2356
31,154
32,97
33,15
34,873
35,1021
36,947
37,2282
38,1663
39,1192
40,1721
41,2087
42,1762
43,2271
44,98
45,560
46,903
47,204
48,1234
49,476
50,905
51,638
52,610
53,696
54,1533
55,729
56,1459
57,418
58,1874
59,2234
60,1237
61,2035
62,259
63,1143
64,2438
65,2079
66,1288
67,692
68,1096
69,1746
70,1239
71,1222
72,46
73,1814
74,1198
75,1349
76,354
77,1086
78,1754
79,1704
80,1396
81,984
82,2129
83,553
84,111
85,1880
86,475
87,2145
88,1252
89,2048
90,2137
91,921
92,388
93,2437
94,2292
95,1468
96,1477
97,2291
98,415
99,1637
100,1251
101,2061
102,2476
103,1781
104,548
105,1029
106,1009
107,2328
108,1020
109,1122
110,1565
111,1395
112,118
113,2284
114,1415
115,857
116,926
117,1691
118,137
119,424
120,2494
121,1305
122,804
123,464
124,838
125,2313
126,1492
127,1123
128,1303
129,341
130,645
131,2009
132,957
133,2294
134,2394
135,2495
136,529
137,1854
138,223
139,1905
140,1308
141,1249
142,2127
143,2303
144,2080
145,248
146,1259
147,2342
148,265
149,2439
150,1108
151,2104
152,2309
153,2450
154,1777
155,1517
156,1133
157,1066
158,2067
159,471
160,1695
161,273
162,2337
163,2159
164,9
165,1685
166,1939
167,1068
168,2451
169,595
170,806
171,1261
172,1597
173,636
174,1387
175,103
176,337
177,2380
178,919
179,1168
180,1236
181,323
182,2069
183,1275
184,210
185,1431
186,284
187,988
188,159
189,1217
190,1130
191,2037
192,544
193,157
194,785
195,2335
196,773
197,1194
198,116
199,2105
200,1478
201,1417
202,229
203,2477
204,809
205,1493
206,331
207,1899
208,1189
209,1734
210,1824
211,848
212,115
213,1200
214,314
215,2480
216,2013
217,1301
218,2323
219,2465
220,938
221,1102
222,1809
223,1783
224,776
225,2421
226,2417
227,943
228,406
229,2021
230,842
231,431
232,326
233,335
234,1173
235,202
236,1961
237,2457
238,2179
239,1441
240,2443
241,782
242,702
243,1750
244,1803
245,185
246,1617
247,2165
248,1384
249,716
250,1310
251,1046
252,1950
253,864
254,1916
255,2125
256,1264
257,2200
258,1090
259,2166
260,1943
261,2277
262,1788
