,0
0,1335
1,2002
2,711
3,135
4,1811
5,346
6,1872
7,1448
8,2152
9,2102
10,1906
11,2013
12,840
13,1430
14,1707
15,328
16,1608
17,1551
18,310
19,995
20,1305
21,946
22,594
23,520
24,1770
25,539
26,490
27,678
28,1878
29,912
30,2305
31,948
32,1199
33,1643
34,143
35,1884
36,217
37,261
38,2198
39,2258
40,1756
41,2350
42,926
43,126
44,205
45,268
46,2252
47,2025
48,2308
49,283
50,2029
51,1120
52,1810
53,737
54,2448
55,459
56,703
57,495
58,1219
59,851
60,1775
61,2206
62,676
63,59
64,1224
65,94
66,193
67,1043
68,236
69,2262
70,1935
71,579
72,499
73,2178
74,1858
75,207
76,2001
77,961
78,440
79,781
80,917
81,1704
82,1627
83,1719
84,1497
85,636
86,2346
87,1680
88,1642
89,163
90,148
91,393
92,734
93,1914
94,710
95,277
96,2096
97,2489
98,1351
99,1748
100,1696
101,285
102,349
103,1946
104,1705
105,515
106,2471
107,1764
108,1321
109,2377
110,2165
111,1685
112,2125
113,2202
114,2128
115,835
116,685
117,827
118,913
119,2433
120,1496
121,740
122,1086
123,382
124,747
125,68
126,2287
127,1145
128,2118
129,1847
130,434
131,1530
132,175
133,546
134,811
135,1531
136,845
137,842
138,2373
139,481
140,1974
141,698
142,1363
143,1109
144,76
145,731
146,1596
147,1093
148,1443
149,776
150,2132
151,2502
152,1395
153,909
154,2050
155,1778
156,1959
157,1931
158,1654
159,1157
160,2486
161,1040
162,65
163,1183
164,1130
165,278
166,2037
167,2315
168,528
169,1034
170,1290
171,839
172,850
173,585
174,1390
175,880
176,1388
177,742
178,2380
179,2189
180,985
181,1715
182,2422
183,1403
184,1793
185,438
186,1904
187,1857
188,2358
189,1920
190,756
191,1510
192,2119
193,848
194,1555
195,2398
196,1208
197,732
198,882
199,1137
200,774
201,1383
202,2111
203,1079
204,577
205,501
206,521
207,865
208,96
209,81
210,2151
211,104
212,2159
213,659
214,117
215,2174
216,1313
217,1700
218,1546
219,460
220,701
221,1616
222,872
223,2487
224,964
225,619
226,657
227,2267
228,1855
229,1252
230,635
231,2369
232,1257
233,1299
234,896
235,1482
236,751
237,1194
238,1133
239,1981
240,2307
241,1942
242,2493
243,810
