,0
0,590
1,661
2,1866
3,1712
4,1707
5,631
6,2007
7,1220
8,1144
9,307
10,595
11,560
12,856
13,2386
14,2482
15,634
16,885
17,413
18,1320
19,2117
20,1660
21,1113
22,1581
23,2020
24,1602
25,1432
26,1283
27,2354
28,262
29,1236
30,2054
31,1002
32,1738
33,562
34,1584
35,2157
36,1604
37,934
38,524
39,790
40,1023
41,1973
42,884
43,1408
44,1167
45,1636
46,898
47,1278
48,176
49,1957
50,1044
51,1379
52,151
53,2342
54,1289
55,827
56,1936
57,1601
58,1150
59,2277
60,2110
61,1920
62,2096
63,351
64,2091
65,1243
66,690
67,196
68,496
69,2024
70,1753
71,1126
72,1305
73,1585
74,2191
75,1060
76,2207
77,859
78,147
79,1115
80,1376
81,546
82,1008
83,408
84,1025
85,47
86,2147
87,1247
88,106
89,1989
90,19
91,1580
92,2330
93,1017
94,430
95,597
96,796
97,814
98,2378
99,2126
100,55
101,829
102,187
103,846
104,422
105,962
106,708
107,2495
108,458
109,1825
110,2468
111,1445
112,1039
113,2316
114,2101
115,1982
116,234
117,2163
118,665
119,2079
120,1076
121,1122
122,2304
123,869
124,1915
125,544
126,2224
127,700
128,1907
129,2319
130,1733
131,979
132,2108
133,1813
134,2274
135,1003
136,2445
137,2004
138,247
139,1650
140,1370
141,2187
142,1525
143,1081
144,1905
145,1794
146,945
147,551
148,1099
149,1592
150,2466
151,809
152,895
153,969
154,1422
155,780
156,1823
157,1491
158,675
159,1427
160,490
161,1101
162,1159
163,1065
164,1282
165,2428
166,23
167,1848
168,741
169,1270
170,344
171,13
172,2249
173,2497
174,1303
175,2472
176,1388
177,1765
178,2313
179,2029
180,2434
181,1378
182,149
183,720
184,2002
185,547
186,1901
187,1074
188,1890
189,703
190,883
191,227
192,2485
193,236
194,728
195,1942
196,2213
197,1571
198,2097
199,1638
200,1127
201,292
202,955
203,1827
204,1612
205,1898
206,607
207,1416
208,721
209,1134
210,62
211,943
212,659
213,1946
214,71
215,983
216,308
217,231
218,2502
219,875
220,2083
221,1245
222,1870
223,1091
224,862
225,511
226,871
227,51
228,2068
229,2045
230,2371
231,10
232,586
233,1484
234,1961
235,1450
236,2368
237,1181
238,1030
239,1931
240,1363
241,1822
242,2222
243,1373
244,870
245,667
246,1360
247,851
248,967
249,1549
250,465
251,1129
252,1265
253,1860
254,1291
255,1516
256,826
257,1696
258,2134
259,2240
260,592
261,1079
262,2095
263,8
264,2441
265,30
266,1193
267,2410
268,1695
269,1286
270,2012
271,1169
272,567
273,1557
274,941
275,1209
276,2221
277,304
278,831
279,1187
280,623
281,1786
282,1795
283,88
284,1970
285,1937
286,1004
287,2446
288,1932
289,779
290,201
291,1433
292,256
293,532
294,1261
295,1166
296,1342
297,448
298,698
299,2005
300,561
301,1879
302,2107
303,1658
304,2196
305,1740
306,2364
307,1340
308,1468
309,1471
310,239
311,843
312,282
313,776
314,214
315,210
316,1036
317,2212
318,1640
319,1980
320,336
321,691
322,207
323,761
324,2233
325,1106
326,2287
327,160
328,638
329,973
330,1599
331,476
332,1758
333,426
334,1483
335,309
336,1032
337,373
338,499
339,521
340,131
341,172
342,2162
343,579
344,1564
345,637
346,1047
347,1682
348,942
349,398
350,1687
351,84
352,1744
353,1155
354,94
355,315
356,343
357,5
358,1894
359,2489
360,882
361,1172
362,200
363,1851
364,1490
365,248
366,1063
367,2225
368,178
369,1828
370,1790
371,2250
372,403
373,2356
374,1001
375,1874
376,513
377,17
378,404
379,362
380,2192
381,1883
382,1103
383,340
384,197
385,1711
386,2266
387,1119
388,1624
389,1485
390,1441
391,2496
392,1162
393,1746
394,353
395,1
396,380
397,91
398,1365
399,215
400,2049
401,668
402,1502
403,505
404,1307
405,970
406,1665
407,1558
408,1095
409,950
410,1676
411,1012
412,2444
413,2302
414,650
415,79
416,1335
417,832
418,2480
419,578
420,325
