,Wind
0,9.0
1,12.0
2,7.0
3,10.0
4,11.0
5,22.0
6,12.0
7,4.0
8,16.0
9,9.0
10,15.0
11,21.0
12,16.0
13,14.0
14,13.0
15,9.0
16,7.0
17,10.0
18,19.0
19,10.0
20,11.0
21,9.0
22,10.0
23,17.0
24,7.0
25,13.0
26,14.0
27,9.0
28,11.0
29,8.0
30,13.0
31,8.0
32,8.0
33,10.0
34,8.0
35,18.0
36,13.0
37,6.0
38,18.0
39,7.0
40,10.0
41,11.0
42,8.0
43,23.0
44,9.0
45,24.0
46,11.0
47,10.0
48,13.0
49,18.0
50,11.0
51,10.0
52,26.0
53,21.0
54,8.0
55,7.0
56,21.0
57,18.0
58,12.0
59,12.0
60,11.0
61,11.0
62,9.0
63,8.0
64,9.0
65,20.0
66,9.0
67,11.0
68,8.0
69,13.0
70,8.0
71,19.0
72,8.0
73,11.0
74,8.0
75,14.0
76,19.0
77,12.0
78,14.0
79,8.0
80,12.0
81,10.0
82,11.0
83,12.0
84,12.0
85,7.0
86,7.0
87,28.0
88,15.0
89,9.0
90,8.0
91,16.0
92,12.0
93,9.0
94,23.0
95,7.0
96,18.0
97,22.0
98,17.0
99,11.0
100,40.0
101,8.0
102,9.0
103,23.0
104,12.0
105,7.0
106,10.0
107,17.0
108,15.0
109,8.0
110,12.0
111,15.0
112,15.0
113,10.0
114,16.0
115,15.0
116,23.0
117,16.0
118,13.0
119,6.0
120,8.0
121,16.0
122,12.0
123,12.0
124,22.0
125,7.0
126,14.0
127,17.0
128,12.0
129,13.0
130,25.0
131,10.0
132,11.0
133,9.0
134,11.0
135,10.0
136,6.0
137,8.0
138,9.0
139,18.0
140,4.0
141,10.0
142,10.0
143,6.0
144,15.0
145,9.0
146,9.0
147,15.0
148,11.0
149,6.0
150,13.0
151,7.0
152,9.0
153,17.0
154,14.0
155,12.0
156,8.0
157,15.0
158,10.0
159,7.0
160,12.0
161,11.0
162,7.0
163,17.0
164,16.0
165,9.0
166,8.0
167,14.0
168,9.0
169,8.0
170,21.0
171,19.0
172,10.0
173,10.0
174,8.0
175,15.0
176,21.0
177,7.0
178,16.0
179,11.0
180,22.0
181,10.0
182,13.0
183,11.0
184,8.0
185,13.0
186,13.0
187,10.0
188,20.0
189,6.0
190,18.0
191,15.0
192,16.0
193,14.0
194,14.0
195,10.0
196,17.0
197,16.0
198,9.0
199,6.0
200,11.0
201,13.0
202,7.0
203,11.0
204,11.0
205,8.0
206,7.0
207,13.0
208,9.0
209,8.0
210,10.0
211,19.0
212,12.0
213,25.0
214,13.0
215,11.0
216,9.0
217,5.0
218,14.0
219,12.0
220,28.0
221,10.0
222,15.0
223,9.0
224,0.0
225,9.0
226,17.0
227,8.0
228,10.0
229,13.0
230,10.0
231,11.0
232,10.0
233,12.0
234,9.0
235,25.0
236,18.0
237,9.0
238,10.0
239,6.0
240,9.0
241,14.0
242,17.0
243,10.0
244,9.0
245,17.0
246,13.0
247,10.0
248,7.0
249,12.0
250,7.0
251,12.0
252,7.0
253,21.0
254,8.0
255,6.0
256,9.0
257,17.0
258,9.0
259,10.0
260,9.0
261,8.0
262,13.0
263,14.0
264,8.0
265,14.0
266,13.0
267,7.0
268,10.0
269,18.0
270,16.0
271,18.0
272,10.0
273,5.0
274,12.0
275,9.0
276,12.0
277,14.0
278,11.0
279,15.0
280,16.0
281,9.0
282,16.0
283,9.0
284,7.0
285,15.0
286,11.0
287,8.0
288,12.0
289,12.0
290,8.0
291,9.0
292,29.0
293,14.0
294,15.0
295,8.0
296,10.0
297,8.0
298,9.0
299,8.0
300,11.0
301,13.0
302,28.0
303,24.0
304,13.0
305,9.0
306,15.0
307,16.0
308,10.0
309,10.0
310,16.0
311,12.0
312,13.0
313,8.0
314,7.0
315,13.0
316,12.0
317,6.0
318,11.0
319,23.0
320,11.0
321,7.0
322,11.0
323,9.0
324,5.0
325,13.0
326,10.0
327,14.0
328,9.0
329,7.0
330,11.0
331,36.0
332,11.0
333,11.0
334,15.0
335,11.0
336,22.0
337,15.0
338,15.0
339,13.0
340,8.0
341,16.0
342,8.0
343,10.0
344,9.0
345,17.0
346,11.0
347,8.0
348,15.0
349,6.0
350,11.0
351,15.0
352,14.0
353,6.0
354,11.0
355,10.0
356,11.0
357,19.0
358,7.0
359,9.0
360,8.0
361,14.0
362,16.0
363,7.0
364,8.0
365,11.0
366,8.0
367,10.0
368,20.0
369,15.0
370,23.0
371,10.0
372,15.0
373,17.0
374,15.0
375,13.0
376,7.0
377,12.0
378,8.0
379,18.0
380,9.0
381,10.0
382,12.0
383,13.0
384,11.0
385,19.0
386,12.0
387,15.0
388,15.0
389,7.0
390,11.0
391,11.0
392,7.0
393,8.0
394,17.0
395,18.0
396,8.0
397,9.0
398,10.0
399,14.0
400,8.0
401,6.0
402,13.0
403,7.0
404,19.0
405,10.0
406,7.0
407,4.0
408,21.0
409,7.0
410,8.0
411,10.0
412,18.0
413,8.0
414,12.0
415,4.0
416,19.0
417,10.0
418,12.0
419,7.77538
420,10.0
421,10.0
422,11.0
423,8.0
424,9.0
425,13.0
426,12.0
427,11.0
428,7.0
429,11.0
430,21.0
431,5.0
432,8.0
433,24.0
434,8.0
435,22.0
436,12.0
437,18.0
438,8.0
439,14.0
440,16.0
441,10.0
442,8.0
443,9.0
444,18.0
445,8.0
446,6.0
447,19.0
448,23.0
449,13.0
450,22.0
451,20.0
452,9.0
453,16.0
454,16.0
455,28.0
456,9.0
457,12.0
458,8.0
459,34.0
460,16.0
461,19.0
462,14.0
463,19.0
464,9.0
465,11.0
466,10.0
467,19.0
468,7.0
469,6.0
470,22.0
471,12.0
472,9.0
473,11.0
474,11.0
475,12.0
476,9.0
477,7.0
478,7.0
479,15.0
480,17.0
481,11.0
482,16.0
483,9.0
484,10.0
485,9.0
486,12.0
487,15.0
488,10.0
489,11.0
490,23.0
491,7.0
492,5.0
493,21.0
494,19.0
495,13.0
496,12.0
497,8.0
498,11.0
499,15.0
500,9.0
501,13.0
502,12.0
503,27.0
504,18.0
505,13.0
506,14.0
507,7.0
508,12.0
509,22.0
510,18.0
511,11.0
512,7.0
513,17.0
514,4.0
515,13.0
516,15.0
517,15.0
518,9.0
519,29.0
520,9.0
521,8.0
522,14.0
523,10.0
524,7.0
525,16.0
526,7.0
527,5.0
528,15.0
529,21.0
530,14.0
531,14.0
532,13.0
533,11.0
534,16.0
535,9.0
536,15.0
537,10.0
538,8.0
539,15.0
540,16.0
541,10.0
542,9.0
543,17.0
544,11.0
545,6.0
546,16.0
547,15.0
548,10.0
549,17.0
550,15.0
551,17.0
552,7.0
553,21.0
554,9.0
555,15.0
556,8.0
557,16.0
558,7.0
559,8.0
560,24.0
561,7.0
562,6.0
563,17.0
564,9.0
565,13.0
566,15.0
567,11.0
568,17.0
569,13.0
570,21.0
571,12.0
572,11.0
573,7.0
574,11.0
575,6.0
576,10.0
577,15.0
578,15.0
579,17.0
580,10.0
581,32.0
582,13.0
583,11.0
584,8.0
585,6.0
586,16.0
587,7.0
588,22.0
589,6.0
590,13.0
591,12.0
592,9.0
593,12.0
594,0.0
595,10.0
596,8.0
597,10.0
598,14.0
599,15.0
600,14.0
601,8.0
602,7.0
603,10.0
604,15.0
605,21.0
606,12.0
607,10.0
608,8.0
609,10.0
610,10.0
611,10.0
612,23.0
613,7.0
614,26.0
615,11.0
616,9.0
617,17.0
618,11.0
619,9.0
620,16.0
