,Wind
0,15.0
1,8.0
2,9.0
3,11.0
4,9.0
5,8.0
6,10.0
7,11.0
8,21.0
9,9.0
10,15.0
11,24.0
12,10.0
13,8.0
14,10.0
15,18.0
16,17.0
17,23.0
18,6.0
19,13.0
20,17.0
21,11.0
22,9.0
23,30.0
24,5.0
25,10.0
26,8.0
27,11.0
28,8.0
29,8.0
30,9.0
31,5.0
32,18.0
33,8.0
34,12.0
35,11.0
36,21.0
37,8.0
38,9.0
39,9.0
40,11.0
41,6.0
42,17.0
43,11.0
44,14.0
45,12.0
46,15.0
47,24.0
48,22.0
49,7.0
50,9.0
51,13.0
52,22.0
53,9.0
54,28.0
55,11.0
56,26.0
57,11.0
58,25.0
59,18.0
60,22.0
61,18.0
62,15.0
63,11.0
64,10.0
65,18.0
66,9.0
67,23.0
68,19.0
69,22.0
70,10.0
71,12.0
72,12.0
73,9.0
74,18.0
75,10.0
76,12.0
77,16.0
78,19.0
79,23.0
80,15.0
81,17.0
82,7.0
83,13.0
84,10.0
85,12.0
86,7.0
87,8.0
88,8.0
89,10.0
90,14.0
91,7.0
92,8.0
93,14.0
94,17.0
95,17.0
96,24.0
97,9.0
98,8.0
99,17.0
100,22.0
101,9.0
102,8.0
103,20.0
104,6.0
105,8.0
106,11.0
107,17.0
108,11.0
109,12.0
110,8.0
111,11.0
112,12.0
113,22.0
114,11.0
115,15.0
116,13.0
117,13.0
118,9.0
119,19.0
120,13.0
121,10.0
122,14.0
123,9.0
124,17.0
125,13.0
126,17.0
127,18.0
128,7.0
129,17.0
130,14.0
131,9.0
132,8.0
133,23.0
134,21.0
135,10.0
136,6.0
137,16.0
138,13.0
139,12.0
140,14.0
141,15.0
142,8.0
143,17.0
144,25.0
145,14.0
146,20.0
147,12.0
148,8.0
149,7.0
150,6.0
151,13.0
152,17.0
153,25.0
154,11.0
155,20.0
156,10.0
157,13.0
158,16.0
159,9.0
160,11.0
161,16.0
162,8.0
163,8.0
164,8.0
165,15.0
166,7.0
167,12.0
168,15.0
169,6.0
170,14.0
171,20.0
172,16.0
173,11.0
174,9.0
175,13.0
176,8.0
177,10.0
178,28.0
179,14.0
180,5.0
181,7.0
182,7.0
183,19.0
