,Wind
0,14.0
1,12.0
2,6.0
3,16.0
4,7.0
5,9.0
6,8.0
7,12.0
8,13.0
9,16.0
10,9.0
11,21.0
12,6.0
13,23.0
14,9.0
15,12.0
16,19.0
17,11.0
18,10.0
19,15.0
20,8.0
21,10.0
22,5.0
23,9.0
24,13.0
25,7.0
26,11.0
27,8.0
28,10.0
29,10.0
30,13.0
31,8.0
32,5.0
33,6.0
34,14.0
35,16.0
36,11.0
37,17.0
38,15.0
39,11.0
40,11.0
41,24.0
42,9.0
43,14.0
44,7.0
45,24.0
46,11.0
47,17.0
48,8.0
49,7.0
50,10.0
51,9.0
52,9.0
53,26.0
54,11.0
55,26.0
56,19.0
57,13.0
58,12.0
59,10.0
60,12.0
61,11.0
62,7.0
63,18.0
64,21.0
65,14.0
66,11.0
67,20.0
68,16.0
69,8.0
70,20.0
71,13.0
72,9.0
73,8.0
74,14.0
75,15.0
76,11.0
77,9.0
78,15.0
79,9.0
80,16.0
81,12.0
82,7.0
83,8.0
84,12.0
85,9.0
86,13.0
87,20.0
88,10.0
89,17.0
90,9.0
91,15.0
92,13.0
93,9.0
94,18.0
95,8.0
96,8.0
97,13.0
98,11.0
99,8.0
100,19.0
101,16.0
102,16.0
103,16.0
104,11.0
105,25.0
106,19.0
107,21.0
108,25.0
109,13.0
110,23.0
111,6.0
112,7.0
113,9.0
114,10.0
115,8.0
116,13.0
117,14.0
118,12.0
119,12.0
120,6.0
121,15.0
122,9.0
123,10.0
124,15.0
125,15.0
126,18.0
127,10.0
128,11.0
129,11.0
130,8.0
131,12.0
132,7.0
133,14.0
134,11.0
135,17.0
136,11.0
137,7.0
138,13.0
139,13.0
140,10.0
141,13.0
142,9.0
143,6.0
144,12.0
145,29.0
146,8.0
147,9.0
148,19.0
149,19.0
150,19.0
151,8.0
152,6.0
153,4.0
154,13.0
155,9.0
156,10.0
157,12.0
158,16.0
159,7.0
160,13.0
161,11.0
162,10.0
163,11.0
164,26.0
165,13.0
166,9.0
167,9.0
168,9.0
169,8.0
170,14.0
171,19.0
172,10.0
173,13.0
174,11.0
175,11.0
176,23.0
177,19.0
178,18.0
179,13.0
180,12.0
181,17.0
182,19.0
183,13.0
184,12.0
185,9.0
186,3.0
187,14.0
188,22.0
189,6.0
190,14.0
191,6.0
192,10.0
193,9.0
194,23.0
195,17.0
196,8.0
197,5.0
198,13.0
199,5.0
200,9.0
201,9.0
202,11.0
203,8.0
204,12.0
205,24.0
206,11.0
207,7.0
208,10.0
209,6.0
210,12.0
211,9.0
212,7.0
213,11.0
214,7.0
215,10.0
216,18.0
217,22.0
218,25.0
219,8.0
220,16.0
221,29.0
222,16.0
223,12.0
224,9.0
225,9.0
226,16.0
227,7.0
228,7.0
229,14.0
230,10.0
231,18.0
232,16.0
233,13.0
234,17.0
235,17.0
236,34.0
237,12.0
238,8.0
239,11.0
240,10.0
241,5.0
242,10.0
243,12.0
244,6.0
245,19.0
246,8.0
247,13.0
248,19.0
249,19.0
250,7.0
251,5.0
252,8.0
253,10.0
254,18.0
255,8.0
256,9.0
257,7.0
258,11.0
259,20.0
260,10.0
261,8.0
262,16.0
263,9.0
264,8.0
265,22.0
266,9.0
267,7.0
268,19.0
269,9.0
270,16.0
271,8.0
272,21.0
273,14.0
274,9.0
275,11.0
276,17.0
277,14.0
278,11.0
279,13.0
280,25.0
281,6.0
282,9.0
283,24.0
284,23.0
285,20.0
286,21.0
287,14.0
288,23.0
289,14.0
290,32.0
291,7.0
292,13.0
293,7.0
294,13.0
295,10.0
296,26.0
297,15.0
298,17.0
299,14.0
300,8.0
301,11.0
302,8.0
303,10.0
304,12.0
305,12.0
306,12.0
307,10.0
308,9.0
309,20.0
310,18.0
311,23.0
312,21.0
313,19.0
314,15.0
315,13.0
316,9.0
317,9.0
318,7.0
319,16.0
320,28.0
321,10.0
322,8.0
323,10.0
324,15.0
325,12.0
326,10.0
327,14.0
328,11.0
329,11.0
330,11.0
331,23.0
332,11.0
333,11.0
334,6.0
335,17.0
336,28.0
337,7.0
338,15.0
339,13.0
340,7.0
341,11.0
342,8.0
343,12.0
344,10.0
345,10.0
346,15.0
347,9.0
348,11.0
349,16.0
350,11.0
351,8.0
352,8.0
353,12.0
354,8.0
355,12.0
356,4.0
357,6.0
358,9.0
359,10.0
360,21.0
361,19.0
362,8.0
363,10.0
364,13.0
365,9.0
366,15.0
367,18.0
368,21.0
369,7.0
370,12.0
371,9.0
372,7.0
373,13.0
374,9.0
375,18.0
376,8.0
377,12.0
378,17.0
379,17.0
380,13.0
381,11.0
382,17.0
383,14.0
384,11.0
385,14.0
386,7.0
387,8.0
388,8.0
389,21.0
390,12.0
391,18.0
392,8.0
393,26.0
394,10.0
395,13.0
396,15.0
397,18.0
398,8.0
399,14.0
400,11.0
401,8.0
402,11.0
403,22.0
404,15.0
405,18.0
406,13.0
407,11.0
408,8.0
409,17.0
410,10.0
411,20.0
412,13.0
413,16.0
414,9.0
415,16.0
416,22.0
417,3.0
418,15.0
419,12.0
420,8.0
421,11.0
422,8.0
423,11.0
424,11.0
425,10.0
426,4.0
427,8.0
428,8.0
429,11.0
430,33.0
431,7.0
432,21.0
433,13.0
434,8.0
435,13.0
436,7.0
437,28.0
438,7.0
439,8.0
440,10.0
441,7.0
442,8.0
443,17.0
444,7.0
445,21.0
446,7.0
447,7.0
448,9.0
449,12.0
450,12.0
451,12.0
452,10.0
453,15.0
454,12.0
455,15.0
456,15.0
457,18.0
458,11.0
459,28.0
460,15.0
461,10.0
462,6.0
463,12.0
464,6.0
465,10.0
466,9.0
467,6.0
468,20.0
469,7.0
470,12.0
471,15.0
472,16.0
473,10.0
474,11.0
475,35.0
476,8.0
477,15.0
478,9.0
479,8.0
480,19.0
481,11.0
482,10.0
483,20.0
484,8.0
485,9.0
486,11.0
487,10.0
488,10.0
489,13.0
490,23.0
491,16.0
492,15.0
493,4.0
494,8.0
495,10.0
496,9.0
497,14.0
498,19.0
499,9.0
500,13.0
501,23.0
502,10.0
503,15.0
504,25.0
505,11.0
506,12.0
507,9.0
508,7.0
509,8.0
510,11.0
511,29.0
512,10.0
513,23.0
514,12.0
515,19.0
516,10.0
517,8.0
518,13.0
519,9.0
520,8.0
521,9.0
522,7.0
523,13.0
524,12.0
525,10.0
526,13.0
527,9.0
528,15.0
529,17.0
530,16.0
