,Wind
0,9.0
1,5.0
2,10.0
3,15.0
4,12.0
5,17.0
6,11.0
7,11.0
8,8.0
9,12.0
10,12.0
11,10.0
12,11.0
13,9.0
14,7.0
15,23.0
16,8.0
17,17.0
18,8.0
19,16.0
20,7.0
21,29.0
22,12.0
23,14.0
24,19.0
25,7.0
26,16.0
27,8.0
28,6.0
29,8.0
30,13.0
31,20.0
32,11.0
33,16.0
34,10.0
35,15.0
36,25.0
37,7.0
38,17.0
39,8.0
40,11.0
41,10.0
42,12.0
43,8.0
44,20.0
45,18.0
46,15.0
47,13.0
48,21.0
49,10.0
50,9.0
51,13.0
52,12.0
53,14.0
54,7.0
55,10.0
56,26.0
57,10.0
58,13.0
59,19.0
60,16.0
61,18.0
62,7.0
63,11.0
64,9.0
65,21.0
66,33.0
67,12.0
68,10.0
69,9.0
70,12.0
71,9.0
72,21.0
73,19.0
74,8.0
75,14.0
76,7.0
77,13.0
78,8.0
79,16.0
80,9.0
81,14.0
82,6.0
83,12.0
84,17.0
85,12.0
86,7.0
87,29.0
88,14.0
89,9.0
90,9.0
91,32.0
92,10.0
93,10.0
94,10.0
95,10.0
96,11.0
97,11.0
98,12.0
99,11.0
100,16.0
101,7.0
102,23.0
103,10.0
104,8.0
105,11.0
106,12.0
107,10.0
108,10.0
109,10.0
110,13.0
111,17.0
112,9.0
113,14.0
114,18.0
115,9.0
116,9.0
117,11.0
118,11.0
119,13.0
120,6.0
121,11.0
122,13.0
123,14.0
124,27.0
125,9.0
126,11.0
127,15.0
128,9.0
129,17.0
130,8.0
131,13.0
132,9.0
133,10.0
134,10.0
135,15.0
136,9.0
137,8.0
138,8.0
139,6.0
140,11.0
141,18.0
142,10.0
143,9.0
144,30.0
145,7.0
146,25.0
147,24.0
148,9.0
149,9.0
150,11.0
151,22.0
152,16.0
153,22.0
154,5.0
155,8.0
156,8.0
157,9.0
158,13.0
159,11.0
160,10.0
161,12.0
162,17.0
163,12.0
164,10.0
165,9.0
166,7.0
167,9.0
168,23.0
169,8.0
170,19.0
171,9.0
172,6.0
173,9.0
174,10.0
175,13.0
176,19.0
177,9.0
178,8.0
179,10.0
180,7.0
181,10.0
182,24.0
183,13.0
184,14.0
185,7.0
186,10.0
187,9.0
188,6.0
189,11.0
190,16.0
191,11.0
192,13.0
193,5.0
194,13.0
195,8.0
196,23.0
197,9.0
198,7.0
199,14.0
200,7.0
201,18.0
202,11.0
203,10.0
204,12.0
205,13.0
206,12.0
207,18.0
208,6.0
209,18.0
210,15.0
211,9.0
212,13.0
213,13.0
214,11.0
215,8.0
216,9.0
217,14.0
218,15.0
219,11.0
220,10.0
221,6.0
222,7.0
223,19.0
224,16.0
225,15.0
226,12.0
227,10.0
228,10.0
229,41.0
230,11.0
231,31.0
232,12.0
233,9.0
234,12.0
235,8.0
236,17.0
237,16.0
238,10.0
239,8.0
240,13.0
241,9.0
242,15.0
243,11.0
244,17.0
245,4.0
246,12.0
247,7.0
248,7.0
249,8.0
250,17.0
251,16.0
252,7.0
253,22.0
254,35.0
255,15.0
256,11.0
257,13.0
258,7.0
259,6.0
260,6.0
261,17.0
262,22.0
263,7.0
264,8.0
265,13.0
266,18.0
267,12.0
268,12.0
269,13.0
270,12.0
271,13.0
272,9.0
273,11.0
274,12.0
275,10.0
276,12.0
277,9.0
278,9.0
279,8.0
280,6.0
281,8.0
282,5.0
283,18.0
284,9.0
285,26.0
286,22.0
287,12.0
288,12.0
289,9.0
290,10.0
291,13.0
292,18.0
293,8.0
294,8.0
295,9.0
296,21.0
297,15.0
298,12.0
299,17.0
300,21.0
301,10.0
302,16.0
303,8.0
304,7.0
305,11.0
306,11.0
307,7.0
308,9.0
309,14.0
310,9.0
311,11.0
312,24.0
313,10.0
314,21.0
315,25.0
316,10.0
317,11.0
318,10.0
319,7.0
320,9.0
321,19.0
322,9.0
323,10.0
324,10.0
325,16.0
326,7.0
327,17.0
328,12.0
329,8.0
330,9.0
331,18.0
332,7.0
333,15.0
334,10.0
335,7.0
336,6.0
337,7.0
338,12.0
339,4.0
340,15.0
341,8.0
342,16.0
343,17.0
344,11.0
345,19.0
346,20.0
347,21.0
348,8.0
349,11.0
350,16.0
351,8.0
352,12.0
353,8.0
354,9.0
355,12.0
356,9.0
357,16.0
358,17.0
359,10.0
360,17.0
361,19.0
362,43.0
363,13.0
364,7.0
365,9.0
366,13.0
367,11.0
368,9.0
369,9.0
370,11.0
371,17.0
372,19.0
373,13.0
374,21.0
375,9.0
376,22.0
377,8.0
378,15.0
379,11.0
380,10.0
381,13.0
382,6.0
383,36.0
384,8.0
385,10.0
386,12.0
387,20.0
388,13.0
389,15.0
390,15.0
391,11.0
392,22.0
393,11.0
394,8.0
395,17.0
396,11.0
397,10.0
398,12.0
399,14.0
400,18.0
401,22.0
402,14.0
403,8.0
404,24.0
405,15.0
406,10.0
407,13.0
408,6.0
409,15.0
410,15.0
411,22.0
412,21.0
413,23.0
414,14.0
415,16.0
416,14.0
417,14.0
418,8.0
419,6.0
420,9.0
421,18.0
422,15.0
423,16.0
424,8.0
425,16.0
426,11.0
427,19.0
428,23.0
429,10.0
430,19.0
431,10.0
432,10.0
433,12.0
434,7.0
435,9.0
436,7.0
437,7.0
438,8.0
439,11.0
440,7.0
441,24.0
442,10.0
443,15.0
444,18.0
445,14.0
446,7.0
447,11.0
448,21.0
449,9.0
450,6.0
451,12.0
452,19.0
453,10.0
454,7.0
455,7.0
456,6.0
457,7.0
458,18.0
459,13.0
460,7.0
461,11.0
462,19.0
463,13.0
464,13.0
465,15.0
466,20.0
467,14.0
468,14.0
469,26.0
470,11.0
471,8.0
472,8.0
473,7.0
474,17.0
475,28.0
476,11.0
477,18.0
478,10.0
479,7.0
480,11.0
481,14.0
482,7.0
483,14.0
484,9.0
485,11.0
486,9.0
487,20.0
488,9.0
489,12.0
490,7.0
491,9.0
492,10.0
493,15.0
494,9.0
495,14.0
496,13.0
497,7.0
498,10.0
499,4.0
500,12.0
501,4.0
502,11.0
503,10.0
504,26.0
505,13.0
506,13.0
507,10.0
508,15.0
509,13.0
510,13.0
511,13.0
512,8.0
513,12.0
514,10.0
515,7.77538
516,12.0
517,12.0
518,7.0
519,13.0
520,16.0
521,9.0
522,5.0
523,9.0
524,4.0
525,9.0
526,7.0
527,14.0
528,8.0
529,15.0
530,8.0
531,14.0
532,12.0
533,12.0
534,9.0
535,6.0
536,10.0
537,17.0
538,13.0
539,9.0
540,11.0
541,17.0
542,19.0
543,9.0
544,12.0
545,9.0
546,12.0
547,12.0
548,7.0
549,15.0
550,11.0
551,9.0
552,9.0
553,9.0
554,11.0
555,10.0
556,10.0
557,10.0
558,7.0
559,15.0
560,12.0
561,10.0
562,12.0
563,19.0
564,12.0
565,18.0
566,10.0
567,21.0
568,7.0
569,19.0
570,15.0
571,10.0
572,19.0
573,13.0
574,13.0
