,Wind
0,14.0
1,7.0
2,13.0
3,9.0
4,18.0
5,18.0
6,6.0
7,8.0
8,7.0
9,28.0
10,8.0
11,14.0
12,9.0
13,10.0
14,13.0
15,10.0
16,8.0
17,11.0
18,8.0
19,13.0
20,13.0
21,9.0
22,16.0
23,13.0
24,20.0
25,10.0
26,9.0
27,8.0
28,23.0
29,14.0
30,19.0
31,11.0
32,10.0
33,10.0
34,9.0
35,8.0
36,10.0
37,20.0
38,7.0
39,9.0
40,8.0
41,6.0
42,15.0
43,8.0
44,8.0
45,12.0
46,13.0
47,7.0
48,14.0
49,9.0
50,18.0
51,8.0
52,12.0
53,8.0
54,5.0
55,11.0
56,11.0
57,11.0
58,9.0
59,10.0
60,10.0
61,17.0
62,9.0
63,9.0
64,12.0
65,7.0
66,10.0
67,5.0
68,15.0
69,17.0
70,9.0
71,10.0
72,11.0
73,8.0
74,7.0
75,6.0
76,11.0
77,12.0
78,14.0
79,20.0
80,9.0
81,12.0
82,10.0
83,29.0
84,17.0
85,19.0
86,12.0
87,12.0
88,10.0
89,11.0
90,13.0
91,28.0
92,9.0
93,19.0
94,10.0
95,10.0
96,15.0
97,9.0
98,9.0
99,8.0
100,6.0
101,10.0
102,12.0
103,17.0
104,21.0
105,23.0
106,26.0
107,11.0
108,8.0
109,7.0
110,14.0
111,13.0
112,8.0
113,6.0
114,15.0
115,14.0
116,9.0
117,13.0
118,9.0
119,22.0
120,17.0
121,9.0
122,11.0
123,11.0
124,33.0
125,17.0
126,17.0
127,12.0
128,15.0
129,34.0
130,22.0
131,8.0
132,16.0
133,13.0
134,14.0
135,10.0
136,11.0
137,11.0
138,10.0
139,19.0
140,8.0
141,23.0
142,8.0
143,9.0
144,17.0
145,10.0
146,9.0
147,10.0
148,16.0
149,15.0
150,16.0
151,14.0
152,13.0
153,8.0
154,17.0
155,8.0
156,8.0
157,17.0
158,11.0
159,8.0
160,10.0
161,10.0
162,18.0
163,9.0
164,6.0
165,21.0
166,12.0
167,10.0
168,12.0
169,8.0
170,26.0
171,16.0
172,12.0
173,9.0
174,9.0
175,11.0
176,11.0
177,7.0
178,11.0
179,6.0
180,13.0
181,10.0
182,12.0
183,13.0
184,14.0
185,9.0
186,9.0
187,7.0
188,13.0
189,15.0
190,9.0
191,8.0
192,12.0
193,6.0
194,10.0
195,9.0
196,11.0
197,9.0
198,14.0
199,10.0
200,14.0
201,9.0
202,18.0
203,10.0
204,11.0
205,17.0
206,16.0
207,7.0
208,22.0
209,9.0
210,16.0
211,25.0
212,19.0
213,18.0
214,15.0
215,10.0
216,5.0
217,14.0
218,7.0
219,8.0
220,14.0
221,10.0
222,7.0
223,9.0
224,25.0
225,12.0
226,24.0
227,15.0
228,12.0
229,11.0
230,9.0
231,16.0
232,24.0
233,11.0
234,8.0
235,15.0
236,12.0
237,22.0
238,13.0
239,22.0
240,13.0
241,16.0
242,16.0
243,29.0
244,22.0
245,14.0
246,10.0
247,7.0
248,10.0
249,11.0
250,12.0
251,14.0
252,10.0
253,9.0
254,19.0
255,8.0
256,17.0
257,5.0
258,8.0
259,12.0
260,13.0
261,15.0
262,12.0
263,16.0
264,8.0
265,17.0
266,9.0
267,9.0
268,9.0
269,6.0
270,17.0
271,10.0
272,10.0
273,14.0
274,18.0
275,12.0
276,22.0
277,9.0
278,17.0
279,19.0
280,12.0
281,13.0
282,10.0
283,12.0
284,13.0
285,14.0
286,15.0
287,7.0
288,9.0
289,10.0
290,25.0
291,13.0
292,18.0
293,8.0
294,13.0
295,8.0
296,15.0
297,10.0
298,28.0
299,8.0
300,11.0
301,13.0
302,16.0
303,8.0
304,22.0
305,15.0
306,7.0
307,14.0
308,14.0
309,9.0
310,10.0
311,9.0
312,9.0
313,12.0
